# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
0610009O20Rik	peak_1729 (+18758)
Mpzl1	peak_319 (-33116), peak_318 (+108030)
Mrc1	peak_1885 (+59573)
Mrln	peak_457 (+18213)
Mrm1	peak_672 (+110900), peak_671 (+255443)
Mro	peak_1771 (+104292)
Mroh2b	peak_1246 (-122582)
Mrpl3	peak_3605 (-204826)
Mrpl32	peak_905 (+48062)
Mrpl33	peak_2719 (-42658)
Mrpl36	peak_1003 (+34786)
Mrps24	peak_560 (-21234), peak_559 (+7695), peak_558 (+73102)
Mrps30	peak_1085 (-135186), peak_1084 (+63693)
Mrps33	peak_3005 (-115801)
Msantd4	peak_3472 (+395519)
Msl2	peak_3598 (-31773)
Msl3l2	peak_433 (-602103), peak_434 (-75723)
Msr1	peak_3328 (-252115), peak_3327 (-87312)
Msx2	peak_968 (-490243)
Mtdh	peak_1292 (-214850), peak_1293 (-196150)
Mtfr1l	peak_2628 (-9931)
Mthfd2l	peak_2827 (-21368)
Mthfs	peak_3588 (+267379)
Mtmr6	peak_1165 (+61885)
Mtnr1a	peak_3339 (+110127)
Mtor	peak_2649 (+10079)
Mtpap	peak_1691 (+28300)
Mtpn	peak_3002 (-549490), peak_3001 (-238137), peak_3000 (+93808), peak_2999 (+143895)
Mtr	peak_899 (+31056)
Mtrr	peak_993 (+66847)
Mtus2	peak_2926 (-27503), peak_2927 (+346330)
Muc16	peak_3494 (+167111)
Muc3	peak_2919 (-40188)
Muc3a	peak_2919 (+22879)
Mucl2	peak_1388 (+243766)
Mug2	peak_3118 (+221065)
Mup10	peak_2470 (-36674)
Mup11	peak_2470 (+43538)
Mup21	peak_2471 (-15366)
Mup4	peak_2469 (-10710)
Mup6	peak_2469 (-32018)
Musk	peak_2467 (+106054)
Mvb12b	peak_1916 (-88713)
Myb	peak_375 (+83038)
Mybl1	peak_22 (+50881)
Myc	peak_1339 (-958666), peak_1340 (+536694), peak_1341 (+785538)
Mycbp2	peak_1220 (-67239)
Mycn	peak_727 (+474227)
Myf5	peak_518 (+119671)
Myh10	peak_652 (+60605)
Myh13	peak_651 (+43440)
Myh9	peak_1358 (-20869)
Myl10	peak_2918 (+143197)
Myl12b	peak_1661 (+19314)
Myl6b	peak_553 (-18338)
Myo15b	peak_709 (+21729)
Myo16	peak_3288 (+805950)
Myo3a	peak_1897 (-734468), peak_1898 (-641702), peak_1899 (-602310), peak_1900 (+110847)
Myo3b	peak_1969 (-8697), peak_1970 (+301286)
Myo5b	peak_1772 (-14994)
Myo9b	peak_3393 (-213360), peak_3394 (-200433)
Myom2	peak_3293 (+594621)
Myom3	peak_2633 (+69353)
Myot	peak_1736 (-43967)
Myoz2	peak_2289 (-159614)
Myrfl	peak_535 (+168652)
Myrip	peak_3620 (-135693), peak_3621 (-129639), peak_3622 (-113343)
Mzt1	peak_1213 (+7073), peak_1212 (+807927)
N4bp1	peak_3418 (-109599)
N6amt1	peak_1523 (-628841), peak_1524 (-242196), peak_1525 (-204856), peak_1526 (-160944)
Naaladl2	peak_2137 (-615231), peak_2136 (-466659), peak_2135 (-317312), peak_2134 (-250602), peak_2133 (-185641), peak_2132 (+544696)
Nabp1	peak_119 (+44821)
Nacc2	peak_1902 (-99122)
Nagpa	peak_1390 (+38319)
Naip1	peak_1053 (+66303)
Naip6	peak_1053 (-62534)
Nalcn	peak_1240 (+560067)
Nampt	peak_741 (-401976)
Nanos1	peak_1870 (-153238), peak_1871 (-111980)
Nap1l3	peak_3784 (-628642), peak_3783 (-587344), peak_3782 (+217755)
Nars	peak_1756 (-39801)
Nat3	peak_3387 (+259135)
Nat8l	peak_2722 (+52697)
Nav1	peak_269 (+106515)
Nav3	peak_522 (-627947), peak_521 (-364315), peak_520 (-224872)
Nbea	peak_2186 (-420598), peak_2185 (-187985), peak_2184 (-25627), peak_2183 (+47349)
Ncam1	peak_3539 (-485098)
Ncam2	peak_1514 (+546958)
Nck2	peak_94 (-219352), peak_95 (+108552)
Ncoa1	peak_716 (+46105)
Ncoa2	peak_29 (+114424)
Ndel1	peak_652 (+100615)
Ndrg1	peak_1346 (-37080)
Ndst2	peak_1117 (+20121)
Ndst3	peak_2290 (-349252)
Ndst4	peak_2291 (-327965), peak_2292 (-188460)
Ndufa10	peak_185 (+55680)
Ndufa12	peak_491 (+227782)
Ndufa4	peak_2953 (+158262), peak_2952 (+227510), peak_2951 (+745712)
Ndufaf2	peak_1070 (+91718)
Ndufs5	peak_2615 (+6753)
Nebl	peak_1890 (+453043)
Necab1	peak_2374 (+94394), peak_2373 (+128768)
Nectin3	peak_1442 (-878753), peak_1441 (-807831)
Nedd1	peak_490 (-338009), peak_489 (-86927)
Nedd4l	peak_1757 (-12055)
Negr1	peak_2330 (-117490), peak_2331 (+405373), peak_2332 (+445127)
Nek6	peak_1920 (-108404), peak_1921 (+9253)
Nek7	peak_273 (-169302), peak_272 (+307667)
Nell2	peak_1379 (+879706)
Net1	peak_883 (+8026)
Neto1	peak_1789 (-568126), peak_1790 (-497215), peak_1791 (-186960)
Neurod4	peak_556 (-22631)
Nf1	peak_665 (-32671)
Nfat5	peak_3444 (-87658)
Nfatc1	peak_1782 (-173624), peak_1781 (+145669)
Nfib	peak_2531 (-239003), peak_2530 (+121263), peak_2529 (+311571), peak_2528 (+464413), peak_2527 (+494421), peak_2526 (+596597), peak_2525 (+726662)
Nfxl1	peak_2786 (+17205)
Ngf	peak_2264 (-33449)
Ngfr	peak_684 (-23656)
Ngly1	peak_1100 (-739271), peak_1101 (-711829), peak_1102 (-397294), peak_1103 (-191710), peak_1104 (-138735)
Nid1	peak_900 (-22164), peak_901 (+23374), peak_902 (+92012)
Nipbl	peak_1253 (+174258)
Nkain3	peak_2396 (-800754), peak_2395 (-427710), peak_2394 (-31690), peak_2393 (+417805), peak_2392 (+482865)
Nkd1	peak_3422 (-138881)
Nkx2-1	peak_789 (-47695)
Nkx2-2	peak_2047 (-152304)
Nkx2-6	peak_1172 (-62022)
Nkx2-9	peak_789 (+28681)
Nkx3-2	peak_2731 (-17090)
Nkx6-1	peak_2845 (-39412), peak_2844 (+352552)
Nlgn1	peak_2137 (+933607)
Nlgn3	peak_3757 (+20214)
Nln	peak_1063 (+113684)
Nlrp1b	peak_657 (-6652)
Nlrp4c	peak_3158 (+36312)
Nmbr	peak_368 (+627035)
Nmnat2	peak_301 (+198837)
Nmnat3	peak_3595 (-46488)
Nmu	peak_2795 (-140527)
Nmur2	peak_642 (-766177), peak_641 (-691057), peak_640 (-162715), peak_639 (+370444)
Nnmt	peak_3538 (-43948)
Nnt	peak_1087 (+286171), peak_1086 (+412127)
Nobox	peak_3008 (-316462)
Noc4l	peak_2868 (+25195)
Noct	peak_2175 (-260502)
Nog	peak_676 (-89911)
Nol11	peak_698 (-187179), peak_697 (-180882), peak_696 (-176641), peak_695 (-103308)
Nol4	peak_1708 (+399390)
Nos1	peak_2884 (-359728)
Nov	peak_1330 (-68242)
Nova1	peak_773 (-766705), peak_772 (+773983), peak_771 (+856189)
Nox3	peak_1545 (-651985)
Nox4	peak_3222 (+129918), peak_3223 (+168591)
Npas2	peak_89 (+151788)
Npas3	peak_784 (-384993), peak_785 (-215192), peak_786 (+898168)
Npbwr1	peak_8 (-234232), peak_7 (-76000)
Npffr1	peak_441 (-15309)
Nphp3	peak_3603 (-277979)
Nphp4	peak_2659 (+992276)
Npm2	peak_1175 (-74880)
Npnt	peak_2301 (+121458)
Npsr1	peak_3500 (-813426), peak_3501 (-489459), peak_3502 (-413159), peak_3503 (-116095), peak_3504 (+168501), peak_3505 (+230308)
Nptx1	peak_712 (-24709)
Npy	peak_3020 (-288872), peak_3021 (-206809)
Npy5r	peak_3386 (+84362)
Npy6r	peak_1736 (+19980)
Nr2e3	peak_3551 (-95223), peak_3550 (-32463)
Nr2f1	peak_1017 (-766079), peak_1016 (-746134), peak_1015 (+60352)
Nr2f2	peak_3204 (+167259)
Nr3c1	peak_1730 (+422454)
Nr3c2	peak_3405 (-801792), peak_3406 (-565709), peak_3407 (-488185), peak_3408 (-431430)
Nr4a2	peak_1952 (+168064)
Nr5a2	peak_271 (-389865)
Nrcam	peak_768 (+154253), peak_769 (+408666)
Nrde2	peak_848 (+21550)
Nrep	peak_1725 (+68671)
Nrg3	peak_1140 (-710676), peak_1139 (-624089), peak_1138 (+930135)
Nrip1	peak_1506 (+376361)
Nrn1	peak_937 (+70852)
Nrp2	peak_135 (-408640), peak_136 (+181848)
Nrsn1	peak_922 (-976004), peak_921 (+27797)
Nrxn3	peak_833 (+465439)
Nsmaf	peak_2344 (-195195), peak_2343 (-155326)
Nsun3	peak_1471 (+933587)
Nsun6	peak_1886 (+327711)
Nsun7	peak_2775 (-42400)
Nt5c1b	peak_724 (-686380)
Nt5dc3	peak_480 (+17683), peak_481 (+129940)
Nt5e	peak_3586 (-511970), peak_3587 (-191173)
Ntm	peak_3510 (-174517)
Ntng1	peak_2275 (+78245)
Ntrk2	peak_976 (+300929)
Ntrk3	peak_3213 (+162420)
Nts	peak_509 (+57029), peak_508 (+166310), peak_507 (+175028)
Nuak1	peak_477 (+285242)
Nuak2	peak_266 (+44288)
Nubpl	peak_783 (+18479)
Nucb2	peak_3258 (+511964)
Nudt12	peak_1642 (-554633)
Nuf2	peak_327 (+810892), peak_326 (+901644)
Nup210	peak_3069 (+211277)
Nup214	peak_1909 (-13000)
Nup35	peak_1982 (+518825), peak_1983 (+673304)
Nupl1	peak_1164 (+95787)
Nus1	peak_430 (+104030), peak_431 (+231503)
Nutm2	peak_962 (+61319)
Nwd2	peak_2770 (-51361)
Nxpe2	peak_3537 (+636705), peak_3536 (+768854)
Nxph1	peak_2947 (+197115)
Nyap2	peak_171 (-93344), peak_172 (+342726), peak_173 (+421316)
Oasl1	peak_2878 (+32041)
Obox3	peak_3173 (-103727)
Obox5	peak_3173 (-18774)
Obox8	peak_3172 (-70499)
Obp1a	peak_3718 (+122223), peak_3717 (+133876)
Obscn	peak_645 (+11562), peak_644 (+42362)
Ocln	peak_1054 (-36381)
Odc1	peak_734 (+117101)
Ofcc1	peak_944 (-338411), peak_943 (-299478), peak_942 (+349066), peak_941 (+743148)
Oit1	peak_1090 (+20298)
Oit3	peak_438 (-83050)
Ola1	peak_1975 (+166587), peak_1974 (+220278)
Olfm3	peak_2282 (+361458)
Olfm4	peak_1191 (+184901), peak_1192 (+355388)
Olfr1090	peak_1991 (-2496)
Olfr1193	peak_1992 (-7312)
Olfr1196	peak_1993 (-6987)
Olfr1197	peak_1993 (+20909)
Olfr124	peak_1601 (+11223)
Olfr125	peak_1601 (-21838)
Olfr1267-ps1	peak_1994 (+33864)
Olfr1271	peak_1995 (-1809)
Olfr1320	peak_3676 (-11608)
Olfr1322	peak_3677 (-106793)
Olfr1323	peak_3679 (-322505), peak_3678 (-63840), peak_3677 (+21083)
Olfr1324	peak_3681 (-123638), peak_3680 (-39952), peak_3679 (+84718), peak_3678 (+343383)
Olfr1325	peak_3714 (+38695)
Olfr1350	peak_3159 (+24907)
Olfr1354	peak_473 (-18428), peak_474 (+27075)
Olfr1355	peak_473 (+19325)
Olfr1370	peak_916 (+214591)
Olfr1393	peak_634 (-16621)
Olfr140	peak_1994 (-23809)
Olfr1402	peak_2256 (-67327)
Olfr1408	peak_328 (+166454)
Olfr1419	peak_1805 (-3476)
Olfr1458	peak_1806 (-13093)
Olfr1459	peak_1806 (+29664)
Olfr1505	peak_1807 (+315284)
Olfr1507	peak_1159 (-61003)
Olfr156	peak_2440 (+11871)
Olfr159	peak_2440 (-40986)
Olfr16	peak_328 (+20511)
Olfr175-ps1	peak_1461 (-35631)
Olfr177	peak_1461 (+12363)
Olfr181	peak_1462 (-48677)
Olfr183	peak_1462 (-17925)
Olfr196	peak_1463 (-7954)
Olfr198	peak_1463 (+25125)
Olfr2	peak_3247 (+20960)
Olfr211	peak_3110 (-8134)
Olfr266	peak_2271 (-96737)
Olfr290	peak_3218 (+41441)
Olfr297	peak_3221 (-16031)
Olfr298	peak_3221 (-11459)
Olfr380	peak_659 (-12378)
Olfr381	peak_659 (+21642)
Olfr39	peak_3497 (+7199)
Olfr46	peak_3272 (+4357)
Olfr470	peak_3248 (-6714)
Olfr472	peak_3248 (-43698)
Olfr477	peak_3249 (+27135)
Olfr478	peak_3249 (+20161)
Olfr49	peak_1161 (-12047)
Olfr498	peak_3250 (+34532)
Olfr502	peak_3250 (+25207)
Olfr561	peak_3237 (+23673)
Olfr564	peak_3237 (-8586), peak_3238 (+39771)
Olfr566	peak_3238 (+14020)
Olfr61	peak_3272 (-14452)
Olfr633	peak_3239 (+22746)
Olfr635	peak_3239 (-11993)
Olfr661	peak_3241 (+34771)
Olfr686	peak_3243 (-56436)
Olfr688	peak_3243 (-24729)
Olfr691	peak_3244 (-7879)
Olfr692	peak_3244 (-18081)
Olfr711	peak_3247 (-9645)
Olfr721-ps1	peak_1098 (+21143), peak_1099 (+213100)
Olfr722	peak_1153 (+16983)
Olfr724	peak_1154 (-45553)
Olfr725	peak_1154 (+31548)
Olfr731	peak_1155 (-7574)
Olfr732	peak_1155 (+34766)
Olfr781	peak_554 (+12297)
Olfr782	peak_554 (-7699)
Olfr794	peak_555 (+26220)
Olfr796	peak_555 (+18695)
Olfr8	peak_474 (-10268)
Olfr837	peak_3495 (+23761)
Olfr839-ps1	peak_3495 (+17234)
Olfr855	peak_3496 (+12541)
Olfr873	peak_3497 (-10579)
Olfr875	peak_3519 (+11099)
Olfr876	peak_3519 (-20102)
Olfr911-ps1	peak_3520 (+30091)
Olfr924	peak_3521 (-3819)
Olfr93	peak_1600 (-3229)
Olfr930	peak_3522 (+35038)
Olfr933	peak_3522 (-7466)
Olfr952	peak_3523 (-16227)
Olfr954	peak_3523 (-18058)
Olfr957	peak_3524 (-15712)
Olfr958	peak_3524 (+22533)
Olfr981	peak_3525 (+19619), peak_3526 (+42585)
Olfr982	peak_3525 (-32746), peak_3526 (-9780)
Olig1	peak_1532 (+19859), peak_1533 (+41216)
Oma1	peak_2581 (+65963), peak_2582 (+775829)
Onecut1	peak_3567 (+47634)
Onecut3	peak_476 (+19444)
Ophn1	peak_3754 (+307195)
Opn1sw	peak_2992 (-7810)
Oprd1	peak_2624 (-21173)
Oprk1	peak_3 (-418253), peak_4 (-399276), peak_5 (-315965), peak_6 (-238004)
Orc5	peak_2710 (-174904), peak_2709 (+77635), peak_2708 (+94268), peak_2707 (+185594)
Osbpl3	peak_3023 (+37062), peak_3022 (+41153)
Osr1	peak_724 (+109152)
Ostf1	peak_1813 (+186099), peak_1812 (+689760)
Ostm1	peak_411 (+40600)
Otor	peak_2043 (+354951)
Otud1	peak_1894 (-76234), peak_1895 (+489278)
Otx1	peak_591 (+94450), peak_590 (+367200)
Otx2	peak_1152 (+76816)
Oxa1l	peak_1161 (-63855)
Oxct1	peak_1244 (+260135)
Oxgr1	peak_1238 (-19370)
Oxr1	peak_1301 (-568161), peak_1302 (-203011)
Oxtr	peak_3101 (-45417), peak_3100 (+17530)
P2ry12	peak_2193 (-58934)
P3h2	peak_1412 (-22665)
Pabpc1	peak_1298 (-142318), peak_1297 (-70798)
Pabpc2	peak_1731 (+390905)
Pabpc4l	peak_2171 (-835026), peak_2170 (+249567)
Pabpc5	peak_3779 (-985038), peak_3780 (-417894)
Pacrg	peak_1551 (+389971)
Pacsin2	peak_1369 (-57406)
Pag1	peak_2098 (-161936)
Pak6	peak_2022 (+26801)
Palld	peak_3369 (+385763)
Palmd	peak_2283 (-60978)
Pam	peak_198 (-289628), peak_197 (-105690), peak_196 (+230061)
Pan3	peak_2925 (+159859)
Pank3	peak_615 (-69399)
Papd7	peak_996 (+363082), peak_995 (+374730)
Papolg	peak_593 (+53455)
Pappa	peak_2475 (-830403), peak_2476 (-697325), peak_2477 (-132913)
Pappa2	peak_307 (-63742), peak_306 (+78697)
Pard3b	peak_132 (-124742), peak_133 (-69305), peak_134 (-51486), peak_135 (+656238)
Pard6b	peak_2073 (-21177), peak_2074 (+56461)
Pard6g	peak_1780 (-539742)
Park2	peak_1552 (+134320), peak_1553 (+458618), peak_1554 (+660191)
Parl	peak_1402 (-14518)
Parm1	peak_2829 (+169128)
Parp11	peak_3123 (-219708)
Pars2	peak_2588 (-11907)
Pawr	peak_519 (-67120)
Pax1	peak_2047 (-26286), peak_2048 (+105219)
Pax3	peak_166 (-50351)
Pax5	peak_2441 (+317419)
Pbp2	peak_3133 (+22426)
Pbx1	peak_327 (-288675), peak_326 (-197923)
Pbx3	peak_1916 (+395385)
Pcbd1	peak_440 (-225888)
Pccb	peak_3598 (-8091)
Pcdh1	peak_1728 (+141492)
Pcdh10	peak_2165 (-977319), peak_2166 (-755847), peak_2167 (-712710), peak_2168 (-520878), peak_2169 (-30338), peak_2170 (+820227)
Pcdh12	peak_1729 (+15350)
Pcdh15	peak_461 (-883826), peak_462 (-527024), peak_463 (-384111), peak_464 (+314243), peak_465 (+421842), peak_466 (+853222)
Pcdh18	peak_2174 (-65383), peak_2173 (-45992)
Pcdh19	peak_3798 (+343170), peak_3797 (+556225), peak_3796 (+943622)
Pcdh20	peak_1203 (-142139)
Pcdh7	peak_2758 (+282770), peak_2759 (+688270)
Pcdh9	peak_1209 (-951743)
Pclo	peak_2683 (-334215), peak_2684 (-218461), peak_2685 (-112543)
Pcmtd1	peak_9 (-571171), peak_10 (-172431), peak_11 (+89130), peak_12 (+198953), peak_13 (+388065), peak_14 (+754865)
Pcna-ps2	peak_1804 (-123638)
Pcnt	peak_471 (+67869)
Pcnx	peak_825 (+58586)
Pcnx4	peak_814 (+91984)
Pcp4	peak_1544 (+512682)
Pcsk1	peak_1005 (-253642), peak_1006 (+82055)
Pcsk2	peak_2043 (-112732), peak_2044 (+85426)
Pcsk5	peak_1813 (-608058), peak_1812 (-104397)
Pctp	peak_677 (+92491)
Pdc	peak_297 (-86604), peak_298 (+18589)
Pdcd1	peak_190 (-342090), peak_189 (-208217), peak_188 (-175807), peak_187 (-97945)
Pdcd4	peak_1862 (-140477)
Pde1c	peak_3027 (+62647), peak_3026 (+178501)
Pde3a	peak_3137 (-414333), peak_3138 (-379419), peak_3139 (-38221)
Pde4b	peak_2578 (+451079)
Pde4d	peak_1071 (-144514), peak_1072 (+142158), peak_1073 (+755738)
Pde4dip	peak_2258 (+131554), peak_2257 (+137124)
Pde6h	peak_3134 (+23217)
Pde7a	peak_2122 (-151081), peak_2121 (-44422), peak_2120 (-24210)
Pde7b	peak_374 (-101181)
Pde8a	peak_3216 (+107920)
Pdgfb	peak_1362 (+33428)
Pdgfc	peak_2234 (-95137), peak_2235 (+222640), peak_2236 (+278516), peak_2237 (+331266), peak_2238 (+579885), peak_2239 (+675986), peak_2240 (+744664), peak_2241 (+799551)
Pdgfd	peak_3473 (-803476), peak_3474 (-639017)
Pdha2	peak_2317 (-166447), peak_2316 (+485727)
Pdk1	peak_1972 (-59813)
Pdk4	peak_2935 (-29218)
Pdyn	peak_2032 (+11756)
Pdzd2	peak_1261 (-203735), peak_1260 (+207657)
Pdzph1	peak_1641 (+666586), peak_1640 (+820287)
Pdzrn3	peak_3081 (-663548), peak_3080 (-383691), peak_3079 (+370088)
Pdzrn4	peak_1376 (+736809), peak_1377 (+772863)
Pecam1	peak_694 (+24385)
Peli2	peak_1151 (-300060)
Penk	peak_2339 (-130366), peak_2338 (-28542)
Pet117	peak_2046 (+47774)
Pet2	peak_3742 (-78222), peak_3741 (+411502), peak_3740 (+574720)
Pex14	peak_2651 (+254243)
Pex2	peak_2091 (-846877), peak_2090 (-560841), peak_2089 (-78468)
Pex3	peak_367 (-52074)
Pex5	peak_3122 (-21938)
Pex5l	peak_2150 (-516720), peak_2149 (-166897)
Pex6	peak_1620 (+8949)
Pfdn1	peak_1727 (+61960)
Pfkp	peak_896 (-482258), peak_895 (-235564), peak_894 (-129704), peak_893 (-86943), peak_892 (-54383)
Pfn2	peak_2189 (-430165), peak_2188 (-338483)
Pgf	peak_831 (-24465)
Pgk2	peak_1608 (-9678), peak_1607 (+81437), peak_1606 (+92086), peak_1605 (+216146)
Pglyrp3	peak_2248 (-887925), peak_2249 (-312628)
Pgm2	peak_2571 (+92874)
Pgrmc2	peak_2157 (-260409)
Phb	peak_684 (-55566), peak_685 (+31486)
Phex	peak_3821 (+131912), peak_3820 (+753592)
Phf14	peak_2954 (+44354), peak_2955 (+353169), peak_2956 (+694700)
Phf19	peak_1917 (+17323)
Phf2	peak_958 (+22137), peak_957 (+88086), peak_956 (+176400)
Phf21a	peak_1998 (-18773)
Phf21b	peak_1371 (+70253)
Phf24	peak_2438 (+21754)
Phf3	peak_76 (+113146), peak_75 (+142683), peak_74 (+206305), peak_73 (+826261), peak_72 (+876890), peak_71 (+978462)
Phf6	peak_3682 (-13547)
Phip	peak_3582 (-75486)
Phkb	peak_3416 (+107585), peak_3417 (+374806)
Phlda1	peak_525 (+88556)
Phlpp1	peak_217 (-52108)
Phospho1	peak_686 (-14497)
Phtf1	peak_2268 (+51906)
Phtf2	peak_2705 (+511629), peak_2704 (+754703), peak_2703 (+919492)
Phyhipl	peak_458 (+92250)
Pi15	peak_39 (-211611), peak_40 (+83838), peak_41 (+103351)
Pi16	peak_1591 (-10774)
Pias1	peak_3555 (-78400)
Pick1	peak_1360 (-36778)
Pid1	peak_180 (-167340), peak_179 (-95233), peak_178 (+162455), peak_177 (+821096)
Piezo2	peak_1755 (-87943), peak_1754 (-62458)
Pigc	peak_311 (-36912)
Pigg	peak_2861 (-12181)
Pign	peak_216 (+95499)
Pigt	peak_2066 (+36711)
Pih1d3	peak_77 (+78392), peak_78 (+269435), peak_79 (+478891)
Pik3c3	peak_1719 (+520716)
Pik3r1	peak_1058 (-723900), peak_1057 (-653240), peak_1056 (+718718), peak_1055 (+840062)
Pik3r4	peak_3606 (-12931), peak_3607 (+49437)
Pim3	peak_1373 (+52417)
Pip5k1b	peak_1819 (+53314)
Pitpna	peak_663 (-35642)
Pitpnb	peak_2869 (-43592)
Pitpnc1	peak_698 (+94139), peak_697 (+100436), peak_696 (+104677), peak_695 (+178010)
Pitpnm2	peak_2900 (-35279)
Pitrm1	peak_891 (-112273)
Pitx1	peak_971 (-234563)
Pitx2	peak_2296 (-767474), peak_2297 (-516320)
Pja2	peak_1651 (-92268)
Pkd1	peak_1583 (+70917)
Pkdcc	peak_1676 (+16193), peak_1677 (+69612)
Pkhd1	peak_54 (-87542), peak_53 (+333029), peak_52 (+618590), peak_51 (+818667)
Pkia	peak_2092 (-516737), peak_2093 (-283808), peak_2094 (-55628)
Pkib	peak_437 (+134263)
Pknox2	peak_3518 (+179395)
Pla1a	peak_1427 (+33030)
Plau	peak_1118 (+9307)
Plcb1	peak_2036 (+725689)
Plcb4	peak_2036 (-229982)
Plch1	peak_2204 (+174431), peak_2203 (+183630)
Plcl1	peak_126 (+76865), peak_127 (+693898)
Plcxd3	peak_1244 (-88986), peak_1245 (+297234)
Pld5	peak_332 (-279168)
Plekha6	peak_267 (-36546)
Plekhf1	peak_3197 (+36338)
Plekhf2	peak_2359 (+102385)
Plekhm3	peak_141 (+177085), peak_140 (+203177)
Plekhs1	peak_1867 (-51581)
Plet1	peak_3540 (-31329)
Plin2	peak_2540 (-64284)
Plk2	peak_1078 (+679717)
Pln	peak_432 (-386344)
Plod2	peak_3589 (+743413)
Plpp1	peak_1082 (-24522)
Plpp3	peak_2584 (+468384), peak_2585 (+577790)
Plpp7	peak_1910 (+14769)
Plppr1	peak_2444 (-257230), peak_2445 (+206683)
Plppr4	peak_2283 (+330911)
Pls3	peak_3716 (-409727), peak_3715 (-124373)
Plxdc1	peak_688 (+82729)
Plxdc2	peak_1887 (-692327), peak_1888 (-247417), peak_1889 (-95050), peak_1890 (+921696)
Plxna4	peak_2997 (-192312), peak_2996 (+494802)
Plxnd1	peak_3109 (-178691)
Pmaip1	peak_1758 (-43464), peak_1759 (+84031)
Pmfbp1	peak_3447 (-554768)
Pmp22	peak_648 (+676355)
Pnisr	peak_2397 (-23303)
Pnma1	peak_828 (-14393)
Pnma5	peak_3713 (+28995)
Pnpla8	peak_767 (-38033)
Pnpt1	peak_607 (-100095)
Poc1b	peak_498 (-32414)
Pof1b	peak_3771 (-141659)
Pogk	peak_321 (-65608)
Pole4	peak_3061 (+41657)
Poll	peak_1844 (+109664)
Poln	peak_2722 (+120767)
Polr1e	peak_2442 (+53087)
Popdc2	peak_1427 (+37906)
Pot1a	peak_2986 (-471266), peak_2985 (-179225)
Poteg	peak_3307 (+113451), peak_3308 (+145067), peak_3309 (+584727), peak_3310 (+945584)
Pou2f1	peak_320 (-98085)
Pou2f2	peak_3188 (+11282), peak_3187 (+16708)
Pou3f2	peak_2403 (-800016), peak_2402 (-625647), peak_2401 (-612920), peak_2400 (-419532), peak_2399 (-282433), peak_2398 (+24930)
Pou3f4	peak_3765 (-983357), peak_3766 (-721220), peak_3767 (-396831), peak_3768 (-375307)
Pou5f2	peak_1013 (-225620), peak_1014 (-73755), peak_1015 (+114503)
Pou6f2	peak_913 (-306073)
Pparg	peak_3106 (+77902)
Ppargc1a	peak_2749 (-419442), peak_2748 (+698744)
Ppef2	peak_2830 (+37467)
Ppfia2	peak_516 (-544827), peak_517 (+65389)
Ppif	peak_1124 (+44922)
Ppig	peak_1968 (+43224)
Ppip5k2	peak_196 (-95160)
Ppm1a	peak_815 (-67264)
Ppm1d	peak_673 (-13605)
Ppm1h	peak_546 (-46863)
Ppm1l	peak_2216 (+203578)
Ppp1r12a	peak_519 (+102601)
Ppp1r15b	peak_267 (+78417)
Ppp1r17	peak_3026 (+166394), peak_3027 (+282248)
Ppp1r21	peak_1681 (+57997), peak_1682 (+73859)
Ppp1r3a	peak_2960 (+100708), peak_2959 (+208704)
Ppp1r3b	peak_3320 (-132127)
Ppp1r3f	peak_3625 (+13971)
Ppp2r3a	peak_3599 (-175523)
Ppp2r3c	peak_788 (-8583)
Ppp2r5a	peak_349 (-14024)
Ppp2r5e	peak_819 (-35229)
Ppp3r1	peak_578 (-60083)
Ppp4r1	peak_1654 (+91656)
Ppp4r2	peak_3078 (-75354), peak_3079 (+174187)
Ppp4r3a	peak_850 (-21751)
Ppp6c	peak_1923 (-465842), peak_1922 (-418993)
Ppt1	peak_2614 (-122092)
Prb1	peak_3128 (+353557)
Prcp	peak_3231 (+41724)
Prdm1	peak_414 (-447028), peak_413 (+49056)
Prdm10	peak_3512 (-88423)
Prdm13	peak_2396 (+106642), peak_2395 (+479686), peak_2394 (+875706)
Prdm14	peak_29 (-132496)
Prdm8	peak_2840 (-137674)
Prelid2	peak_1735 (+76169), peak_1734 (+441186), peak_1733 (+486125)
Prep	peak_414 (-161488)
Prex1	peak_2070 (+56677)
Prex2	peak_24 (-187748)
Prim2	peak_85 (+262214), peak_84 (+412882), peak_83 (+623422), peak_82 (+649150)
Prkaa2	peak_2583 (+46446)
Prkab1	peak_2881 (+97304)
Prkab2	peak_2257 (+93371), peak_2258 (+98941)
Prkcq	peak_1877 (-72357)
Prkd1	peak_781 (-519141), peak_780 (+947075)
Prl	peak_923 (-233765), peak_924 (-219687)
Prl2a1	peak_925 (+28836)
Prl2c1	peak_925 (-18912), peak_926 (+134253)
Prl4a1	peak_926 (-32557)
Prlhr	peak_1869 (+120273)
Prlr	peak_1256 (-185665)
Prmt2	peak_470 (+14930)
Prmt5	peak_1162 (+24725)
Prmt6	peak_2276 (-75075)
Prmt9	peak_3409 (-12813)
Proc	peak_1722 (-13760)
Prok2	peak_3077 (-436991), peak_3076 (-245178)
Prom2	peak_2030 (-35666)
Prorsd1	peak_608 (+76358)
Pros1	peak_1472 (+585123), peak_1473 (+873789)
Proser2	peak_1873 (+11895)
