# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
peak_1	Xkr4 (-181260), Rp1 (+507556)
peak_2207	Lekr1 (+89576), Ccnl1 (+202445)
peak_2208	Veph1 (-373148), Shox2 (+311786)
peak_2209	Veph1 (-539133), Shox2 (+145801)
peak_2210	Mlf1 (-211729), Rsrc1 (+176747)
peak_2211	Mfsd1 (-41128), Rarres1 (-26090)
peak_2212	Iqcj (-138561), Mfsd1 (+170918)
peak_2213	Iqcj (-106042), Mfsd1 (+203437)
peak_2214	Il12a (-82806), Schip1 (+543816)
peak_2215	1110032F04Rik (-115438), Il12a (+62724)
peak_2216	B3galnt1 (+78521), Ppm1l (+203578)
peak_2217	NONE
peak_2218	NONE
peak_2219	Sis (+810741)
peak_2220	Sis (+74209)
peak_2221	Bche (-148423)
peak_2222	Bche (-155624)
peak_2223	Bche (-749830), Zbbx (+685527)
peak_2224	Bche (-762328), Zbbx (+673029)
peak_2225	Serpini2 (-196526), Wdr49 (+15136)
peak_2226	NONE
peak_2227	NONE
peak_2228	Rapgef2 (+649963)
peak_2229	Rapgef2 (+178610)
peak_2230	Fam198b (+134660), Gria2 (+783642)
peak_2231	Fam198b (+353443), Gria2 (+564859)
peak_2232	Gria2 (+447025), Fam198b (+471277)
peak_2233	Gria2 (+60345), Fam198b (+857957)
peak_2234	Pdgfc (-95137), Glrb (-27619)
peak_2235	Ctso (-673545), Pdgfc (+222640)
peak_2236	Ctso (-617669), Pdgfc (+278516)
peak_2237	Ctso (-564919), Pdgfc (+331266)
peak_2238	Ctso (-316300), Pdgfc (+579885)
peak_2239	Ctso (-220199), Pdgfc (+675986)
peak_2240	Ctso (-151521), Pdgfc (+744664)
peak_2241	Ctso (-96634), Pdgfc (+799551)
peak_2242	Gatb (-387664), Fbxw7 (+371187)
peak_2243	Lrba (-64467), Rps3a1 (-17511)
peak_2244	Mab21l2 (-315085), Dclk2 (+57484)
peak_2245	Cd1d1 (-95648), Kirrel (+79658)
peak_2246	Gm5849 (-82987), 9130204L05Rik (+229940)
peak_2247	Gm5849 (-191938), 9130204L05Rik (+120989)
peak_2248	Pglyrp3 (-887925), 9130204L05Rik (-35855)
peak_2249	9130204L05Rik (-611152), Pglyrp3 (-312628)
peak_2250	Tchh (-8923), Rptn (+39708)
peak_2251	Gm37596 (-67588), Gm5773 (-12342)
peak_2252	Them4 (-41614), Gm4778 (+2788)
peak_2253	Them4 (-34253), Gm4778 (+10149)
peak_2254	Them4 (-20761), Gm4778 (+23641)
peak_2255	Cgn (+7226), Selenbp2 (+85710)
peak_2256	Olfr1402 (-67327), Chd1l (+120856)
peak_2257	Prkab2 (+93371), Pde4dip (+137124)
peak_2258	Prkab2 (+98941), Pde4dip (+131554)
peak_2259	Spag17 (-520786), Tbx15 (+110871)
peak_2260	Igsf3 (-76396), Cd2 (-12748)
peak_2261	Cd2 (-75592), Igsf3 (-13552)
peak_2262	Igsf3 (+10912), Atp1a1 (+216689)
peak_2263	Atp1a1 (+52998), Igsf3 (+174603)
peak_2264	Vangl1 (-231786), Ngf (-33449)
peak_2265	Tshb (-83635), Sycp1 (+69791)
peak_2266	Tshb (-104355), Sycp1 (+49071)
peak_2267	Rsbn1 (-28868), Ptpn22 (+25006)
peak_2268	Phtf1 (+51906), Magi3 (+199939)
peak_2269	Fam19a3 (+62773), Slc16a1 (+76106)
peak_2270	Dennd2d (-71706), Chil6 (-8162)
peak_2271	Kcna3 (-113145), Olfr266 (-96737)
peak_2272	Rbm15 (-9516), Kcnc4 (+116363)
peak_2273	Eps8l3 (-64687), Csf1 (-52073)
peak_2274	Csf1 (-108039), Eps8l3 (-8721)
peak_2275	Ntng1 (+78245), Vav3 (+716610)
peak_2276	Prmt6 (-75075)
peak_2277	NONE
peak_2278	NONE
peak_2279	NONE
peak_2280	Col11a1 (-360804), Rnpc3 (-39587)
peak_2281	Rnpc3 (-216937), Col11a1 (-183454)
peak_2282	S1pr1 (+272649), Olfm3 (+361458)
peak_2283	Palmd (-60978), Plppr4 (+330911)
peak_2284	Dpyd (-457123), Snx7 (-236070)
peak_2285	Dpyd (+151552)
peak_2286	Ptbp2 (-200657)
peak_2287	Ptbp2 (-321735)
peak_2288	Tmem56 (-16619), Alg14 (-11840)
peak_2289	Myoz2 (-159614), Synpo2 (+41467)
peak_2290	Ndst3 (-349252), Tram1l1 (-280750)
peak_2291	1700003H04Rik (-495020), Ndst4 (-327965)
peak_2292	1700003H04Rik (-634525), Ndst4 (-188460)
peak_2293	Arsj (-397957), Ugt8a (-49842)
peak_2294	Ank2 (+268039), Camk2d (+543814)
peak_2295	5730508B09Rik (-241698)
peak_2296	Pitx2 (-767474), 5730508B09Rik (-550174)
peak_2297	5730508B09Rik (-801328), Pitx2 (-516320)
peak_2298	Egf (-33584), Lrit3 (+15130)
peak_2299	Lef1 (-336302), Rpl34 (-43832)
peak_2300	Gimd1 (-216891), Dkk2 (+327637)
peak_2301	Npnt (+121458), Tbck (+144441)
peak_2302	Cxxc4 (-656762), Tet2 (-35361)
peak_2303	Cxxc4 (-375837), Tet2 (-316286)
peak_2304	Tacr3 (-379729), Cxxc4 (+212787)
peak_2305	Tacr3 (-330797), Cxxc4 (+261719)
peak_2306	Tacr3 (-13896), Cxxc4 (+578620)
peak_2307	Emcn (+101165), Gm4861 (+110390)
peak_2308	Gm4861 (-47672), Ddit4l (-23378)
peak_2309	H2afz (-205535), Ddit4l (+35280)
peak_2310	H2afz (-16327), Ddit4l (+224488)
peak_2311	Adh4 (-19473), Adh6b (+43644)
peak_2312	Tspan5 (+155084), Rap1gds1 (+177922)
peak_2313	Stpg2 (+325468)
peak_2314	Stpg2 (+358698)
peak_2315	Stpg2 (+951178)
peak_2316	Pdha2 (+485727)
peak_2317	Pdha2 (-166447), Unc5c (-86772)
peak_2318	Bmpr1b (+215573), Unc5c (+301117)
peak_2319	Gbp7 (-11730), Gbp5 (+21712)
peak_2320	Sh3glb1 (+65982), Selenof (+83915)
peak_2321	Ssx2ip (-79402), Lpar3 (+104277)
peak_2322	Ssx2ip (-47909), Lpar3 (+135770)
peak_2323	Ttll7 (+72491)
peak_2324	Ttll7 (+453756)
peak_2325	NONE
peak_2326	St6galnac5 (-103174), St6galnac3 (+639754)
peak_2327	St6galnac5 (-367690), St6galnac3 (+375238)
peak_2328	Lrriq3 (+58387)
peak_2329	Lrriq3 (+216621)
peak_2330	Negr1 (-117490)
peak_2331	Zranb2 (-566993), Negr1 (+405373)
peak_2332	Zranb2 (-527239), Negr1 (+445127)
peak_2333	Lrrc7 (+114274), Lrrc40 (+411285)
peak_2334	Depdc1a (-507205), Lrrc7 (-426007)
peak_2335	Wls (-185392), Rpe65 (+55105)
peak_2336	Wls (-164477), Rpe65 (+76020)
peak_2337	Sdr16c5 (-29422), Sdr16c6 (+28437)
peak_2338	Penk (-28542), Impad1 (+626336)
peak_2339	Penk (-130366), Impad1 (+524512)
peak_2340	Fam110b (-598608), Impad1 (-252158)
peak_2341	Fam110b (-547435), Impad1 (-303331)
peak_2342	Ubxn2b (-371121), Fam110b (+175856)
peak_2343	Nsmaf (-155326), Tox (+381202)
peak_2344	Nsmaf (-195195), Tox (+341333)
peak_2345	Tox (-288699), Car8 (+959543)
peak_2346	Tox (-364520), Car8 (+883722)
peak_2347	Tox (-637593), Car8 (+610649)
peak_2348	Tox (-743240), Car8 (+505002)
peak_2349	Car8 (+103271)
peak_2350	Car8 (+47177)
peak_2351	Car8 (-159828), Rab2a (-136775)
peak_2352	Car8 (-204261), Rab2a (-92342)
peak_2353	Gdf6 (-120420), Asph (-54790)
peak_2354	2610301B20Rik (-709031), Gdf6 (+321095)
peak_2355	2610301B20Rik (-382654), Gdf6 (+647472)
peak_2356	2610301B20Rik (-195857), Gdf6 (+834269)
peak_2357	2610301B20Rik (-139917), Gdf6 (+890209)
peak_2358	2610301B20Rik (-25767)
peak_2359	2610301B20Rik (+30793), Plekhf2 (+102385)
peak_2360	Triqk (-580947), Fam92a (-153896)
peak_2361	Triqk (-503608), Fam92a (-231235)
peak_2362	Triqk (-475740), Fam92a (-259103)
peak_2363	Triqk (-439345), Fam92a (-295498)
peak_2364	Fam92a (-541313), Triqk (-193530)
peak_2365	Runx1t1 (-791424), Triqk (+53015)
peak_2366	Runx1t1 (-626117), Triqk (+218322)
peak_2367	Runx1t1 (-318847), Triqk (+525592)
peak_2368	Runx1t1 (+179153), Slc26a7 (+691355)
peak_2369	Runx1t1 (+297164), Slc26a7 (+573344)
peak_2370	Slc26a7 (+39322), Runx1t1 (+831186)
peak_2371	Slc26a7 (-11034), Lrrc69 (+163221)
peak_2372	Slc26a7 (-58226), Lrrc69 (+116029)
peak_2373	Necab1 (+128768), Tmem55a (+156287)
peak_2374	Necab1 (+94394), Tmem55a (+190661)
peak_2375	Ripk2 (-381406)
peak_2376	Ripk2 (-647082)
peak_2377	Ripk2 (-970822), Mmp16 (-718989)
peak_2378	Mmp16 (-635994)
peak_2379	Mmp16 (-571791)
peak_2380	Mmp16 (-444462)
peak_2381	Mmp16 (-402172)
peak_2382	Mmp16 (-282381)
peak_2383	Mmp16 (+168273)
peak_2384	Mmp16 (+368334), Cnbd1 (+900734)
peak_2385	Mmp16 (+574822), Cnbd1 (+694246)
peak_2386	Cnbd1 (+515624), Mmp16 (+753444)
peak_2387	Cnbd1 (+175679)
peak_2388	Cngb3 (-131315), Cnbd1 (-27009)
peak_2389	Cngb3 (-90707), Cnbd1 (-67617)
peak_2390	Wwp1 (+38419), Gm12353 (+65123)
peak_2391	Slc7a13 (-67957), Wwp1 (-41775)
peak_2392	Ggh (+253650), Nkain3 (+482865)
peak_2393	Ggh (+318710), Nkain3 (+417805)
peak_2394	Nkain3 (-31690), Prdm13 (+875706)
peak_2395	Nkain3 (-427710), Prdm13 (+479686)
peak_2396	Nkain3 (-800754), Prdm13 (+106642)
peak_2397	Pnisr (-23303), Usp45 (+48008)
peak_2398	Pou3f2 (+24930), Fbxl4 (+105893)
peak_2399	Pou3f2 (-282433)
peak_2400	Pou3f2 (-419532)
peak_2401	Pou3f2 (-612920)
peak_2402	Pou3f2 (-625647)
peak_2403	Pou3f2 (-800016)
peak_2404	Mms22l (-839422)
peak_2405	Mms22l (-553745)
peak_2406	Mms22l (-212031)
peak_2407	Klhl32 (+58403), Mms22l (+296270)
peak_2408	Gpr63 (+134481), Fhl5 (+134976)
peak_2409	Fut9 (-258076), Manea (+288669)
peak_2410	Manea (-22492)
peak_2411	Epha7 (-351825)
peak_2412	Epha7 (-66148)
peak_2413	Epha7 (+938676)
peak_2414	NONE
peak_2415	Map3k7 (-436463)
peak_2416	Map3k7 (-81754)
peak_2417	Bach2 (-163317), Map3k7 (+111390)
peak_2418	Bach2 (-10836), Map3k7 (+263871)
peak_2419	Gja10 (+40178), Bach2 (+323778)
peak_2420	Ifnk (-109699), Cga (+148578)
peak_2421	Mob3b (-23049), 3110043O21Rik (+45347)
peak_2422	Mob3b (-45890), 3110043O21Rik (+22506)
peak_2423	3110043O21Rik (-317113), Lingo2 (+302211)
peak_2424	3110043O21Rik (-372410), Lingo2 (+246914)
peak_2425	Lingo2 (-22316)
peak_2426	Lingo2 (-425763)
peak_2427	NONE
peak_2428	NONE
peak_2429	NONE
peak_2430	1700009N14Rik (-900687)
peak_2431	1700009N14Rik (-183842)
peak_2432	Aco1 (-290693), 1700009N14Rik (+402093)
peak_2433	Ddx58 (+34103), Aco1 (+62644)
peak_2434	Aptx (+25971), Tmem215 (+204763)
peak_2435	Spink4 (-43020), B4galt1 (-23027)
peak_2436	4930578G10Rik (-1059)
peak_2437	Ccl19 (-10730), Ccl21a (+6720)
peak_2438	Dnajb5 (-11948), Phf24 (+21754)
peak_2439	Rusc2 (+10501), Fam166b (+12198)
peak_2440	Olfr159 (-40986), Olfr156 (+11871)
peak_2441	Melk (+92192), Pax5 (+317419)
peak_2442	Fbxo10 (+12855), Polr1e (+53087)
peak_2443	Stx17 (+44091), Erp44 (+110541)
peak_2444	Plppr1 (-257230), Cavin4 (+138538)
peak_2445	Acnat2 (+142186), Plppr1 (+206683)
peak_2446	Cylc2 (-836467), Grin3a (-534662)
peak_2447	Cylc2 (-688575), Grin3a (-682554)
peak_2448	Grin3a (-785454), Cylc2 (-585675)
peak_2449	Grin3a (-854867), Cylc2 (-516262)
peak_2450	Cylc2 (-198100)
peak_2451	Cylc2 (+82616)
peak_2452	Smc2 (-784217), Cylc2 (+438348)
peak_2453	Smc2 (-607801), Cylc2 (+614764)
peak_2454	Smc2 (-352228), Cylc2 (+870337)
peak_2455	Smc2 (-204519)
peak_2456	Toporsl (-71327), Vma21-ps (-38635)
peak_2457	Zfp462 (-727209), Tmem38b (+394722)
peak_2458	Zfp462 (-704220), Tmem38b (+417711)
peak_2459	Zfp462 (-457214), Tmem38b (+664717)
peak_2460	Zfp462 (-314642), Tmem38b (+807289)
peak_2461	Zfp462 (-293315), Tmem38b (+828616)
peak_2462	Zfp462 (-271283), Tmem38b (+850648)
peak_2463	Zfp462 (-126675), Tmem38b (+995256)
peak_2464	Klf4 (-334663), Actl7b (+874314)
peak_2465	Actl7b (+12060)
peak_2466	Txndc8 (-9096), Svep1 (+188376)
peak_2467	Musk (+106054), Lpar1 (+161295)
peak_2468	Susd1 (+95753), Ugcg (+153623)
peak_2469	Mup6 (-32018), Mup4 (-10710)
peak_2470	Mup10 (-36674), Mup11 (+43538)
peak_2471	Mup21 (-15366), Zfp37 (+42217)
peak_2472	Rgs3 (-25598), 4933430I17Rik (+68553)
peak_2473	Zfp618 (-246978), Rgs3 (+99076)
peak_2474	Tex48 (-29988), Gm11214 (+10506)
peak_2475	Pappa (-830403), Tnc (-246756)
peak_2476	Pappa (-697325), Tnc (-379834)
peak_2477	Tnc (-944246), Pappa (-132913)
peak_2478	Trim32 (+218321), Astn2 (+581304)
peak_2479	Trim32 (+385715), Astn2 (+413910)
peak_2480	Astn2 (+333650), Trim32 (+465975)
peak_2481	Astn2 (+326644), Trim32 (+472981)
peak_2482	Astn2 (-233526), Tlr4 (-189447)
peak_2483	Astn2 (-277485), Tlr4 (-145488)
peak_2484	Astn2 (-313625), Tlr4 (-109348)
peak_2485	Astn2 (-370506), Tlr4 (-52467)
peak_2486	Tlr4 (+405864)
peak_2487	NONE
peak_2488	NONE
peak_2489	Brinp1 (+286214)
peak_2490	Brinp1 (-209937)
peak_2491	Brinp1 (-262372)
peak_2492	Brinp1 (-474872), Cdk5rap2 (+981174)
peak_2493	Brinp1 (-766962), Cdk5rap2 (+689084)
peak_2494	Brinp1 (-832730), Cdk5rap2 (+623316)
peak_2495	Cdk5rap2 (+341396)
peak_2496	Megf9 (-336646), Gm11232 (+886391)
peak_2497	Megf9 (-899231), Gm11232 (+323806)
peak_2498	Gm11232 (-151208), Tle1 (+291684)
peak_2499	Gm11232 (-322573), Tle1 (+120319)
peak_2500	Tle1 (-202564), Aldoart1 (+449213)
peak_2501	Tle1 (-342414), Aldoart1 (+309363)
peak_2502	Tle1 (-378661), Aldoart1 (+273116)
peak_2503	Tle1 (-512395), Aldoart1 (+139382)
peak_2504	Aldoart1 (-441779), Gm11487 (+110659)
peak_2505	Rasef (+39816), Gm428 (+67270)
peak_2506	Rasef (-44196), Gm11758 (+41468)
peak_2507	Kdm4c (-197935), Frmd3 (+40557)
peak_2508	Kdm4c (+254098), Tmem261 (+772271)
peak_2509	Tmem261 (-233050)
peak_2510	Tmem261 (-653371), Ptprd (+662623)
peak_2511	Ptprd (-134186)
peak_2512	Ptprd (-468579)
peak_2513	Ptprd (-994350)
peak_2514	NONE
peak_2515	NONE
peak_2516	NONE
peak_2517	NONE
peak_2518	NONE
peak_2519	Tyrp1 (-586934)
peak_2520	Lurap1l (+162405), Mpdz (+369756)
peak_2521	Lurap1l (+239094), Mpdz (+293067)
peak_2522	Lurap1l (+257160), Mpdz (+275001)
peak_2523	Mpdz (+179677), Lurap1l (+352484)
peak_2524	Mpdz (+42609), Lurap1l (+489552)
peak_2525	Mpdz (-335839), Nfib (+726662)
peak_2526	Mpdz (-465904), Nfib (+596597)
peak_2527	Mpdz (-568080), Nfib (+494421)
peak_2528	Mpdz (-598088), Nfib (+464413)
peak_2529	Mpdz (-750930), Nfib (+311571)
peak_2530	Mpdz (-941238), Nfib (+121263)
peak_2531	Nfib (-239003), Zdhhc21 (+115362)
peak_2532	Frem1 (-190440), Ttc39b (+112713)
peak_2533	Ccdc171 (+42010)
peak_2534	Ccdc171 (+224669), Bnc2 (+924872)
peak_2535	Ccdc171 (+433127), Bnc2 (+716414)
peak_2536	Sh3gl2 (-170096), Cntln (+150880)
peak_2537	Adamtsl1 (-640530), Sh3gl2 (+207944)
peak_2538	Adamtsl1 (-162203), Sh3gl2 (+686271)
peak_2539	Saxo1 (+89197), Adamtsl1 (+415191)
peak_2540	Plin2 (-64284), Dennd4c (-39911)
peak_2541	Slc24a2 (-275449), Mllt3 (+529952)
peak_2542	Slc24a2 (-386612), Mllt3 (+418789)
peak_2543	Slc24a2 (-452930), Mllt3 (+352471)
peak_2544	Hacd4 (+150779), Focad (+193517)
peak_2545	Hacd4 (+78006), Focad (+266290)
peak_2546	Ifna14 (-13272), Ifna9 (+7315)
peak_2547	Ifna13 (-23679), Ifna16 (+8786)
peak_2548	Cdkn2b (-307775), Dmrta1 (-69391)
peak_2549	Zfp352 (-425956), Dmrta1 (+104666)
peak_2550	Zfp352 (-342506), Dmrta1 (+188116)
peak_2551	Zfp352 (-186447), Dmrta1 (+344175)
peak_2552	Zfp352 (+341316), Elavl2 (+816327)
peak_2553	Zfp352 (+439283), Elavl2 (+718360)
peak_2554	Elavl2 (+397061), Zfp352 (+760582)
peak_2555	Elavl2 (+186480), Zfp352 (+971163)
peak_2556	Elavl2 (-264248), Izumo3 (+506510)
peak_2557	Elavl2 (-278488), Izumo3 (+492270)
peak_2558	Elavl2 (-524479), Izumo3 (+246279)
peak_2559	Gm12666 (-45306)
peak_2560	Gm12666 (-619319), Tusc1 (+524443)
peak_2561	Gm12666 (-794160), Tusc1 (+349602)
peak_2562	Gm10306 (-862997), Tusc1 (-358038)
peak_2563	Gm10306 (-853034), Tusc1 (-368001)
peak_2564	Tusc1 (-867393), Gm10306 (-353642)
peak_2565	Gm10306 (-79271)
peak_2566	Eqtn (+83154), Tek (+106340)
peak_2567	Fggy (-450883), Jun (-54402)
peak_2568	Kank4 (+38907), L1td1 (+51882)
peak_2569	Foxd3 (-250920), Gm12689 (+109479)
peak_2570	Foxd3 (-223107), Gm12689 (+137292)
peak_2571	Ror1 (-73503), Pgm2 (+92874)
peak_2572	Cachd1 (-120301), Ube2u (+177525)
peak_2573	Gm10577 (+17764), Cachd1 (+226257)
peak_2574	Gm10577 (-33921), Raver2 (-14366)
peak_2575	Ak4 (-91287), Jak1 (-62720)
peak_2576	B020004J07Rik (+39853), Lepr (+86766)
peak_2577	Gm12794 (-12598), Gm12800 (+18688)
peak_2578	Sgip1 (-54281), Pde4b (+451079)
peak_2579	Insl5 (+7659), Tctex1d1 (+30610)
peak_2580	Slc35d1 (-57762), 4921539E11Rik (+17937)
peak_2581	Dab1 (-987815), Oma1 (+65963)
peak_2582	Dab1 (-277949), Oma1 (+775829)
peak_2583	Prkaa2 (+46446), Fyb2 (+149988)
peak_2584	Gm12728 (-164138), Plpp3 (+468384)
peak_2585	Gm12728 (-54732), Plpp3 (+577790)
peak_2586	Usp24 (-139192), Gm12728 (+387173)
peak_2587	Lexm (+10043), Dhcr24 (+46157)
peak_2588	Pars2 (-11907), Ttc22 (+16759)
peak_2589	Ssbp3 (-95169), Acot11 (-11303)
peak_2590	Dio1 (+13068), Hspb11 (+40176)
peak_2591	Glis1 (+55004), Dmrtb1 (+194507)
peak_2592	3110021N24Rik (-19084), Cc2d1b (+80625)
peak_2593	4930522H14Rik (-71290), Cdkn2c (+64602)
peak_2594	Dmrta2 (+125880), Elavl4 (+182956)
peak_2595	Elavl4 (+99586), Dmrta2 (+209250)
peak_2596	Agbl4 (-75645), Elavl4 (-35257)
peak_2597	Bend5 (-697028), Agbl4 (+320187)
peak_2598	Bend5 (-169927), Agbl4 (+847288)
peak_2599	Skint7 (-36786), Skint8 (+16586)
peak_2600	Skint2 (-99189), Skint9 (-80566)
peak_2601	Skint10 (-431702), Skint6 (+80446)
peak_2602	Trabd2b (-188204), Skint11 (+55136)
peak_2603	Cyp4x1 (-66916), Cyp4a29 (-41191)
peak_2604	Cyp4a12a (-43553), Cyp4a29 (+13409)
peak_2605	Cyp4a32 (-16947), Cyp4a31 (+20379)
peak_2606	Dmbx1 (-46788), Faah (+45500)
peak_2607	Tesk2 (+11023), Toe1 (+75669)
peak_2608	Toe1 (+25859), Tesk2 (+60833)
peak_2609	Kif2c (-30596), Gm1661 (+38682)
peak_2610	Rnf220 (+69207), Tmem53 (+175803)
peak_2611	Gm12845 (+4816), Klf17 (+36420)
peak_2612	Rlf (-39925), Gm12888 (+69908)
peak_2613	Rlf (-80030), Gm12888 (+29803)
peak_2614	Ppt1 (-122092), 9530002B09Rik (+24875)
peak_2615	Macf1 (-25213), Ndufs5 (+6753)
peak_2616	3100002H09Rik (+213915), Rragc (+479442)
peak_2617	Epha10 (+18875), Cdca8 (+37143)
peak_2618	Zc3h12a (-350304), Grik3 (-12556)
peak_2619	Smim12 (-50051), Dlgap3 (+20853)
peak_2620	Zbtb8a (-41996), Zbtb8b (+20706)
peak_2621	Laptm5 (-6199), Sdc3 (+114389)
peak_2622	Ptpru (+353282), Matn1 (+540564)
peak_2623	Ptpru (+160199), Matn1 (+733647)
peak_2624	Oprd1 (-21173), Ythdf2 (+46644)
peak_2625	Xkr8 (-10300), Smpdl3b (+14406)
peak_2626	Themis2 (+10404), Rpa2 (+17648)
peak_2627	Arid1a (-34295), Rps6ka1 (+99891)
peak_2628	Mtfr1l (-9931), Selenon (+6967)
peak_2629	Selenon (-76554), Man1c1 (+75570)
peak_2630	Selenon (-81975), Man1c1 (+70149)
peak_2631	Selenon (-90155), Man1c1 (+61969)
peak_2632	Runx3 (-152441), Syf2 (+37313)
peak_2633	Srsf10 (-26679), Myom3 (+69353)
peak_2634	Ephb2 (-26101), C1qb (+24130)
peak_2635	Rap1gap (+55651), Alpl (+59980)
peak_2636	Ddost (-15936), Kif17 (+26562)
peak_2637	Klhdc7a (-173565), Igsf21 (+105193)
peak_2638	Igsf21 (-320269), Arhgef10l (+81697)
peak_2639	Spata21 (+6910), Szrd1 (+44523)
peak_2640	Arhgef19 (-22560), Rsg1 (+6353)
peak_2641	Ctrc (-20993), Efhd2 (+7568)
peak_2642	Efhd2 (-130267), Fhad1 (+9880)
peak_2643	Fhad1 (-42618), Tmem51 (+26619)
peak_2644	Tmem51 (-76184), Kazn (+78913)
peak_2645	Gm13083 (-29823), Gm13057 (+33471)
peak_2646	Gm13124 (-35921), Aadacl4 (-12652)
peak_2647	Gm436 (+33477), Aadacl4 (+39184)
peak_2648	Dhrs3 (-76162), Gm438 (-30332)
peak_2649	Mtor (+10079), Angptl7 (+41770)
peak_2650	Casz1 (-14172), Gm572 (+146940)
peak_2651	Casz1 (+41204), Pex14 (+254243)
peak_2652	Slc25a33 (-20490), Spsb1 (+160276)
peak_2653	Slc25a33 (-51441), Spsb1 (+129325)
peak_2654	Slc25a33 (-115553), Spsb1 (+65213)
peak_2655	Spsb1 (-15017), H6pd (+38963)
peak_2656	H6pd (-58360), Gpr157 (-19982)
peak_2657	Gm13090 (+211081), Camta1 (+561095)
peak_2658	Gm13090 (+312379), Camta1 (+459797)
peak_2659	Ajap1 (+12393), Nphp4 (+992276)
peak_2660	Morn1 (+37094), Ski (+98921)
peak_2661	Cdk6 (-279084)
peak_2662	Fzd1 (-185930), Cdk14 (+436232)
peak_2663	Gtpbp10 (-71230), Cfap69 (+33471)
peak_2664	Cfap69 (-13365), Steap2 (+16974)
peak_2665	Steap1 (-473213)
peak_2666	Steap1 (-992869), Tex47 (-561937)
peak_2667	Tex47 (-218652)
peak_2668	Sri (+112428), Adam22 (+199027)
peak_2669	Adam22 (+109004), Sri (+202451)
peak_2670	Adam22 (+101992), Sri (+209463)
peak_2671	Rundc3b (+71503), Slc25a40 (+128599)
peak_2672	Rundc3b (-30188), Abcb1a (-6937)
peak_2673	Tmem243 (-51734), Crot (-51689)
peak_2674	9330182L06Rik (+64256), Grm3 (+394782)
peak_2675	Gm5861 (-972227), Grm3 (-485675)
peak_2676	Grm3 (-846998), Gm5861 (-610904)
peak_2677	Gm5861 (-118527)
peak_2678	Gm6460 (-136376), Gm5861 (+275508)
peak_2679	Sema3d (-419772), 4933402N22Rik (+45570)
peak_2680	Sema3a (-660550), Sema3d (+355374)
peak_2681	Speer3 (-61356), Sema3a (+330954)
peak_2682	Sema3e (-153704), Speer3 (+79953)
peak_2683	Pclo (-334215), Sema3e (+155427)
peak_2684	Pclo (-218461), Sema3e (+271181)
peak_2685	Pclo (-112543), Sema3e (+377099)
peak_2686	Cacna2d1 (-127670), Speer4c (-92882)
peak_2687	Hgf (-480459), Cacna2d1 (+138303)
peak_2688	Hgf (-385045), Cacna2d1 (+233717)
peak_2689	ENSMUSG00000109903 (-35047), Hgf (+203213)
peak_2690	Speer4f2 (-469708), ENSMUSG00000109903 (+111662)
peak_2691	Speer4f2 (-333539), ENSMUSG00000109903 (+247831)
peak_2692	Speer4f2 (-270413), ENSMUSG00000109903 (+310957)
peak_2693	Sema3c (+34709), Cd36 (+240802)
peak_2694	Cd36 (-59704), Gnat3 (-53053)
peak_2695	Gnai1 (+85276), Gnat3 (+312530)
peak_2696	Magi2 (-684193), Gnai1 (-182503)
peak_2697	Magi2 (-471900), Gnai1 (-394796)
peak_2698	Gnai1 (-463570), Magi2 (-403126)
peak_2699	Gnai1 (-492195), Magi2 (-374501)
peak_2700	Gnai1 (-626954), Magi2 (-239742)
peak_2701	Magi2 (+114606)
peak_2702	Magi2 (+421859)
peak_2703	Magi2 (+735581), Phtf2 (+919492)
peak_2704	Phtf2 (+754703), Magi2 (+900370)
peak_2705	Phtf2 (+511629)
peak_2706	Lrrc17 (+44295), Fbxl13 (+57747)
peak_2707	Reln (-20079), Orc5 (+185594)
peak_2708	Reln (-111405), Orc5 (+94268)
peak_2709	Reln (-128038), Orc5 (+77635)
peak_2710	Orc5 (-174904), Lhfpl3 (-20780)
peak_2711	Fastk (+9992), Slc4a2 (+10063)
peak_2712	Dpp6 (-669456), Gm7361 (+122052)
peak_2713	Speer4b (+205548), Dpp6 (+246691)
peak_2714	Shh (+19898), Rbm33 (+130181)
peak_2715	Rnf32 (-710651), Shh (-18090)
peak_2716	Rnf32 (-591710), Shh (-137031)
peak_2717	Shh (-595207), Rnf32 (-133534)
peak_2718	Dnajb6 (-110078), Ube3c (+56368)
peak_2719	Mrpl33 (-42658), Slc4a1ap (+44269)
peak_2720	Fosl2 (-147343), Babam2 (+290408)
peak_2721	Letm1 (+13337), Fgfr3 (+47689)
peak_2722	Nat8l (+52697), Poln (+120767)
peak_2723	Cpz (+36514), Hmx1 (+100067)
peak_2724	Evc2 (+161026), Stk32b (+217646)
peak_2725	Zfp518b (-153331), Clnk (+38655)
peak_2726	Clnk (-161527), Hs3st1 (+717136)
peak_2727	Clnk (-699922), Hs3st1 (+178741)
peak_2728	Clnk (-843674), Hs3st1 (+34989)
peak_2729	Hs3st1 (-167638)
peak_2730	Rab28 (+218767)
peak_2731	Nkx3-2 (-17090), Bod1l (+62724)
peak_2732	Bod1l (-168761), Gm16223 (-54884)
peak_2733	Gm16223 (+120630)
peak_2734	Cpeb2 (-226689), Gm16223 (+938521)
peak_2735	Cpeb2 (-162147)
peak_2736	C1qtnf7 (-160127), Cpeb2 (+122241)
