# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
peak_1	Xkr4 (-181260), Rp1 (+507556)
peak_2259	Nlrp4c (+36312), Zfp787 (+74498)
peak_2260	Zik1 (+24055), Vmn1r67 (+24550)
peak_2261	Zscan4-ps3 (-26180), Zscan4-ps2 (+68818)
peak_2262	Vmn1r72 (+34590), Zscan4-ps3 (+35419)
peak_2263	Vmn1r81 (-29233), Vmn1r82 (-14893)
peak_2264	Vmn2r54 (-37101), Vmn2r55 (+11756)
peak_2265	Lig1 (-44838), Vmn1r89 (+13136)
peak_2266	Sult2a2 (-26801), Sult2a5 (+82737)
peak_2267	Sult2a1 (-59993), Sult2a4 (+92186)
peak_2268	Sult2a4 (-67418), Sult2a3 (+66038)
peak_2269	Ceacam5 (-329536), Psg29 (+180225)
peak_2270	Ceacam5 (-18329), Psg29 (+491432)
peak_2271	Igfl3 (-68368), Ceacam12 (+42197)
peak_2272	Psg18 (+24649), Mill1 (+85013)
peak_2273	Psg28 (-21466), Psg26 (+30670)
peak_2274	Psg27 (-28092), Psg23 (+21104)
peak_2275	Vmn1r101 (-5795), Gm10670 (+26537)
peak_2276	Gm5726 (-17276), Gm4141 (+13208)
peak_2277	Zfp114 (-10575), Zfp235 (+30269)
peak_2278	Map4k1 (+31475), Ryr1 (+110848)
peak_2279	Scgb2b26 (+40778), Scgb1b24 (+160463)
peak_2280	Scgb1b30 (-47433), Scgb1b27 (+26515)
peak_2281	Tshz3 (+345465), Zfp536 (+726379)
peak_2282	Zfp619 (+137702)
peak_2283	Zfp619 (+172201)
peak_2284	AI987944 (-35831), Vmn2r57 (+19550)
peak_2285	4933421I07Rik (-8070), Zfp141 (+49536)
peak_2286	Nr2f2 (+167259)
peak_2287	Rgma (-847324), Mctp2 (-221588)
peak_2288	Mctp2 (-701095), Rgma (-367817)
peak_2289	Slco3a1 (-164852), Sv2b (+589796)
peak_2290	Slco3a1 (-190754), Sv2b (+563894)
peak_2291	Agbl1 (+502741)
peak_2292	NONE
peak_2293	Ntrk3 (+162420)
peak_2294	Mfge8 (-78618), Abhd2 (-45521)
peak_2295	Tmc3 (-398249), Mex3b (+319349)
peak_2296	Vmn2r65 (+9479), Olfr290 (+41441)
peak_2297	Vmn2r65 (-17905), Vmn2r66 (+30106)
peak_2298	Vmn2r66 (-12093), Vmn2r67 (+131789)
peak_2299	Olfr297 (-16031), Olfr298 (-11459)
peak_2300	Tyr (+116945), Nox4 (+129918)
peak_2301	Tyr (+78272), Nox4 (+168591)
peak_2302	Ctsc (-277087), Grm5 (+398557)
peak_2303	Rab38 (+289179), Tmem135 (+619335)
peak_2304	Prss23 (-71023), Me3 (-44094)
peak_2305	Me3 (+126348), Ccdc81 (+144567)
peak_2306	Dlg2 (-367776), Tmem126b (-246929)
peak_2307	Ccdc90b (-489069), Dlg2 (+981374)
peak_2308	Fam181b (-162889), Prcp (+41724)
peak_2309	Fam181b (+76340)
peak_2310	Tenm4 (-802633)
peak_2311	Tenm4 (-12882)
peak_2312	Gab2 (+65694), Usp35 (+184740)
peak_2313	Usp35 (+104399), Gab2 (+146035)
peak_2314	Olfr564 (-8586), Olfr561 (+23673)
peak_2315	Olfr566 (+14020), Olfr564 (+39771)
peak_2316	Olfr635 (-11993), Olfr633 (+22746)
peak_2317	Trim30a (-12887), Trim30d (+29745)
peak_2318	Olfr661 (+34771), Usp17le (+56198)
peak_2319	Usp17le (-56377), Usp17lb (+8657)
peak_2320	Olfr686 (-56436), Olfr688 (-24729)
peak_2321	Olfr692 (-18081), Olfr691 (-7879)
peak_2322	Olfr711 (-9645), Olfr2 (+20960)
peak_2323	Olfr472 (-43698), Olfr470 (-6714)
peak_2324	Olfr478 (+20161), Olfr477 (+27135)
peak_2325	Olfr502 (+25207), Olfr498 (+34532)
peak_2326	Rnf141 (+34622), Ampd3 (+37231)
peak_2327	Galnt18 (-131259), Usp47 (-112329)
peak_2328	Sox6 (+176121)
peak_2329	Xylt1 (-364646), Nucb2 (+511964)
peak_2330	Gpr139 (-255384), Gp2 (+19298)
peak_2331	Abca15 (-27998), Abca14 (+96722)
peak_2332	Zkscan2 (-371148), Hs3st4 (-111272)
peak_2333	Xpo6 (-37669), Sbk1 (-34449)
peak_2334	Pstk (+10274), Ikzf5 (+29106)
peak_2335	Olfr61 (-14452), Olfr46 (+4357)
peak_2336	Cd209a (-44930), Cd209e (+60395)
peak_2337	Cers4 (-113047), Ccl25 (+30564)
peak_2338	Slc10a2 (-136545)
peak_2339	Slc10a2 (-736218)
peak_2340	Slc10a2 (-908721)
peak_2341	NONE
peak_2342	NONE
peak_2343	NONE
peak_2344	NONE
peak_2345	Arglu1 (-667891), Fam155a (+412749)
peak_2346	Cln8 (-691769), Dlgap2 (+100477)
peak_2347	Myom2 (+594621)
peak_2348	NONE
peak_2349	Csmd1 (+344918)
peak_2350	Csmd1 (+36173)
peak_2351	Mcph1 (-561091), Csmd1 (-498759)
peak_2352	Defb38 (-18775), Defb39 (+19469)
peak_2353	Defa17 (-15039), Defa26 (+22558)
peak_2354	Ccdc70 (+18790), Atp7b (+70919)
peak_2355	Tpte (+12599), Slc25a15 (+102557)
peak_2356	Zmat4 (+167946), 1810011O10Rik (+601380)
peak_2357	Adam5 (-115880), Adam32 (+8858)
peak_2358	Zfp703 (-389997), Thap1 (+429216)
peak_2359	Poteg (+113451)
peak_2360	Poteg (+145067)
peak_2361	Poteg (+584727)
peak_2362	Unc5d (+826382), Poteg (+945584)
peak_2363	Unc5d (+689498)
peak_2364	Unc5d (+248251)
peak_2365	Unc5d (+25479)
peak_2366	Unc5d (-140789)
peak_2367	Unc5d (-196253)
peak_2368	Dusp26 (-988919), Unc5d (-880916)
peak_2369	Wrn (+233974)
peak_2370	Tex15 (-104374), 5930422O12Rik (+37461)
peak_2371	Gtf2e2 (-32736), Gsr (+46365)
peak_2372	Mfhas1 (-81811), Eri1 (-10454)
peak_2373	AI429214 (+487409)
peak_2374	AI429214 (+560360)
peak_2375	AI429214 (+633935)
peak_2376	Tusc3 (-186561), Sgcz (-157798)
peak_2377	Msr1 (-87312), Fgf20 (+557021)
peak_2378	Msr1 (-252115), Fgf20 (+392218)
peak_2379	Zdhhc2 (-55186), Micu3 (+61171)
peak_2380	Adam20 (-17416), Adam25 (+23649)
peak_2381	Frg1 (-96506)
peak_2382	Frg1 (-620865)
peak_2383	Frg1 (-855333), Triml1 (+869079)
peak_2384	Triml1 (+135353)
peak_2385	Adam26a (-18638), Gm5346 (+31931)
peak_2386	Adam34 (-81450)
peak_2387	Fat1 (-957681), Adam34 (-267717)
peak_2388	Adam34 (-879271), Fat1 (-346127)
peak_2389	F11 (+82767), Mtnr1a (+110127)
peak_2390	Sorbs2 (-79516), Tlr3 (-17783)
peak_2391	Stox2 (+143912), Enpp6 (+158603)
peak_2392	Dctd (-86584), Wwc2 (-32823)
peak_2393	Tenm3 (-932526)
peak_2394	NONE
peak_2395	NONE
peak_2396	NONE
peak_2397	Wdr17 (-130690), Gpm6a (-105474)
peak_2398	Adam29 (+163697), Gpm6a (+788408)
peak_2399	Hpgd (+55976), Cep44 (+200296)
peak_2400	Hand2 (-493086), Fbxo8 (+276807)
peak_2401	Hand2 (-280102), Fbxo8 (+489791)
peak_2402	Hand2 (-216091), Fbxo8 (+553802)
peak_2403	Hand2 (-137971), Fbxo8 (+631922)
peak_2404	Scrg1 (-58748), Hand2 (+76192)
peak_2405	Galnt7 (-23477)
peak_2406	BC030500 (-925684), Galnt7 (-333040)
peak_2407	Galnt7 (-645563), BC030500 (-613161)
peak_2408	Galnt7 (-818460), BC030500 (-440264)
peak_2409	Galntl6 (-709239), Gm10283 (+881319)
peak_2410	Galntl6 (-737303), Gm10283 (+853255)
peak_2411	Galntl6 (-765155), Gm10283 (+825403)
peak_2412	Galntl6 (-868831), Gm10283 (+721727)
peak_2413	Galntl6 (-921469), Gm10283 (+669089)
peak_2414	Gm10283 (+446713)
peak_2415	Gm10283 (+30331)
peak_2416	Cbr4 (+29172), Palld (+385763)
peak_2417	Spock3 (-788411), Anxa10 (-39834)
peak_2418	Spock3 (-700897), Anxa10 (-127348)
peak_2419	Anxa10 (-532082), Spock3 (-296163)
peak_2420	Spock3 (+124244), Sgo2b (+876565)
peak_2421	Sgo2b (+273598), Spock3 (+727211)
peak_2422	Tll1 (-357241), Cpe (+129820)
peak_2423	Tmem192 (-56626), Klhl2 (-40542)
peak_2424	March1 (-936992), BC030870 (-55187)
peak_2425	March1 (-823906), BC030870 (-168273)
peak_2426	March1 (-798764), BC030870 (-193415)
peak_2427	March1 (-718112), BC030870 (-274067)
peak_2428	March1 (-667726), BC030870 (-324453)
peak_2429	March1 (-578792), BC030870 (-413387)
peak_2430	March1 (-530795), BC030870 (-461384)
peak_2431	BC030870 (-707256), March1 (-284923)
peak_2432	Npy5r (+84362), Tktl2 (+91973)
peak_2433	Psd3 (+191585), Nat3 (+259135)
peak_2434	Psd3 (-246486), Sh2d4a (-55507)
peak_2435	Sh2d4a (+134787), Csgalnact1 (+323792)
peak_2436	Sh2d4a (+222735), Csgalnact1 (+235844)
peak_2437	Myo9b (-213360), Map1s (+153422)
peak_2438	Myo9b (-200433), Map1s (+166349)
peak_2439	F2rl3 (+83760), Large1 (+507900)
peak_2440	F2rl3 (+205906), Large1 (+385754)
peak_2441	Large1 (+195557), F2rl3 (+396103)
peak_2442	Large1 (-837542), Isx (-682458)
peak_2443	Isx (-388434)
peak_2444	Gm10358 (+66958), Rasd2 (+125687)
peak_2445	Iqcm (+124990)
peak_2446	Iqcm (+139161)
peak_2447	Nr3c2 (-801792), Iqcm (+649189)
peak_2448	Nr3c2 (-565709), Iqcm (+885272)
peak_2449	Nr3c2 (-488185), Iqcm (+962796)
peak_2450	Nr3c2 (-431430)
peak_2451	Hhip (-287857), Gypa (-147918)
peak_2452	Inpp4b (-270037), Usp38 (-57597)
peak_2453	Inpp4b (+378964), Il15 (+681696)
peak_2454	Zfp330 (-44844), Rnf150 (-44352)
peak_2455	Phkb (+107585), Abcc12 (+632099)
peak_2456	Abcc12 (+364878), Phkb (+374806)
peak_2457	N4bp1 (-109599), Cbln1 (+477752)
peak_2458	Cnep1r1 (-81044), Zfp423 (-78130)
peak_2459	Ces1f (-19294), Ces1g (+38267)
peak_2460	Ces1h (-105859), Ces5a (+50123)
peak_2461	Gnao1 (-226675), Ces5a (-48931)
peak_2462	Got2 (-171757)
peak_2463	Got2 (-885635)
peak_2464	NONE
peak_2465	NONE
peak_2466	NONE
peak_2467	Cdh8 (+987266)
peak_2468	Cdh8 (+717120)
peak_2469	Cdh8 (+571030)
peak_2470	Cdh8 (-443720)
peak_2471	Cdh8 (-864705)
peak_2472	NONE
peak_2473	Cdh11 (+637379)
peak_2474	Cdh11 (-975914), Cdh5 (-340069)
peak_2475	Fam96b (-53549), Ces2a (-38489)
peak_2476	Ces2b (-6183), Ces2a (+91386)
peak_2477	Zfhx3 (+445311)
peak_2478	Ldhd (+34730), Znrf1 (+59547)
peak_2479	Gm6793 (-468331), Cntnap4 (-86676)
peak_2480	Mon1b (-984018), Cntnap4 (+81774)
peak_2481	Mon1b (-838096), Cntnap4 (+227696)
peak_2482	Mon1b (-802847), Cntnap4 (+262945)
peak_2483	Cdh13 (-305408), Mphosph6 (-176382)
peak_2484	Atp2c2 (+33912), Tldc1 (+44495)
peak_2485	Fam92b (-272466), Gse1 (-38515)
peak_2486	Map10 (-65154), Sipa1l2 (-34856)
peak_2487	Gm3952 (-14670), Ccdc7a (+252153)
peak_2488	Gm3952 (-150530), Ccdc7a (+116293)
peak_2489	Gm3952 (-231392), Ccdc7a (+35431)
peak_2490	Gm10999 (+7522), Ccdc7b (+56916)
peak_2491	Alkbh8 (-218892), Gm10715 (+79475)
peak_2492	Alkbh8 (-189747), Gm10715 (+108620)
peak_2493	Alkbh8 (-159788), Gm10715 (+138579)
peak_2494	Cwf19l2 (-24227), Alkbh8 (+43887)
peak_2495	Gucy1a2 (+210968), Aasdhppt (+565721)
peak_2496	Gria4 (+24153), Msantd4 (+395519)
peak_2497	Pdgfd (-803476), Casp12 (+19706)
peak_2498	Ddi1 (-794737), Dync2h1 (+119863)
peak_2499	Trpc6 (-223586), Cep126 (-186262)
peak_2500	Cep126 (-243343), Trpc6 (-166505)
peak_2501	Arhgap42 (-87165)
peak_2502	Arhgap42 (-306144)
peak_2503	Arhgap42 (-984681), Cntn5 (+680993)
peak_2504	Cntn5 (+346548)
peak_2505	Cntn5 (-236084)
peak_2506	Cntn5 (-512408)
peak_2507	Cntn5 (-747291)
peak_2508	Jrkl (+506196)
peak_2509	Jrkl (+329739)
peak_2510	Sesn3 (-174433), Fam76b (+274152)
peak_2511	Fat3 (-105712)
peak_2512	Chordc1 (-435736)
peak_2513	Chordc1 (-318406)
peak_2514	Olfr839-ps1 (+17234), Olfr837 (+23761)
peak_2515	Zfp317 (-26970), Olfr855 (+12541)
peak_2516	Olfr873 (-10579), Olfr39 (+7199)
peak_2517	Npsr1 (-813426), Bmper (+61516)
peak_2518	Npsr1 (-489459), Bmper (+385483)
peak_2519	Npsr1 (-413159), Bmper (+461783)
peak_2520	Npsr1 (-116095), Bmper (+758847)
peak_2521	Npsr1 (+168501), Dpy19l1 (+236621)
peak_2522	Dpy19l1 (+174814), Npsr1 (+230308)
peak_2523	Herpud2 (-81757), Sept7 (-18874)
peak_2524	Eepd1 (-61053), Sept7 (+168043)
peak_2525	Eepd1 (+156816)
peak_2526	B3gat1 (-975294), Eepd1 (+276887)
peak_2527	Adamts15 (+49760), Snx19 (+445584)
peak_2528	Gm7257 (-196405), Gm5916 (-106700)
peak_2529	Gm5916 (-253868), Gm7257 (-49237)
peak_2530	A630095E13Rik (-32427), Acrv1 (-22191)
peak_2531	Olfr924 (-3819)
peak_2532	Olfr933 (-7466), Olfr930 (+35038)
peak_2533	Olfr954 (-18058), Olfr952 (-16227)
peak_2534	Olfr957 (-15712), Olfr958 (+22533)
peak_2535	Olfr982 (-32746), Olfr981 (+19619)
peak_2536	Olfr982 (-9780), Olfr981 (+42585)
peak_2537	Scn3b (-15049), Zfp202 (+61851)
peak_2538	Clmp (-193699), Gramd1b (-36549)
peak_2539	Gm4791 (-582080), 4931429L15Rik (-96675)
peak_2540	Ncam1 (-485098), Rpl10-ps3 (+60998)
peak_2541	1810046K07Rik (-242555), Arhgap20 (-193880)
peak_2542	1810046K07Rik (-291439), Arhgap20 (-144996)
peak_2543	Zc3h12c (-217338), AI593442 (+294331)
peak_2544	AI593442 (-199460), Ddx10 (+368813)
peak_2545	AI593442 (-312925), Ddx10 (+255348)
peak_2546	Isl2 (+97045), Scaper (+281412)
peak_2547	Scaper (+90770), Isl2 (+287687)
peak_2548	Hmg20a (+18577), Lingo1 (+198442)
peak_2549	Nr2e3 (-32463), Thsd4 (+528455)
peak_2550	Nr2e3 (-95223), Thsd4 (+465695)
peak_2551	Car12 (-74235), Usp3 (-46309)
peak_2552	Rora (-501871), Vps13c (+311519)
peak_2553	Lipc (+30867), Adam10 (+224944)
peak_2554	Rsl24d1 (+123101), Unc13c (+732417)
peak_2555	Hmgcll1 (-35810), Bmp5 (+203681)
peak_2556	Gfral (+24207), Hmgcll1 (+174595)
peak_2557	Gclc (-79711), Klhl31 (+38324)
peak_2558	Mb21d1 (+15473), Ddx43 (+31954)
peak_2559	Col12a1 (+464211), Cd109 (+638761)
peak_2560	Col12a1 (+315411), Cd109 (+787561)
peak_2561	Impg1 (-717371), Htr1b (+450976)
peak_2562	Irak1bp1 (-792166), Mei4 (+173704)
peak_2563	Irak1bp1 (-695472), Mei4 (+270398)
peak_2564	Irak1bp1 (-470178), Mei4 (+495692)
peak_2565	Irak1bp1 (-352942), Mei4 (+612928)
peak_2566	Irak1bp1 (-264230), Mei4 (+701640)
peak_2567	Phip (-75486), Hmgn3 (+95683)
peak_2568	Sh3bgrl2 (-87673), Lca5 (-19628)
peak_2569	Fam46a (-299229), Ibtk (+122981)
peak_2570	Tpbg (+56246), Ube2cbp (+566324)
peak_2571	Nt5e (-511970), Tbx18 (-83967)
peak_2572	Tbx18 (-404764), Nt5e (-191173)
peak_2573	AF529169 (+144589), Mthfs (+267379)
peak_2574	Plod2 (+743413)
peak_2575	1190002N15Rik (+145153)
peak_2576	Slc25a36 (-219877), Trim42 (+38924)
peak_2577	Clstn2 (-216914), Nmnat3 (-46488)
peak_2578	9630041A04Rik (-511163), Ppp2r3a (-175523)
peak_2579	Mrpl3 (-204826), Cpne4 (+278930)
peak_2580	Atp2c1 (-108842), Pik3r4 (-12931)
peak_2581	Iqcf6 (-35749), Iqcf4 (-19837)
peak_2582	Manf (-26746), Dock3 (+313184)
peak_2583	Manf (-197940), Dock3 (+141990)
peak_2584	Manf (-242656), Dock3 (+97274)
peak_2585	Fbxw15 (-17408), Fbxw24 (+40387)
peak_2586	Stac (-114978), Arpp21 (+382440)
peak_2587	Arpp21 (-302055)
peak_2588	Slc6a20b (+12258), Sacm1l (+90548)
peak_2589	H2al1o (-23742), Dynlt3 (+66852)
peak_2590	H2al1o (-59565), Dynlt3 (+31029)
peak_2591	Sytl5 (+80424), Srpx (+151636)
peak_2592	Mid1ip1 (-192346), Tspan7 (+39886)
peak_2593	H2al1a (-334021), Mid1ip1 (+247846)
peak_2594	Cask (-343778), H2al1n (-20792)
peak_2595	H2al1n (+278485)
peak_2596	H2al1n (+374124)
peak_2597	NONE
peak_2598	Cypt1 (-726537)
peak_2599	Cypt1 (-613839)
peak_2600	Cypt1 (-119973)
peak_2601	Cypt1 (-82446)
peak_2602	4930578C19Rik (-44057), Tex13c3 (+975891)
peak_2603	4930578C19Rik (-731843), Tex13c3 (+288105)
peak_2604	Chst7 (-407816), Tex13c3 (-170425)
peak_2605	Tex13c3 (-350099), Chst7 (-228142)
peak_2606	Araf (-86104), Usp11 (+58533)
peak_2607	Agtr2 (-222476), Gm21876 (-86415)
peak_2608	Gm21876 (-234254), Agtr2 (-74637)
peak_2609	Gm28269 (-17458)
peak_2610	Gm28269 (-761839), Klhl13 (+778623)
peak_2611	Klhl13 (-249423), Wdr44 (-158069)
peak_2612	Gm5168 (-153427), Gm2012 (+26887)
peak_2613	Dock11 (-66396), Gm14819 (+418253)
peak_2614	Gm14569 (+31576), Gm6268 (+58974)
peak_2615	Rhox3e (-3406)
peak_2616	Rhox10 (-157152), Rhox9 (-7553)
peak_2617	Cypt15 (-506544), 6030498E09Rik (+67052)
peak_2618	Cypt15 (-14167), 6030498E09Rik (+559429)
peak_2619	Cypt14 (+196221), Cypt15 (+321116)
peak_2620	Cypt14 (+57850), Cypt15 (+459487)
peak_2621	Cypt14 (-36601)
peak_2622	Gria3 (-445487)
peak_2623	Gria3 (-169641)
peak_2624	Gria3 (-89952)
peak_2625	Thoc2 (+134798), Gria3 (+375799)
peak_2626	Sh2d1a (+258829), Tenm1 (+406512)
peak_2627	Tenm1 (-41400)
peak_2628	Tenm1 (-493126), Dcaf12l2 (+707378)
peak_2629	Actrt1 (+213629)
peak_2630	Actrt1 (+648582), Smarca1 (+914930)
peak_2631	Smarca1 (+155982)
peak_2632	Olfr1320 (-11608), Arhgap36 (+190288)
peak_2633	Olfr1322 (-106793), Olfr1323 (+21083)
peak_2634	Olfr1323 (-63840), Olfr1324 (+343383)
peak_2635	Olfr1323 (-322505), Olfr1324 (+84718)
peak_2636	Stk26 (-374513), Olfr1324 (-39952)
peak_2637	Stk26 (-290827), Olfr1324 (-123638)
peak_2638	Zfp449 (-105860), Gm773 (-27659)
peak_2639	Adgrg4 (-82466), Map7d3 (-58533)
peak_2640	4930550L24Rik (-621106), Zic3 (+257611)
peak_2641	4930550L24Rik (-107851), Zic3 (+770866)
peak_2642	4930550L24Rik (-47454), Zic3 (+831263)
peak_2643	F9 (-532859), Fgf13 (-332169)
peak_2644	Fgf13 (-715363), F9 (-149665)
peak_2645	Mcf2 (-21828), Atp11c (+203064)
peak_2646	Gm7073 (-168973), Sox3 (+268262)
peak_2647	Ldoc1 (-450849), Cdr1 (-73090)
peak_2648	Ldoc1 (-443413), Cdr1 (-80526)
peak_2649	4933402E13Rik (-317375), Ldoc1 (+260270)
peak_2650	4931400O07Rik (+279753)
peak_2651	4931400O07Rik (+548908)
peak_2652	Ctag2 (+105839)
peak_2653	Slitrk2 (-197367), 4930447F04Rik (-147727)
peak_2654	Slitrk2 (+364338), Gm1140 (+679906)
peak_2655	Gm1140 (+313110), Slitrk2 (+731134)
peak_2656	Gm1140 (+222180), Slitrk2 (+822064)
peak_2657	4933436I01Rik (-418251), Fmr1 (-338840)
peak_2658	Gm6812 (-254272), Aff2 (-212969)
peak_2659	Gm6812 (-353518), Aff2 (-113723)
peak_2660	1700020N15Rik (-372573), Aff2 (+212433)
peak_2661	Magea4 (-114775), Cnga2 (+115393)
peak_2662	Magea10 (-191627), Gabra3 (+77701)
peak_2663	Gabrq (-139942), Gabra3 (-29308)
peak_2664	Gm5640 (+12612), Olfr1325 (+38695)
peak_2665	Cldn34b3 (-312978), Pls3 (-124373)
peak_2666	Pls3 (-409727), Cldn34b3 (-27624)
peak_2667	5430402E10Rik (-32436), Obp1a (+133876)
peak_2668	5430402E10Rik (-44089), Obp1a (+122223)
peak_2669	Mageb16 (-46695)
peak_2670	Mageb16 (-73374)
peak_2671	Mageb16 (-114783)
peak_2672	Mageb16 (-148276)
peak_2673	Mageb16 (-190377)
peak_2674	Tmem47 (-315461)
peak_2675	Tmem47 (-180718)
peak_2676	Tmem47 (-103885)
peak_2677	4930595M18Rik (-780515), Dmd (-710267)
peak_2678	Dmd (-293902)
peak_2679	Dmd (+28304), Tsga8 (+510717)
peak_2680	Fthl17a (-703836)
peak_2681	Tab3 (-62714), Fthl17a (+261629)
peak_2682	Tab3 (+93448), Gk (+109183)
peak_2683	Mageb4 (-828244)
peak_2684	Il1rapl1 (+648778)
peak_2685	Il1rapl1 (-231470)
peak_2686	Il1rapl1 (-882542), Pet2 (+411502)
peak_2687	4932429P05Rik (-264357), Pet2 (-78222)
peak_2688	Gm44 (-507025), 4930415L06Rik (-452265)
peak_2689	4930415L06Rik (-912546), Gm44 (-46744)
peak_2690	Arx (-573984), Mageb18 (-112940)
peak_2691	Mageb18 (-343913), Arx (-343011)
peak_2692	Arhgef9 (-167202), Amer1 (+111184)
peak_2693	Zc3h12b (-139459), Zc4h2 (-101065)
peak_2694	Eda2r (-456709), Ar (-314844)
peak_2695	Eda2r (-599481), Ar (-172072)
peak_2696	Eda2r (-726539), Ar (-45014)
peak_2697	Ophn1 (+307195), Ar (+435021)
peak_2698	Awat2 (+117456), Eda (+319525)
peak_2699	Zdhhc15 (-50497), Magee2 (+135706)
peak_2700	Fgf16 (-27561), Cypt2 (+236946)
peak_2701	Tbx22 (-168632), Itm2a (-95956)
peak_2702	Tbx22 (+69625), 2610002M06Rik (+78745)
peak_2703	Gm732 (-38427), Gm379 (+678028)
peak_2704	Sh3bgrl (-42280), Hmgn5 (-39681)
peak_2705	Gm6377 (+507112)
peak_2706	Pou3f4 (-721220), Gm6377 (+896302)
peak_2707	Pou3f4 (-375307)
peak_2708	Tex16 (-305453), Hdx (-90988)
peak_2709	4933403O08Rik (-87626), Tex16 (+57903)
peak_2710	Pof1b (-141659), Chm (+345207)
peak_2711	Chm (-64980), Dach2 (-47760)
peak_2712	Klhl4 (-864649), Dach2 (+311427)
peak_2713	Ube2dnl1 (-148415), Klhl4 (+282264)
peak_2714	Ube2dnl2 (+213115)
peak_2715	Ube2dnl2 (+235816)
peak_2716	Ube2dnl2 (+348689)
peak_2717	Pabpc5 (-985038), Tgif2lx1 (-461421)
peak_2718	Pabpc5 (-417894)
peak_2719	H2afb3 (-72547)
peak_2720	Nap1l3 (+217755)
peak_2721	Nap1l3 (-628642), Cldn34c1 (-77516)
peak_2722	4932411N23Rik (+546143)
peak_2723	4921511C20Rik (-262991), Gm382 (+91330)
peak_2724	4921511C20Rik (-119099), Gm382 (+235222)
peak_2725	4921511C20Rik (-17442), Gm382 (+336879)
peak_2726	Cldn34c4 (-865826)
peak_2727	Diaph2 (-346670)
peak_2728	Diaph2 (-320822)
peak_2729	Diaph2 (+454244)
peak_2730	NONE
peak_2731	NONE
peak_2732	Pcdh19 (+943622)
peak_2733	Pcdh19 (+556225)
peak_2734	Pcdh19 (+343170)
peak_2735	Esx1 (-306576), Il1rapl2 (-143706)
peak_2736	D330045A20Rik (-16521), Trap1a (+130167)
peak_2737	Irs4 (-101695), Gm15294 (+47912)
peak_2738	Tmem164 (+33467), Ammecr1 (+251535)
peak_2739	Alg13 (-89449), A730046J19Rik (+74660)
peak_2740	Amot (-421040)
peak_2741	Il13ra2 (+222510), Htr2c (+244168)
peak_2742	Il13ra2 (+144576), Htr2c (+322102)
peak_2743	Gm15091 (+78175), Tmem29 (+439320)
peak_2744	Gm15091 (+177660), Tmem29 (+339835)
peak_2745	Maged2 (-53607), Gnl3l (+149446)
peak_2746	Gpr173 (-155261), Cldn34a (-39369)
peak_2747	Gm15155 (+439700)
peak_2748	Phex (+753592)
peak_2749	Phex (+131912)
peak_2750	Klhl34 (-48771), Smpx (+70691)
peak_2751	Cnksr2 (-69291)
peak_2752	Rps6ka3 (-654967), Cnksr2 (-557597)
peak_2753	Cnksr2 (-826602), Rps6ka3 (-385962)
peak_2754	Map7d2 (-16509), Eif1ax (+25885)
peak_2755	Asb9 (+62735), Mospd2 (+411273)
peak_2756	Fancb (+108598), Glra2 (+238203)
peak_2757	Gemin8 (-759754), Glra2 (-83348)
peak_2758	Gemin8 (-703993), Glra2 (-139109)
peak_2759	Gemin8 (-535938), Glra2 (-307164)
peak_2760	Gemin8 (-469168), Glra2 (-373934)
peak_2761	Trappc2 (-23907), Gpm6b (+71975)
peak_2762	Arhgap6 (+133438), Amelx (+258663)
peak_2763	Hccs (-91209), 4933400A11Rik (+368132)

