# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
1110032F04Rik	peak_1566 (-115438)
Sorbs2	peak_2390 (-79516)
Sorcs1	peak_1308 (-781645), peak_1307 (-436548), peak_1306 (-413773), peak_1305 (+127576), peak_1304 (+252541)
Sorcs3	peak_1296 (+25824), peak_1297 (+726591), peak_1298 (+771246), peak_1299 (+864332), peak_1300 (+970891)
Sostdc1	peak_530 (-28830), peak_531 (+29120)
Sox10	peak_965 (-27905)
Sox11	peak_523 (-561110)
Sox2	peak_1510 (+480999)
Sox3	peak_2646 (+268262)
Sox30	peak_478 (+33922)
Sox5	peak_2251 (-765444), peak_2250 (+428037)
Sox6	peak_2328 (+176121)
Sp4	peak_614 (-87125)
Sp8	peak_614 (-457836)
Spag16	peak_119 (+142233), peak_120 (+381783), peak_121 (+808229)
Spag17	peak_1598 (-520786)
Spata16	peak_1498 (+146851), peak_1499 (+220658)
Spata17	peak_276 (+152682)
Spata18	peak_1999 (+336386)
Spata31	peak_684 (+56035), peak_685 (+80140)
Spata31d1c	peak_684 (-59617), peak_685 (-35512)
Speer2	peak_1052 (-29464), peak_1051 (+157700), peak_1050 (+449045), peak_1049 (+567596), peak_1048 (+655075), peak_1047 (+947687), peak_1046 (+965222)
Speer3	peak_1911 (-61356), peak_1912 (+79953)
Speer4b	peak_1937 (+205548)
Speer4c	peak_1916 (-92882)
Speer4f2	peak_1920 (-469708), peak_1921 (-333539)
Spef2	peak_881 (-243122), peak_880 (+10729)
Sphkap	peak_138 (-713990), peak_137 (-55349)
Spock1	peak_675 (+700089), peak_674 (+924381)
Spock3	peak_2417 (-788411), peak_2418 (-700897), peak_2419 (-296163), peak_2420 (+124244), peak_2421 (+727211)
Spopl	peak_1342 (-366372)
Spred2	peak_448 (-841849)
Spsb1	peak_1891 (+160276)
Sptbn1	peak_463 (+194453)
Srd5a2	peak_1176 (-62302)
Srek1	peak_738 (+182186), peak_737 (+191764), peak_736 (+363561)
Srfbp1	peak_1234 (-17664)
Srgap1	peak_417 (+102277), peak_416 (+131564)
Sri	peak_1899 (+112428), peak_1900 (+202451)
Srpx	peak_2591 (+151636)
Srsf10	peak_1885 (-26679)
Ssbp2	peak_729 (+267579)
Ssr3	peak_1558 (-63593), peak_1557 (-36938)
Sstr1	peak_565 (-269649), peak_566 (-55155), peak_567 (-17687)
Ssx2ip	peak_1645 (-47909)
St3gal1	peak_958 (-918473), peak_957 (-721261), peak_956 (-158642)
St6gal1	peak_984 (-59868)
St6gal2	peak_1150 (-271507), peak_1151 (-67773), peak_1152 (+113049), peak_1153 (+148631)
St8sia1	peak_2249 (+67259)
St8sia4	peak_150 (-573452), peak_149 (-115925)
St8sia6	peak_1326 (-156218), peak_1325 (+135763), peak_1324 (+176539)
Stab2	peak_372 (+99080), peak_371 (+211337)
Stac	peak_2586 (-114978)
Stam	peak_1327 (+51355)
Stard13	peak_2081 (-163665)
Stard3nl	peak_638 (+330376)
Stard4	peak_1220 (-181101), peak_1219 (+169630)
Stc1	peak_810 (+80542)
Steap1	peak_1897 (-992869), peak_1896 (-473213)
Stim2	peak_1967 (+137488), peak_1968 (+569308)
Stk26	peak_2636 (-374513), peak_2637 (-290827)
Stk31	peak_2163 (+138234), peak_2164 (+220297)
Stk32b	peak_1944 (+217646)
Stmn2	peak_1462 (-379923), peak_1463 (-56961)
Stox2	peak_2391 (+143912)
Stpg2	peak_1638 (+358698), peak_1639 (+951178)
Stx17	peak_1738 (+44091)
Stxbp5	peak_281 (-183921)
Stxbp6	peak_552 (-970237), peak_551 (-888031), peak_550 (+337060), peak_549 (+591473)
Suclg1	peak_2186 (+205967)
Suclg2	peak_2198 (-122499), peak_2197 (-81955)
Sucnr1	peak_1550 (+156027)
Sugct	peak_636 (+335991), peak_635 (+754957)
Sulf1	peak_16 (-962718), peak_17 (-908915), peak_18 (-23677)
Sult1c1	peak_1149 (-59391)
Sult2a1	peak_2267 (-59993)
Sult2a2	peak_2266 (-26801)
Sult2a3	peak_2268 (+66038)
Sult2a4	peak_2268 (-67418), peak_2267 (+92186)
Sult2a5	peak_2266 (+82737)
Sult3a1	peak_311 (-36003)
Sult3a2	peak_311 (-35014), peak_310 (+143636)
Sult6b2	peak_2249 (-92727)
Susd1	peak_1759 (+95753)
Sv2b	peak_2290 (+563894), peak_2289 (+589796)
Sva	peak_2151 (+11128)
Svep1	peak_1758 (+188376)
Svop	peak_2062 (+39385)
Svs1	peak_2162 (+21711)
Sybu	peak_922 (-215346)
Sycp1	peak_1602 (+49071), peak_1601 (+69791)
Syk	peak_672 (+292986)
Synpo2	peak_1619 (+41467)
Synpr	peak_760 (+355238)
Syt10	peak_970 (-351055)
Syt16	peak_585 (+55602)
Sytl5	peak_2591 (+80424)
Tab2	peak_280 (-307385)
Tab3	peak_2681 (-62714), peak_2682 (+93448)
Tac1	peak_2090 (-564614), peak_2091 (-160269), peak_2092 (-67043), peak_2093 (+58825)
Tacr1	peak_2192 (-301844), peak_2193 (-189763), peak_2194 (+208797)
Tacr3	peak_1632 (-379729), peak_1633 (-13896)
Tanc2	peak_500 (+121840)
Tars	peak_882 (+175614)
Tas2r114	peak_2236 (-166901)
Tas2r118	peak_2129 (-99410), peak_2128 (+108085)
Tas2r119	peak_906 (-474235), peak_907 (-230698)
Tas2r134	peak_1361 (-143994)
Tas2r139	peak_2151 (-91414)
Tas2r140	peak_2237 (-28953)
Tbck	peak_1629 (+144441)
Tbl1xr1	peak_1489 (+200280), peak_1490 (+383832), peak_1491 (+436900), peak_1492 (+856152)
Tbpl1	peak_295 (-72570)
Tbr1	peak_1376 (+48687), peak_1377 (+235973)
Tbx15	peak_1598 (+110871)
Tbx18	peak_2572 (-404764), peak_2571 (-83967)
Tbx19	peak_256 (+134558)
Tbx22	peak_2701 (-168632), peak_2702 (+69625)
Tbx3	peak_2064 (-268348)
Tcf15	peak_1442 (+53937)
Tcf21	peak_296 (-39187), peak_295 (+16157)
Tcstv3	peak_756 (-26691)
Tctex1d1	peak_1857 (+30610)
Tecrl	peak_2017 (-428292), peak_2016 (+240194), peak_2015 (+448258), peak_2014 (+701154)
Teddm3	peak_982 (+232086)
Tek	peak_1850 (+106340)
Tenm1	peak_2628 (-493126), peak_2627 (-41400), peak_2626 (+406512)
Tenm2	peak_467 (-777131), peak_466 (+893482)
Tenm3	peak_2393 (-932526)
Tenm4	peak_2310 (-802633), peak_2311 (-12882)
Terf1	peak_24 (-44262)
Tespa1	peak_424 (-20007)
Tet2	peak_1631 (-316286), peak_1630 (-35361)
Tex13c3	peak_2605 (-350099), peak_2604 (-170425), peak_2603 (+288105), peak_2602 (+975891)
Tex15	peak_2370 (-104374)
Tex16	peak_2708 (-305453), peak_2709 (+57903)
Tex47	peak_1897 (-561937), peak_1898 (-218652)
Tex48	peak_1764 (-29988)
Tfap2a	peak_659 (+107401), peak_658 (+146334)
Tfap2b	peak_35 (-76681), peak_36 (+163343), peak_37 (+190178), peak_38 (+241183), peak_39 (+590483), peak_40 (+790560)
Tfap2d	peak_33 (-444149), peak_34 (-230559), peak_35 (+29211)
Tfcp2l1	peak_202 (-39343)
Tfec	peak_2115 (+296402), peak_2114 (+507328), peak_2113 (+644734)
Tgfb2	peak_275 (+107157)
Tgif2lx1	peak_2717 (-461421)
Thap1	peak_2358 (+429216)
Thbs2	peak_1097 (-112269), peak_1096 (+107198)
Them4	peak_1595 (-41614), peak_1596 (-34253), peak_1597 (-20761)
Themis	peak_304 (+239437)
Thoc2	peak_2625 (+134798)
Thpo	peak_982 (-187403)
Thrb	peak_771 (-975315), peak_772 (-955904)
Thsd4	peak_2550 (+465695), peak_2549 (+528455)
Thsd7a	peak_2108 (-119802), peak_2107 (+128794), peak_2106 (+470325), peak_2105 (+779140)
Thsd7b	peak_211 (-500020), peak_212 (+64073), peak_213 (+163150)
Thumpd2	peak_1182 (-180314)
Tiam1	peak_1085 (+70365)
Tigit	peak_999 (+520997), peak_998 (+678581)
Timd4	peak_479 (-43733), peak_480 (+100419)
Timm21	peak_1262 (-946213), peak_1261 (-373839), peak_1260 (-50399)
Tiparp	peak_1557 (-98849), peak_1558 (-72194)
Tktl2	peak_2432 (+91973)
Tldc1	peak_2484 (+44495)
Tle1	peak_1791 (-512395), peak_1790 (-378661), peak_1789 (-342414), peak_1788 (-202564), peak_1787 (+120319), peak_1786 (+291684)
Tle4	peak_1276 (-710675), peak_1275 (+369169)
Tll1	peak_2422 (-357241)
Tlr3	peak_2390 (-17783)
Tlr4	peak_1772 (-189447), peak_1773 (-145488), peak_1774 (-109348), peak_1775 (-52467), peak_1776 (+405864)
Tlx1	peak_1295 (+40888)
Tm4sf1	peak_1542 (-25979), peak_1541 (+697637), peak_1540 (+930250)
Tm4sf4	peak_1542 (-97399)
Tmc1	peak_1281 (+198648)
Tmc3	peak_2295 (-398249)
Tmcc3	peak_381 (-88071)
Tmco5b	peak_1422 (-151031)
Tmeff2	peak_95 (-992742), peak_96 (-597541)
Tmem106b	peak_2108 (-200627)
Tmem126b	peak_2306 (-246929)
Tmem132c	peak_2066 (-152485), peak_2067 (+36102)
Tmem132d	peak_2068 (-67181)
Tmem135	peak_2303 (+619335)
Tmem14a	peak_44 (-16318)
Tmem14c	peak_660 (+42191)
Tmem150c	peak_2042 (+29515)
Tmem161b	peak_717 (+218906), peak_718 (+612562)
Tmem164	peak_2738 (+33467)
Tmem167	peak_725 (-46490)
Tmem168	peak_2109 (+35844)
Tmem178b	peak_2150 (-183462)
Tmem18	peak_524 (+102180)
Tmem192	peak_2423 (-56626)
Tmem196	peak_617 (-425748)
Tmem2	peak_1282 (+151676)
Tmem200a	peak_301 (+135824)
Tmem211	peak_2060 (-32738)
Tmem229a	peak_2133 (-155714), peak_2132 (-120671)
Tmem232	peak_1170 (+209605)
Tmem236	peak_1327 (-49070)
Tmem243	peak_1903 (-51734)
Tmem26	peak_355 (+472624)
Tmem261	peak_1798 (-653371), peak_1797 (-233050), peak_1796 (+772271)
Tmem29	peak_2744 (+339835), peak_2743 (+439320)
Tmem38b	peak_1751 (+394722), peak_1752 (+417711), peak_1753 (+664717), peak_1754 (+807289), peak_1755 (+850648), peak_1756 (+995256)
Tmem45a	peak_1018 (-54757)
Tmem45a2	peak_1018 (+130423)
Tmem47	peak_2674 (-315461), peak_2675 (-180718), peak_2676 (-103885)
Tmem5	peak_418 (-294114)
Tmem55a	peak_1686 (+156287), peak_1687 (+190661)
Tmem65	peak_945 (+209448)
Tmem72	peak_2226 (-370174), peak_2225 (-209633), peak_2224 (-166703)
Tmem74	peak_921 (-217014), peak_920 (-146963), peak_919 (+277067)
Tmpo	peak_378 (-160999), peak_377 (-86599)
Tmprss11c	peak_2020 (-29149)
Tmprss11d	peak_2020 (+54963)
Tmprss11f	peak_2021 (+38179)
Tmprss11g	peak_2021 (-75645)
Tmprss15	peak_1069 (-644083), peak_1068 (-570248)
Tmtc2	peak_398 (-234895)
Tmtc4	peak_869 (-83794)
Tmx3	peak_1266 (-592413), peak_1267 (-239255), peak_1268 (-136210), peak_1269 (-97732), peak_1270 (-79358)
Tnc	peak_1767 (-944246), peak_1766 (-379834), peak_1765 (-246756)
Tnfrsf10b	peak_811 (-18049)
Tnfrsf19	peak_808 (+171173)
Tnfsf11	peak_822 (+99470)
Tnn	peak_250 (+7604)
Tnp1	peak_125 (-308396)
Tns1	peak_125 (+800142)
Tns3	peak_426 (+794491)
Toporsl	peak_1750 (-71327)
Tox	peak_1666 (-743240), peak_1665 (-637593), peak_1664 (-364520), peak_1663 (-288699), peak_1662 (+341333), peak_1661 (+381202)
Tpbg	peak_2570 (+56246)
Tph2	peak_410 (+149094)
Tpk1	peak_2155 (-893086), peak_2154 (-754244), peak_2153 (-77950), peak_2152 (+40262)
Tpm3-rs7	peak_855 (-881601), peak_856 (+271435), peak_857 (+485023)
Tpp2	peak_77 (-78804)
Tpr	peak_243 (-54832)
Tprg	peak_985 (-95784), peak_986 (+278882)
Tpte	peak_2355 (+12599)
Trabd2b	peak_1874 (-188204)
Tram2	peak_44 (-123115)
Trap1a	peak_2736 (+130167)
Trappc2	peak_2761 (-23907)
Trat1	peak_1007 (+224395)
Trdn	peak_308 (+408337), peak_309 (+522467)
Trem1	peak_1142 (-10454)
Trhde	peak_410 (-234564), peak_409 (+265649), peak_408 (+269098)
Trhr	peak_920 (-179143), peak_921 (-109092)
Trib2	peak_520 (-598791), peak_519 (+393376), peak_518 (+438533), peak_517 (+790798)
Trim11	peak_490 (+146698)
Trim30a	peak_2317 (-12887)
Trim30d	peak_2317 (+29745)
Trim32	peak_1768 (+218321), peak_1769 (+385715), peak_1770 (+465975), peak_1771 (+472981)
Trim36	peak_1230 (+821053)
Trim42	peak_2576 (+38924)
Trim52	peak_852 (+11508)
Triml1	peak_2384 (+135353), peak_2383 (+869079)
Triqk	peak_1675 (-580947), peak_1676 (-503608), peak_1677 (-475740), peak_1678 (-439345), peak_1679 (-193530), peak_1680 (+53015), peak_1681 (+218322), peak_1682 (+525592)
Trp63	peak_986 (-118066)
Trpa1	peak_23 (-164990)
Trpc4	peak_1537 (-27048)
Trpc6	peak_2499 (-223586), peak_2500 (-166505)
Trpc7	peak_675 (-312449), peak_674 (-88157)
Trpd52l3	peak_1286 (-6850)
Trpm3	peak_1282 (-209101)
Trps1	peak_935 (-718319), peak_934 (-148109), peak_933 (+405789), peak_932 (+444790)
Trub1	peak_1313 (-34946)
Tsc22d2	peak_1543 (-228153), peak_1544 (-136471)
Tsen15	peak_245 (+144544)
Tsga8	peak_2679 (+510717)
Tshb	peak_1602 (-104355), peak_1601 (-83635)
Tshz2	peak_1452 (+364271)
Tshz3	peak_2281 (+345465)
Tspan12	peak_2123 (+458408)
Tspan7	peak_2592 (+39886)
Tspyl5	peak_911 (-198686), peak_910 (-179986), peak_909 (+74937)
Ttc14	peak_1508 (-550294), peak_1509 (-200471)
Ttc17	peak_1406 (+102287)
Ttc21b	peak_1382 (-49859)
Ttc28	peak_2059 (+407412)
Ttc39c	peak_1196 (+88348)
Ttc6	peak_565 (+366338), peak_566 (+580832), peak_567 (+618300)
Ttc8	peak_602 (+8967)
Ttll11	peak_1343 (+336074)
Ttll7	peak_1646 (+72491), peak_1647 (+453756)
Tuba3b	peak_2252 (+26494)
Tusc1	peak_1849 (-867393), peak_1848 (-368001), peak_1847 (-358038), peak_1846 (+349602), peak_1845 (+524443)
Tusc3	peak_2376 (-186561)
Txndc8	peak_1758 (-9096)
Txnl1	peak_1242 (+217233), peak_1241 (+242718)
Tyr	peak_2301 (+78272), peak_2300 (+116945)
Tyrp1	peak_1807 (-586934)
Ube2cbp	peak_2570 (+566324)
Ube2dnl1	peak_2713 (-148415)
Ube2dnl2	peak_2714 (+213115), peak_2715 (+235816), peak_2716 (+348689)
Ube2e1	peak_773 (-190006)
Ube2e2	peak_774 (-410271), peak_773 (+371911)
Ube2e3	peak_1389 (-871264), peak_1390 (-252214)
Ube2l6	peak_1399 (+13080)
Ube2u	peak_1852 (+177525)
Ube2v2	peak_978 (+152341), peak_977 (+279283)
Uchl5	peak_233 (+84860), peak_234 (+194253)
Uck2	peak_261 (+88311)
Ufm1	peak_1537 (-265179)
Ugcg	peak_1759 (+153623)
Ugt1a10	peak_142 (-20156)
Ugt8a	peak_1622 (-49842)
Uhrf1bp1l	peak_376 (+219784)
Unc13c	peak_2554 (+732417)
Unc5c	peak_1641 (-86772), peak_1642 (+301117)
Unc5d	peak_2368 (-880916), peak_2367 (-196253), peak_2366 (-140789), peak_2365 (+25479), peak_2364 (+248251), peak_2363 (+689498), peak_2362 (+826382)
Upp2	peak_1375 (-107211)
Urgcp	peak_425 (+12229)
Usp11	peak_2606 (+58533)
Usp17lb	peak_2319 (+8657)
Usp17le	peak_2319 (-56377), peak_2318 (+56198)
Usp24	peak_1864 (-139192)
Usp25	peak_1064 (+141061), peak_1065 (+179594)
Usp3	peak_2551 (-46309)
Usp35	peak_2313 (+104399), peak_2312 (+184740)
Usp38	peak_2452 (-57597)
Usp40	peak_142 (-26721)
Usp46	peak_1999 (+80666)
Usp47	peak_2327 (-112329)
Ust	peak_280 (+255210)
Utp18	peak_498 (+90499), peak_497 (+147625)
Utrn	peak_285 (+506399)
Uxs1	peak_77 (-27403)
Vangl1	peak_1600 (-231786)
Vav3	peak_1607 (+716610)
Vcan	peak_725 (-300124)
Veph1	peak_1561 (-539133), peak_1560 (-373148)
Vgll2	peak_335 (-278546), peak_336 (-31189), peak_337 (-23335)
Vgll3	peak_1039 (-63889), peak_1040 (+496546), peak_1041 (+709131), peak_1042 (+938895)
Vim	peak_1324 (+43573), peak_1325 (+84349)
Vma21-ps	peak_1750 (-38635)
Vmn1r101	peak_2275 (-5795)
Vmn1r15	peak_2169 (+29354), peak_2170 (+46342)
Vmn1r16	peak_2170 (+19166), peak_2169 (+36154)
Vmn1r17	peak_2171 (-13469)
Vmn1r18	peak_2171 (+15766)
Vmn1r223	peak_641 (+95791)
Vmn1r226	peak_1111 (-48162), peak_1112 (+31666)
Vmn1r228	peak_1112 (+58327)
Vmn1r26	peak_2172 (-164609)
Vmn1r27	peak_2172 (+42206)
Vmn1r37	peak_2179 (+34783)
Vmn1r38	peak_2179 (+11004)
Vmn1r41	peak_2196 (+21827)
Vmn1r42	peak_2196 (+83035)
Vmn1r62	peak_2255 (+29393), peak_2256 (+48120)
Vmn1r63	peak_2258 (-54189), peak_2257 (-48425), peak_2256 (+82698), peak_2255 (+101425)
Vmn1r64	peak_2258 (+24956), peak_2257 (+30720)
Vmn1r67	peak_2260 (+24550)
Vmn1r72	peak_2262 (+34590)
Vmn1r8	peak_2168 (+16841)
Vmn1r81	peak_2263 (-29233)
Vmn1r82	peak_2263 (-14893)
Vmn1r89	peak_2265 (+13136)
Vmn1r9	peak_2168 (-18141)
Vmn2r-ps130	peak_1117 (-84974)
Vmn2r10	peak_2055 (+125741), peak_2054 (+141249)
Vmn2r111	peak_1115 (+103918)
Vmn2r112	peak_1116 (+47615)
Vmn2r113	peak_1117 (+33209)
Vmn2r114	peak_1119 (+51851), peak_1118 (+66829)
Vmn2r118	peak_1153 (+30491), peak_1152 (+66073)
Vmn2r12	peak_2057 (-62856), peak_2056 (-24787)
Vmn2r120	peak_1156 (-153688), peak_1155 (-113795)
Vmn2r13	peak_2057 (+31387), peak_2056 (+69456)
Vmn2r14	peak_2058 (-55110)
Vmn2r15	peak_2058 (+17824)
Vmn2r18	peak_2081 (+233047)
Vmn2r19	peak_2231 (+51512)
Vmn2r20	peak_2231 (+58216)
Vmn2r23	peak_2232 (+59852)
Vmn2r24	peak_2232 (-16298)
Vmn2r54	peak_2264 (-37101)
Vmn2r55	peak_2264 (+11756)
Vmn2r57	peak_2284 (+19550)
Vmn2r65	peak_2297 (-17905), peak_2296 (+9479)
Vmn2r66	peak_2298 (-12093), peak_2297 (+30106)
Vmn2r67	peak_2298 (+131789)
Vmn2r89	peak_802 (+64318)
Vmn2r9	peak_2055 (-28185), peak_2054 (-12677)
Vmn2r90	peak_1104 (-17145)
Vmn2r91	peak_1105 (+45681)
Vmn2r92	peak_1105 (-21192)
Vmn2r96	peak_1106 (+26302), peak_1107 (+218878), peak_1108 (+260030), peak_1109 (+320866)
Vmn2r97	peak_1106 (-306293), peak_1107 (-113717), peak_1108 (-72565), peak_1109 (-11729)
Vmn2r98	peak_1110 (+50151)
Vmn2r99	peak_1110 (-258491)
Vps13b	peak_912 (+263711)
Vps13c	peak_2552 (+311519)
Vps37b	peak_2065 (-18734)
Vps41	peak_637 (-29176)
Vps50	peak_2083 (+86876), peak_2084 (+148715)
Vps8	peak_983 (+174399)
Vrk2	peak_457 (-795467), peak_456 (-768881), peak_455 (-138955)
Vstm2a	peak_437 (-479555), peak_438 (+128060)
Vwa8	peak_823 (+147987)
Vwc2	peak_427 (-946524), peak_428 (-64645), peak_429 (+34185)
Vwc2l	peak_119 (-756494), peak_120 (-516944), peak_121 (-90498), peak_122 (+261304)
Vwde	peak_2109 (-347291)
Wac	peak_1194 (+347024)
Wasl	peak_2131 (-8356)
Wbscr17	peak_2069 (+258419)
Wdfy3	peak_2045 (-339190), peak_2044 (-152932)
Wdpcp	peak_449 (+334930)
Wdr17	peak_2397 (-130690)
Wdr25	peak_606 (+78412)
Wdr27	peak_1097 (+128122)
Wdr44	peak_2611 (-158069)
Wdr49	peak_1575 (+15136)
Wdr75	peak_84 (-140742)
Wls	peak_1654 (-185392), peak_1655 (-164477)
Wnt5a	peak_780 (+116208)
Wrn	peak_2369 (+233974)
Wscd1	peak_493 (-543268)
Wscd2	peak_2061 (+141256)
Wwc1	peak_466 (-361873)
Wwc2	peak_2392 (-32823)
Wwp1	peak_1704 (-41775), peak_1703 (+38419)
Xcl1	peak_256 (-90688)
Xkr4	peak_1 (-181260)
Xkr9	peak_19 (+68795), peak_20 (+228548), peak_21 (+416372), peak_22 (+444586)
Xpnpep1	peak_1310 (+199434)
Xpo6	peak_2333 (-37669)
Xpo7	peak_812 (+38664)
Xpot	peak_415 (-80723)
Xrcc4	peak_727 (-574203), peak_726 (-503308)
Xxylt1	peak_991 (+368638)
Xylt1	peak_2329 (-364646)
Yipf5	peak_1223 (+54997)
Ypel5	peak_1175 (-201391)
Ythdc2	peak_1229 (+379771)
Ythdf3	peak_1476 (+235503), peak_1477 (+308323), peak_1478 (+811499)
Ywhaz	peak_914 (+114767)
Zadh2	peak_1259 (+87428)
Zan	peak_2076 (+43737)
Zbbx	peak_1574 (+673029), peak_1573 (+685527)
Zbtb20	peak_998 (+77951), peak_999 (+235535)
Zbtb8a	peak_1882 (-41996)
Zbtb8b	peak_1882 (+20706)
Zc3h12b	peak_2693 (-139459)
Zc3h12c	peak_2543 (-217338)
Zc3h15	peak_1395 (-602844)
Zc4h2	peak_2693 (-101065)
Zcchc2	peak_172 (+129238)
Zcchc9	peak_730 (-7317)
Zdhhc15	peak_2699 (-50497)
Zdhhc2	peak_2379 (-55186)
Zdhhc21	peak_1819 (+115362)
Zfat	peak_961 (-626766), peak_960 (-374719), peak_959 (-109210), peak_958 (+226373), peak_957 (+423585), peak_956 (+986204)
Zfhx3	peak_2477 (+445311)
Zfhx4	peak_1456 (-633638)
Zfp101	peak_1123 (-19569)
Zfp114	peak_2277 (-10575)
Zfp119a	peak_1154 (+38298)
Zfp141	peak_2285 (+49536)
Zfp148	peak_992 (+31500)
Zfp169	peak_666 (+216355)
Zfp202	peak_2537 (+61851)
Zfp217	peak_1452 (+133273)
Zfp229	peak_1113 (+82370)
Zfp235	peak_2277 (+30269)
Zfp281	peak_216 (-35602)
Zfp317	peak_2515 (-26970)
Zfp322a	peak_641 (+24179)
Zfp326	peak_2052 (+146805)
Zfp330	peak_2454 (-44844)
Zfp352	peak_1834 (-425956), peak_1835 (-342506), peak_1836 (-186447), peak_1837 (+341316), peak_1838 (+439283), peak_1839 (+760582), peak_1840 (+971163)
Zfp37	peak_1761 (+42217)
Zfp385b	peak_1388 (+343867)
Zfp386	peak_611 (-58046)
Zfp397	peak_1209 (-37211)
Zfp40	peak_1119 (-67210), peak_1118 (-52232)
Zfp407	peak_1259 (+413918)
Zfp423	peak_2458 (-78130)
Zfp449	peak_2638 (-105860)
Zfp462	peak_1751 (-727209), peak_1752 (-704220), peak_1753 (-457214), peak_1754 (-314642), peak_1755 (-271283), peak_1756 (-126675)
Zfp474	peak_1235 (-73003)
Zfp518b	peak_1945 (-153331)
Zfp521	peak_1197 (+390416)
Zfp523	peak_1122 (-21742)
Zfp536	peak_2281 (+726379)
Zfp618	peak_1763 (-246978)
Zfp619	peak_2282 (+137702), peak_2283 (+172201)
Zfp622	peak_899 (+193504), peak_900 (+264253), peak_901 (+296000)
Zfp637	peak_2227 (-149566), peak_2228 (-102048)
Zfp703	peak_2358 (-389997)
Zfp746	peak_2161 (-142127)
Zfp787	peak_2259 (+74498)
Zfp800	peak_2138 (+83749)
Zfp804a	peak_1391 (-895581), peak_1392 (-741102), peak_1393 (+442763), peak_1394 (+835436)
Zfp808	peak_681 (-544023)
Zfp820	peak_1113 (+29665)
Zfp942	peak_1114 (+43510)
Zfp946	peak_1115 (+45087)
Zfp951	peak_2049 (+85127)
Zfp957	peak_823 (+250131)
Zfp960	peak_1098 (-932947), peak_1099 (-669128), peak_1100 (-653114), peak_1101 (-387241), peak_1102 (-206184)
Zfp97	peak_1103 (+93573)
Zfp995	peak_1114 (-9015)
Zfpm2	peak_915 (+224279), peak_916 (+589429)
Zic3	peak_2640 (+257611), peak_2641 (+770866), peak_2642 (+831263)
Zik1	peak_2260 (+24055)
Zkscan2	peak_2332 (-371148)
Zmat3	peak_1507 (+51480), peak_1506 (+197523)
Zmat4	peak_2356 (+167946)
Zmym2	peak_805 (+111046)
Zmynd11	peak_628 (-537642)
Znrf1	peak_2478 (+59547)
Zp3r	peak_214 (+138433)
Zpbp	peak_429 (+314000)
Zpld1	peak_1017 (+177006), peak_1016 (+832962), peak_1015 (+865377)
Zranb2	peak_1650 (-566993), peak_1651 (-527239)
Zscan4-ps2	peak_2261 (+68818)
Zscan4-ps3	peak_2261 (-26180), peak_2262 (+35419)
Zswim2	peak_1396 (+10810)
Zwint	peak_358 (-830180), peak_359 (-161799), peak_360 (+283162), peak_361 (+639964), peak_362 (+782877)

