# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
Anti-GFP.mLb.mkD.sorted_peak_8	Rp1 (-134105), Sox17 (+1994)
Anti-GFP.mLb.mkD.sorted_peak_3987	Lama2 (+34)
Anti-GFP.mLb.mkD.sorted_peak_4007	Echdc1 (+105)
Anti-GFP.mLb.mkD.sorted_peak_4008	Rnf146 (+688)
Anti-GFP.mLb.mkD.sorted_peak_4010	Rnf146 (-172354), Rspo3 (+1071)
Anti-GFP.mLb.mkD.sorted_peak_4019	Hint3 (+572)
Anti-GFP.mLb.mkD.sorted_peak_4020	Hint3 (-37326), Ncoa7 (+116136)
Anti-GFP.mLb.mkD.sorted_peak_4027	Ncoa7 (-30708), Hey2 (+40152)
Anti-GFP.mLb.mkD.sorted_peak_4048	Nkain2 (+196)
Anti-GFP.mLb.mkD.sorted_peak_4062	Trappc3l (-3746)
Anti-GFP.mLb.mkD.sorted_peak_4065	Fam26f (-265)
Anti-GFP.mLb.mkD.sorted_peak_4067	Dse (+236)
Anti-GFP.mLb.mkD.sorted_peak_4081	Frk (+425)
Anti-GFP.mLb.mkD.sorted_peak_4113	Lama4 (+179)
Anti-GFP.mLb.mkD.sorted_peak_4120	Fyn (+389)
Anti-GFP.mLb.mkD.sorted_peak_4144	Rev3l (+1255), Mfsd4b4 (+165865)
Anti-GFP.mLb.mkD.sorted_peak_4160	Gtf3c6 (+532)
Anti-GFP.mLb.mkD.sorted_peak_4182	Slc22a16 (+228)
Anti-GFP.mLb.mkD.sorted_peak_4184	Mettl24 (-52148), Ddo (+1123)
Anti-GFP.mLb.mkD.sorted_peak_4194	Wasf1 (-501), Cdc40 (-15)
Anti-GFP.mLb.mkD.sorted_peak_4198	Gpr6 (+938)
Anti-GFP.mLb.mkD.sorted_peak_4214	Ppil6 (-424), Smpd2 (+325)
Anti-GFP.mLb.mkD.sorted_peak_4255	Foxo3 (+385)
Anti-GFP.mLb.mkD.sorted_peak_4267	Nr2e1 (+1683), Snx3 (+79918)
Anti-GFP.mLb.mkD.sorted_peak_4277	Sec63 (+707)
Anti-GFP.mLb.mkD.sorted_peak_4279	Scml4 (-112)
Anti-GFP.mLb.mkD.sorted_peak_4280	Scml4 (+3802), Sobp (+310358)
Anti-GFP.mLb.mkD.sorted_peak_4392	Bves (+46)
Anti-GFP.mLb.mkD.sorted_peak_4395	Lin28b (-1709)
Anti-GFP.mLb.mkD.sorted_peak_4427	Grik2 (+5464)
Anti-GFP.mLb.mkD.sorted_peak_4440	Ascc3 (+186)
Anti-GFP.mLb.mkD.sorted_peak_4445	Lilr4b (-577751), Sim1 (+7230)
Anti-GFP.mLb.mkD.sorted_peak_4455	Fam162b (+244)
Anti-GFP.mLb.mkD.sorted_peak_4463	Dcbld1 (+752)
Anti-GFP.mLb.mkD.sorted_peak_4485	Cep85l (+359)
Anti-GFP.mLb.mkD.sorted_peak_4526	Pkib (+231)
Anti-GFP.mLb.mkD.sorted_peak_4528	Fabp7 (-2581)
Anti-GFP.mLb.mkD.sorted_peak_4529	Smpdl3a (+526)
Anti-GFP.mLb.mkD.sorted_peak_4539	Ccdc138 (-460)
Anti-GFP.mLb.mkD.sorted_peak_4554	Pla2g12b (-79351), P4ha1 (+1013)
Anti-GFP.mLb.mkD.sorted_peak_4557	Pla2g12b (+478)
Anti-GFP.mLb.mkD.sorted_peak_4603	Ddit4 (-198)
Anti-GFP.mLb.mkD.sorted_peak_4651	Slc29a3 (-49)
Anti-GFP.mLb.mkD.sorted_peak_4678	Sgpl1 (-80)
Anti-GFP.mLb.mkD.sorted_peak_4679	Tbata (+3833), Adamts14 (+97619)
Anti-GFP.mLb.mkD.sorted_peak_4689	Adamts14 (+432)
Anti-GFP.mLb.mkD.sorted_peak_4691	Prf1 (+2980), Pald1 (+82717)
Anti-GFP.mLb.mkD.sorted_peak_4712	Lrrc20 (+359)
Anti-GFP.mLb.mkD.sorted_peak_4725	Tysnd1 (+874)
Anti-GFP.mLb.mkD.sorted_peak_4751	Neurog3 (+1089), Tspan15 (+97072)
Anti-GFP.mLb.mkD.sorted_peak_4756	Tspan15 (-1127)
Anti-GFP.mLb.mkD.sorted_peak_4780	Vps26a (-22218), Srgn (+18635)
Anti-GFP.mLb.mkD.sorted_peak_4783	Vps26a (-36260), Srgn (+4593)
Anti-GFP.mLb.mkD.sorted_peak_4784	Kif1bp (-65)
Anti-GFP.mLb.mkD.sorted_peak_4793	Ccar1 (-548)
Anti-GFP.mLb.mkD.sorted_peak_4802	Slc25a16 (-712)
Anti-GFP.mLb.mkD.sorted_peak_4804	Dna2 (+344)
Anti-GFP.mLb.mkD.sorted_peak_4815	Pbld2 (-981), Hnrnph3 (+363)
Anti-GFP.mLb.mkD.sorted_peak_4820	Pbld1 (-4556)
Anti-GFP.mLb.mkD.sorted_peak_4822	Pbld1 (+44)
Anti-GFP.mLb.mkD.sorted_peak_4908	Jmjd1c (+66)
Anti-GFP.mLb.mkD.sorted_peak_4920	Egr2 (+142)
Anti-GFP.mLb.mkD.sorted_peak_4953	Tmem26 (+344)
Anti-GFP.mLb.mkD.sorted_peak_4996	Ccdc6 (+588)
Anti-GFP.mLb.mkD.sorted_peak_5043	Ube2d1 (+32)
Anti-GFP.mLb.mkD.sorted_peak_5098	Upb1 (-80838), Adora2a (+9196)
Anti-GFP.mLb.mkD.sorted_peak_5100	Upb1 (-363)
Anti-GFP.mLb.mkD.sorted_peak_5102	Gucd1 (-298), Snrpd3 (+128)
Anti-GFP.mLb.mkD.sorted_peak_5112	Susd2 (-5037), Cabin1 (+115288)
Anti-GFP.mLb.mkD.sorted_peak_5119	Gstt1 (+878)
Anti-GFP.mLb.mkD.sorted_peak_5159	Dip2a (+24)
Anti-GFP.mLb.mkD.sorted_peak_5168	Mcm3ap (-59), Ybey (+246)
Anti-GFP.mLb.mkD.sorted_peak_5170	Ftcd (-5494), Spatc1l (+7882)
Anti-GFP.mLb.mkD.sorted_peak_5172	Col6a2 (+557)
Anti-GFP.mLb.mkD.sorted_peak_5179	Pcbp3 (+384)
Anti-GFP.mLb.mkD.sorted_peak_5239	Tspear (-319)
Anti-GFP.mLb.mkD.sorted_peak_5240	Gm19402 (+336)
Anti-GFP.mLb.mkD.sorted_peak_5241	Krtap10-10 (+282)
Anti-GFP.mLb.mkD.sorted_peak_5242	Gm10318 (+323)
Anti-GFP.mLb.mkD.sorted_peak_5259	Icosl (-459)
Anti-GFP.mLb.mkD.sorted_peak_5269	Agpat3 (+848)
Anti-GFP.mLb.mkD.sorted_peak_5286	Slc1a6 (-45)
Anti-GFP.mLb.mkD.sorted_peak_5298	Plpp2 (+110)
Anti-GFP.mLb.mkD.sorted_peak_5303	C2cd4c (+737)
Anti-GFP.mLb.mkD.sorted_peak_5306	Shc2 (-142)
Anti-GFP.mLb.mkD.sorted_peak_5312	Cdc34 (-7078), Tpgs1 (+5748)
Anti-GFP.mLb.mkD.sorted_peak_5327	Prss57 (+6219), Fstl3 (+7470)
Anti-GFP.mLb.mkD.sorted_peak_5342	Cfd (-2649)
Anti-GFP.mLb.mkD.sorted_peak_5344	Cfd (+2933), Med16 (+15112)
Anti-GFP.mLb.mkD.sorted_peak_5349	Med16 (+227)
Anti-GFP.mLb.mkD.sorted_peak_5359	Tmem259 (+4192), Grin3b (+9423)
Anti-GFP.mLb.mkD.sorted_peak_5361	Abca7 (+517)
Anti-GFP.mLb.mkD.sorted_peak_5394	Efna2 (+49)
Anti-GFP.mLb.mkD.sorted_peak_5419	2310011J03Rik (+6466), Apc2 (+12251)
Anti-GFP.mLb.mkD.sorted_peak_5474	Mknk2 (-532)
Anti-GFP.mLb.mkD.sorted_peak_5490	Lsm7 (-111), Sppl2b (+45)
Anti-GFP.mLb.mkD.sorted_peak_5492	Tmprss9 (+10061), Timm13 (+19060)
Anti-GFP.mLb.mkD.sorted_peak_5498	Lmnb2 (-2549)
Anti-GFP.mLb.mkD.sorted_peak_5514	Gng7 (+2098), Gadd45b (+69194)
Anti-GFP.mLb.mkD.sorted_peak_5522	Slc39a3 (+623)
Anti-GFP.mLb.mkD.sorted_peak_5528	Map2k2 (+100)
Anti-GFP.mLb.mkD.sorted_peak_5536	Nmrk2 (+590)
Anti-GFP.mLb.mkD.sorted_peak_5542	Matk (-4591)
Anti-GFP.mLb.mkD.sorted_peak_5581	Nfic (-1996)
Anti-GFP.mLb.mkD.sorted_peak_5631	Zfp873 (+203)
Anti-GFP.mLb.mkD.sorted_peak_5632	ENSMUSG00000112160 (+415)
Anti-GFP.mLb.mkD.sorted_peak_5666	Slc41a2 (+5232), Chst11 (+347152)
Anti-GFP.mLb.mkD.sorted_peak_5667	Slc41a2 (+276)
Anti-GFP.mLb.mkD.sorted_peak_5703	Nuak1 (-90793), Ckap4 (+2672)
Anti-GFP.mLb.mkD.sorted_peak_5707	Tcp11l2 (+280)
Anti-GFP.mLb.mkD.sorted_peak_5730	Fhl4 (-527), Tmem263 (+395)
Anti-GFP.mLb.mkD.sorted_peak_5752	Pwp1 (-273218), Btbd11 (+211799)
Anti-GFP.mLb.mkD.sorted_peak_5762	Fbxo7 (-932)
Anti-GFP.mLb.mkD.sorted_peak_5773	Nt5dc3 (-129)
Anti-GFP.mLb.mkD.sorted_peak_5790	Pmch (-230488), Igf1 (+1326)
Anti-GFP.mLb.mkD.sorted_peak_5803	Chpt1 (+592)
Anti-GFP.mLb.mkD.sorted_peak_5815	Slc5a8 (+13)
Anti-GFP.mLb.mkD.sorted_peak_5817	Ano4 (+27)
Anti-GFP.mLb.mkD.sorted_peak_5820	Gas2l3 (+270)
Anti-GFP.mLb.mkD.sorted_peak_5822	Scyl2 (-3597)
Anti-GFP.mLb.mkD.sorted_peak_5825	Uhrf1bp1l (+448)
Anti-GFP.mLb.mkD.sorted_peak_5834	Ikbip (-241), Apaf1 (-46)
Anti-GFP.mLb.mkD.sorted_peak_5840	Tmpo (-7579)
Anti-GFP.mLb.mkD.sorted_peak_5849	Nedd1 (-219)
Anti-GFP.mLb.mkD.sorted_peak_5854	Cdk17 (+648)
Anti-GFP.mLb.mkD.sorted_peak_5878	Lta4h (+516)
Anti-GFP.mLb.mkD.sorted_peak_5881	Amdhd1 (+5076), Hal (+46189)
Anti-GFP.mLb.mkD.sorted_peak_5887	Snrpf (-4644)
Anti-GFP.mLb.mkD.sorted_peak_5900	Usp44 (+2921), Metap2 (+55338)
Anti-GFP.mLb.mkD.sorted_peak_5906	Vezt (-570), Fgd6 (+386)
Anti-GFP.mLb.mkD.sorted_peak_5913	Tmcc3 (-202539), Ndufa12 (+113314)
Anti-GFP.mLb.mkD.sorted_peak_5924	Cep83 (-143344), Tmcc3 (+30453)
Anti-GFP.mLb.mkD.sorted_peak_5925	Cep83 (-137778), Tmcc3 (+36019)
Anti-GFP.mLb.mkD.sorted_peak_5932	Cep83 (+455)
Anti-GFP.mLb.mkD.sorted_peak_5968	Socs2 (+986)
Anti-GFP.mLb.mkD.sorted_peak_5974	Ube2n (-7172), Mrpl42 (-6046)
Anti-GFP.mLb.mkD.sorted_peak_5997	Eea1 (+100)
Anti-GFP.mLb.mkD.sorted_peak_6002	Btg1 (+433)
Anti-GFP.mLb.mkD.sorted_peak_6012	Ccer1 (+616)
Anti-GFP.mLb.mkD.sorted_peak_6023	Atp2b1 (-453)
Anti-GFP.mLb.mkD.sorted_peak_6087	Lin7a (+623)
Anti-GFP.mLb.mkD.sorted_peak_6090	Myf5 (+315)
Anti-GFP.mLb.mkD.sorted_peak_6091	Myf6 (+850)
Anti-GFP.mLb.mkD.sorted_peak_6096	Ppp1r12a (+577)
Anti-GFP.mLb.mkD.sorted_peak_6103	Pawr (+1386), Gm5136 (+366653)
Anti-GFP.mLb.mkD.sorted_peak_6108	Syt1 (-513)
Anti-GFP.mLb.mkD.sorted_peak_6120	E2f7 (-42)
Anti-GFP.mLb.mkD.sorted_peak_6135	Zdhhc17 (-347)
Anti-GFP.mLb.mkD.sorted_peak_6140	Osbpl8 (+339)
Anti-GFP.mLb.mkD.sorted_peak_6142	Bbs10 (-83)
Anti-GFP.mLb.mkD.sorted_peak_6184	Trhde (-236)
Anti-GFP.mLb.mkD.sorted_peak_6197	Tmem19 (-243)
Anti-GFP.mLb.mkD.sorted_peak_6198	Zfc3h1 (-285), Thap2 (-239)
Anti-GFP.mLb.mkD.sorted_peak_6202	Lgr5 (+867)
Anti-GFP.mLb.mkD.sorted_peak_6204	Ptprr (+435)
Anti-GFP.mLb.mkD.sorted_peak_6206	4933416C03Rik (+438)
Anti-GFP.mLb.mkD.sorted_peak_6213	Kcnmb4 (-138)
Anti-GFP.mLb.mkD.sorted_peak_6231	Myrfl (-51548), Rab3ip (+1913)
Anti-GFP.mLb.mkD.sorted_peak_6243	Lrrc10 (-3)
Anti-GFP.mLb.mkD.sorted_peak_6247	Frs2 (-278)
Anti-GFP.mLb.mkD.sorted_peak_6257	Yeats4 (-4939)
Anti-GFP.mLb.mkD.sorted_peak_6282	Slc35e3 (+6)
Anti-GFP.mLb.mkD.sorted_peak_6313	Mdm1 (+23)
Anti-GFP.mLb.mkD.sorted_peak_6339	Grip1 (-417)
Anti-GFP.mLb.mkD.sorted_peak_6345	Helb (-804)
Anti-GFP.mLb.mkD.sorted_peak_6350	Irak3 (-3725), Tmbim4 (-3366)
Anti-GFP.mLb.mkD.sorted_peak_6389	Wif1 (+386)
Anti-GFP.mLb.mkD.sorted_peak_6400	Gns (-121)
Anti-GFP.mLb.mkD.sorted_peak_6451	BC048403 (+6035), Srgap1 (+301343)
Anti-GFP.mLb.mkD.sorted_peak_6466	Avpr1a (+597)
Anti-GFP.mLb.mkD.sorted_peak_6469	Ppm1h (+163)
Anti-GFP.mLb.mkD.sorted_peak_6488	Usp15 (-320)
Anti-GFP.mLb.mkD.sorted_peak_6490	Fam19a2 (+1194)
Anti-GFP.mLb.mkD.sorted_peak_6514	Atp23 (+690)
Anti-GFP.mLb.mkD.sorted_peak_6532	Cyp27b1 (+1017), March9 (+10917)
Anti-GFP.mLb.mkD.sorted_peak_6548	B4galnt1 (-134)
Anti-GFP.mLb.mkD.sorted_peak_6597	Lrp1 (+403)
Anti-GFP.mLb.mkD.sorted_peak_6603	Tac2 (-16591), Myo1a (+2717)
Anti-GFP.mLb.mkD.sorted_peak_6607	Tac2 (-2788)
Anti-GFP.mLb.mkD.sorted_peak_6612	Gpr182 (+981)
Anti-GFP.mLb.mkD.sorted_peak_6613	Gpr182 (-4381), Rdh16f1 (-3674), Rdh1 (-3608)
Anti-GFP.mLb.mkD.sorted_peak_6615	Rdh7 (-1824)
Anti-GFP.mLb.mkD.sorted_peak_6645	Gls2 (+209)
Anti-GFP.mLb.mkD.sorted_peak_6649	Mip (-4560)
Anti-GFP.mLb.mkD.sorted_peak_6654	Apon (-12234), Timeless (+9851)
Anti-GFP.mLb.mkD.sorted_peak_6659	Apof (-13310), Apon (+1211)
Anti-GFP.mLb.mkD.sorted_peak_6661	Stat2 (-686)
Anti-GFP.mLb.mkD.sorted_peak_6670	Coq10a (-336)
Anti-GFP.mLb.mkD.sorted_peak_6677	Smarcc2 (-477)
Anti-GFP.mLb.mkD.sorted_peak_6687	Esyt1 (+419)
Anti-GFP.mLb.mkD.sorted_peak_6709	Pmel (-1487), Cdk2 (+259)
Anti-GFP.mLb.mkD.sorted_peak_6726	Rdh5 (-3827), Bloc1s1 (+400)
Anti-GFP.mLb.mkD.sorted_peak_6747	Eif4enif1 (+563)
Anti-GFP.mLb.mkD.sorted_peak_6753	Pik3ip1 (+1713), Limk2 (+77060)
Anti-GFP.mLb.mkD.sorted_peak_6767	Pla2g3 (+6102), Inpp5j (+10435)
Anti-GFP.mLb.mkD.sorted_peak_6768	Inpp5j (+2375), Pla2g3 (+14162)
Anti-GFP.mLb.mkD.sorted_peak_6770	Selenom (+1464), Smtn (+22908)
Anti-GFP.mLb.mkD.sorted_peak_6784	Osbp2 (+89080), Morc2a (+125329)
Anti-GFP.mLb.mkD.sorted_peak_6788	4921536K21Rik (-515), Dusp18 (+373)
Anti-GFP.mLb.mkD.sorted_peak_6807	Rnf215 (+558)
Anti-GFP.mLb.mkD.sorted_peak_6816	Lif (-18827), Osm (+2310)
Anti-GFP.mLb.mkD.sorted_peak_6829	Hormad2 (+5)
Anti-GFP.mLb.mkD.sorted_peak_6861	Thoc5 (+3650), Nefh (+49071)
Anti-GFP.mLb.mkD.sorted_peak_6862	Nefh (+572)
Anti-GFP.mLb.mkD.sorted_peak_6885	Kremen1 (-732)
Anti-GFP.mLb.mkD.sorted_peak_6897	Xbp1 (-4317)
Anti-GFP.mLb.mkD.sorted_peak_6901	Ankrd36 (+1517), Mrps24 (+136486)
Anti-GFP.mLb.mkD.sorted_peak_6920	Urgcp (-373)
Anti-GFP.mLb.mkD.sorted_peak_6922	Dbnl (-25214), Urgcp (-22158)
Anti-GFP.mLb.mkD.sorted_peak_6925	Dbnl (+70)
Anti-GFP.mLb.mkD.sorted_peak_6928	Pgam2 (+1135), Dbnl (+14076)
Anti-GFP.mLb.mkD.sorted_peak_6932	Aebp1 (+238)
Anti-GFP.mLb.mkD.sorted_peak_6937	Myl7 (-2021)
Anti-GFP.mLb.mkD.sorted_peak_6958	Ogdh (+154)
Anti-GFP.mLb.mkD.sorted_peak_6988	Adcy1 (-403695), Ramp3 (+1273)
Anti-GFP.mLb.mkD.sorted_peak_6999	Igfbp1 (+272)
Anti-GFP.mLb.mkD.sorted_peak_7045	Vwc2 (+843)
Anti-GFP.mLb.mkD.sorted_peak_7052	Ikzf1 (-319)
Anti-GFP.mLb.mkD.sorted_peak_7079	Ddc (-128012), Grb10 (+11245)
Anti-GFP.mLb.mkD.sorted_peak_7106	Vstm2a (+1550), Sec61g (+249210)
Anti-GFP.mLb.mkD.sorted_peak_7119	Cnrip1 (+135)
Anti-GFP.mLb.mkD.sorted_peak_7159	Spred2 (-2009)
Anti-GFP.mLb.mkD.sorted_peak_7172	Actr2 (-267)
Anti-GFP.mLb.mkD.sorted_peak_7205	Sertad2 (+497)
Anti-GFP.mLb.mkD.sorted_peak_7218	Aftph (-13040), Lgalsl (+90409)
Anti-GFP.mLb.mkD.sorted_peak_7220	Lgalsl (+442)
Anti-GFP.mLb.mkD.sorted_peak_7231	Ugp2 (-73)
Anti-GFP.mLb.mkD.sorted_peak_7240	Otx1 (+912)
Anti-GFP.mLb.mkD.sorted_peak_7241	Ehbp1 (+719)
Anti-GFP.mLb.mkD.sorted_peak_7242	Tmem17 (+551)
Anti-GFP.mLb.mkD.sorted_peak_7282	Ahsa2 (+586)
Anti-GFP.mLb.mkD.sorted_peak_7283	0610010F05Rik (-3938)
Anti-GFP.mLb.mkD.sorted_peak_7286	Pex13 (-240), Pus10 (+192)
Anti-GFP.mLb.mkD.sorted_peak_7287	Rel (-316)
Anti-GFP.mLb.mkD.sorted_peak_7296	A830031A19Rik (-4831), Bcl11a (+1712)
Anti-GFP.mLb.mkD.sorted_peak_7319	Gm6899 (-205651), Fancl (+1455)
Anti-GFP.mLb.mkD.sorted_peak_7344	Ppp4r3b (-67)
Anti-GFP.mLb.mkD.sorted_peak_7347	Ccdc88a (+165)
Anti-GFP.mLb.mkD.sorted_peak_7364	4931440F15Rik (+1225), Rtn4 (+131496)
Anti-GFP.mLb.mkD.sorted_peak_7375	4930505A04Rik (-487)
Anti-GFP.mLb.mkD.sorted_peak_7396	Bod1 (+770)
Anti-GFP.mLb.mkD.sorted_peak_7401	Cpeb4 (-1280)
Anti-GFP.mLb.mkD.sorted_peak_7415	Il9r (+5351), Nsg2 (+194422)
Anti-GFP.mLb.mkD.sorted_peak_7418	Snrnp25 (+7382), Rhbdf1 (+9503)
Anti-GFP.mLb.mkD.sorted_peak_7419	Mpg (-4413), Rhbdf1 (+202)
Anti-GFP.mLb.mkD.sorted_peak_7424	Hbq1b (+275)
Anti-GFP.mLb.mkD.sorted_peak_7425	Hbq1a (+336)
Anti-GFP.mLb.mkD.sorted_peak_7430	Ubtd2 (+289)
Anti-GFP.mLb.mkD.sorted_peak_7465	Kcnip1 (+321)
Anti-GFP.mLb.mkD.sorted_peak_7473	Dock2 (+207)
Anti-GFP.mLb.mkD.sorted_peak_7488	Fbll1 (+730)
Anti-GFP.mLb.mkD.sorted_peak_7523	Mat2b (-419)
Anti-GFP.mLb.mkD.sorted_peak_7537	Gabra1 (+705)
Anti-GFP.mLb.mkD.sorted_peak_7577	Il12b (-1167)
Anti-GFP.mLb.mkD.sorted_peak_7580	Rnf145 (+765)
Anti-GFP.mLb.mkD.sorted_peak_7601	Thg1l (+149)
Anti-GFP.mLb.mkD.sorted_peak_7616	Cyfip2 (+1052), Fndc9 (+75775)
Anti-GFP.mLb.mkD.sorted_peak_7625	Sgcd (+245)
Anti-GFP.mLb.mkD.sorted_peak_7655	Irgm1 (-159)
Anti-GFP.mLb.mkD.sorted_peak_7658	Ifi47 (+11844), Olfr1396 (+26443)
Anti-GFP.mLb.mkD.sorted_peak_7663	Mgat1 (+377)
Anti-GFP.mLb.mkD.sorted_peak_7680	Gfpt2 (+585)
Anti-GFP.mLb.mkD.sorted_peak_7682	Mapk9 (+678)
Anti-GFP.mLb.mkD.sorted_peak_7683	Rasgef1c (-549)
Anti-GFP.mLb.mkD.sorted_peak_7689	Tbc1d9b (+633)
Anti-GFP.mLb.mkD.sorted_peak_7697	Mgat4b (+115)
Anti-GFP.mLb.mkD.sorted_peak_7699	Ltc4s (+2261), Mgat4b (+10936)
Anti-GFP.mLb.mkD.sorted_peak_7707	Hnrnph1 (-7757), Cby3 (+15550)
Anti-GFP.mLb.mkD.sorted_peak_7708	Hnrnph1 (-956)
Anti-GFP.mLb.mkD.sorted_peak_7726	Grm6 (+211)
Anti-GFP.mLb.mkD.sorted_peak_7733	Zfp354a (+197)
Anti-GFP.mLb.mkD.sorted_peak_7741	Col23a1 (+613)
Anti-GFP.mLb.mkD.sorted_peak_7773	Cdkl3 (-1954), Ube2b (-1852)
Anti-GFP.mLb.mkD.sorted_peak_7834	Kif3a (+1020), Il4 (+50270)
Anti-GFP.mLb.mkD.sorted_peak_7838	Il4 (-14101), Il13 (+1932)
Anti-GFP.mLb.mkD.sorted_peak_7840	Il13 (-2205)
Anti-GFP.mLb.mkD.sorted_peak_7862	Slc22a4 (+43)
Anti-GFP.mLb.mkD.sorted_peak_7863	Pdlim4 (+34)
Anti-GFP.mLb.mkD.sorted_peak_7896	Slc36a1 (+248)
Anti-GFP.mLb.mkD.sorted_peak_7897	Fat2 (+21887), Slc36a1 (+110327)
Anti-GFP.mLb.mkD.sorted_peak_7920	Glra1 (+47)
Anti-GFP.mLb.mkD.sorted_peak_7944	Galnt10 (+15)
Anti-GFP.mLb.mkD.sorted_peak_7956	Hand1 (+2873), Sap30l (+27637)
Anti-GFP.mLb.mkD.sorted_peak_7958	Larp1 (-171123), Hand1 (-5794)
Anti-GFP.mLb.mkD.sorted_peak_7984	Irgm2 (+745), Igtp (+807)
Anti-GFP.mLb.mkD.sorted_peak_7992	Zfp672 (+5614), Zfp692 (+10430)
Anti-GFP.mLb.mkD.sorted_peak_7999	Trim58 (+248)
Anti-GFP.mLb.mkD.sorted_peak_8000	Olfr320 (-15023), Olfr322 (+7260)
Anti-GFP.mLb.mkD.sorted_peak_8001	Fam183b (-295)
Anti-GFP.mLb.mkD.sorted_peak_8006	Btnl10 (-3457)
Anti-GFP.mLb.mkD.sorted_peak_8010	Trim17 (-1367)
Anti-GFP.mLb.mkD.sorted_peak_8030	Obscn (+564)
Anti-GFP.mLb.mkD.sorted_peak_8033	Iba57 (+47)
Anti-GFP.mLb.mkD.sorted_peak_8037	Mrpl55 (+188)
Anti-GFP.mLb.mkD.sorted_peak_8068	Nlrp3 (-4291)
Anti-GFP.mLb.mkD.sorted_peak_8072	Mprip (+56)
Anti-GFP.mLb.mkD.sorted_peak_8074	Flcn (-1779)
Anti-GFP.mLb.mkD.sorted_peak_8076	Nt5m (-206)
Anti-GFP.mLb.mkD.sorted_peak_8101	Srebf1 (+536)
Anti-GFP.mLb.mkD.sorted_peak_8114	Gid4 (-153), Atpaf2 (-58)
Anti-GFP.mLb.mkD.sorted_peak_8156	Map2k3 (+410)
Anti-GFP.mLb.mkD.sorted_peak_8162	Kcnj12 (-42414), Map2k3 (+91357)
Anti-GFP.mLb.mkD.sorted_peak_8168	Tnfrsf13b (+2539), Usp22 (+45761)
Anti-GFP.mLb.mkD.sorted_peak_8170	Usp22 (+796)
Anti-GFP.mLb.mkD.sorted_peak_8181	Slc47a2 (+102)
Anti-GFP.mLb.mkD.sorted_peak_8185	Slc47a1 (-71890), Rnf112 (+4034)
Anti-GFP.mLb.mkD.sorted_peak_8187	Mfap4 (-676)
Anti-GFP.mLb.mkD.sorted_peak_8205	Ulk2 (-282)
Anti-GFP.mLb.mkD.sorted_peak_8208	Specc1 (-77767), Akap10 (-21234)
Anti-GFP.mLb.mkD.sorted_peak_8209	Specc1 (-71711), Akap10 (-27290)
Anti-GFP.mLb.mkD.sorted_peak_8213	Adora2b (-171619), Specc1 (+48112)
Anti-GFP.mLb.mkD.sorted_peak_8216	Zswim7 (-365), Ttc19 (+256)
Anti-GFP.mLb.mkD.sorted_peak_8240	Trpv2 (+982)
Anti-GFP.mLb.mkD.sorted_peak_8247	Mmgt2 (-2731), Lrrc75a (+1805)
Anti-GFP.mLb.mkD.sorted_peak_8257	Zfp286 (+285)
Anti-GFP.mLb.mkD.sorted_peak_8258	Trim16 (-25698), Zfp286 (-5071)
Anti-GFP.mLb.mkD.sorted_peak_8298	1700086D15Rik (-1966)
Anti-GFP.mLb.mkD.sorted_peak_8300	Myocd (-318)
Anti-GFP.mLb.mkD.sorted_peak_8301	Map2k4 (+451)
Anti-GFP.mLb.mkD.sorted_peak_8307	Shisa6 (-224)
Anti-GFP.mLb.mkD.sorted_peak_8324	Sco1 (-1405), Adprm (+1305)
Anti-GFP.mLb.mkD.sorted_peak_8339	Gsg1l2 (-3752), Glp2r (+297)
Anti-GFP.mLb.mkD.sorted_peak_8341	Usp43 (-555)
Anti-GFP.mLb.mkD.sorted_peak_8359	Pik3r6 (-1833)
Anti-GFP.mLb.mkD.sorted_peak_8364	Mfsd6l (+261)
Anti-GFP.mLb.mkD.sorted_peak_8375	Rpl26 (-8610), Rnf222 (+4472)
Anti-GFP.mLb.mkD.sorted_peak_8380	Odf4 (-28924), Arhgef15 (+1507)
Anti-GFP.mLb.mkD.sorted_peak_8397	Aloxe3 (-3296), 9130213A22Rik (-11)
Anti-GFP.mLb.mkD.sorted_peak_8405	Alox8 (+570)
Anti-GFP.mLb.mkD.sorted_peak_8407	Gucy2e (+278)
Anti-GFP.mLb.mkD.sorted_peak_8489	Gm39566 (-1915)
Anti-GFP.mLb.mkD.sorted_peak_8491	Spem1 (-4241)
Anti-GFP.mLb.mkD.sorted_peak_8493	Tmem256 (-2531), Nlgn2 (+1791)
Anti-GFP.mLb.mkD.sorted_peak_8505	Gps2 (+24)
Anti-GFP.mLb.mkD.sorted_peak_8532	Slc16a11 (+1400), Slc16a13 (+6842)
Anti-GFP.mLb.mkD.sorted_peak_8542	Alox12e (+396)
Anti-GFP.mLb.mkD.sorted_peak_8545	Alox15 (+396)
Anti-GFP.mLb.mkD.sorted_peak_8551	Tm4sf5 (-377)
Anti-GFP.mLb.mkD.sorted_peak_8552	Vmo1 (+4412), Tm4sf5 (+4960)
Anti-GFP.mLb.mkD.sorted_peak_8555	Pld2 (-199)
Anti-GFP.mLb.mkD.sorted_peak_8557	Mink1 (-844)
Anti-GFP.mLb.mkD.sorted_peak_8564	Chrne (-3307)
Anti-GFP.mLb.mkD.sorted_peak_8575	Camta2 (-231)
