# GREAT version 4.0.4	Species assembly: mm10	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
1110004E09Rik	peak_1985 (+30812)
Rhou	peak_4592 (+75617)
Rhox3e	peak_4857 (-3406)
Rhox9	peak_4859 (-75733), peak_4858 (-7553)
Rictor	peak_1623 (-53802)
Rimbp2	peak_3832 (+37301)
Rims1	peak_62 (-68348)
Rims2	peak_1690 (+48554)
Rims4	peak_2758 (+18734)
Riox2	peak_1909 (-14145)
Ripk2	peak_3140 (-647082), peak_3139 (-381406)
Rit2	peak_2267 (+36174)
Rlf	peak_3415 (-39925)
Rnd3	peak_2586 (+122975), peak_2585 (+378588)
Rnf133	peak_3931 (+139406)
Rnf141	peak_4289 (+34622)
Rnf146	peak_463 (-78906)
Rnf148	peak_3932 (-20158)
Rnf149	peak_100 (-20779)
Rnf150	peak_4501 (-44352)
Rnf157	peak_911 (+29504)
Rnf2	peak_342 (-16367), peak_341 (-11384)
Rnf208	peak_2529 (+6009)
Rnf215	peak_693 (+8827)
Rnf216	peak_3861 (-24749)
Rnf217	peak_466 (-64252)
Rnf220	peak_3407 (+69207)
Rnf32	peak_3571 (-133534)
Rnf34	peak_3809 (+31798)
Rnf39	peak_2107 (-19432)
Rnf8	peak_2088 (-14784), peak_2089 (-9691)
Rnft1	peak_851 (-16156)
Rnft2	peak_3785 (+14262)
Rnls	peak_2424 (+106499)
Rnpc3	peak_3026 (-39587)
Robo1	peak_1943 (-66732), peak_1944 (-39458), peak_1945 (+360897), peak_1946 (+691365)
Robo2	peak_1948 (+205148), peak_1947 (+673828)
Ropn1l	peak_1669 (+6378)
Ror1	peak_3364 (-73503)
Ror2	peak_1269 (+84265)
Rorb	peak_2397 (-240361)
Rpa3	peak_3901 (+13191)
Rpe65	peak_3096 (+55105), peak_3097 (+76020)
Rpf2	peak_484 (+34233)
Rpia	peak_4019 (+267824), peak_4018 (+302550), peak_4017 (+839754), peak_4016 (+989023)
Rpl10-ps3	peak_4693 (+60998)
Rpl12	peak_2554 (-42501), peak_2555 (-21520)
Rpl13a-ps1	peak_2466 (+507228), peak_2465 (+570547), peak_2464 (+690010), peak_2463 (+853819)
Rpl24	peak_1901 (-6726)
Rpl31	peak_99 (-21842)
Rpl34	peak_3048 (-43832)
Rpl37a	peak_179 (+28148), peak_180 (+53936)
Rpl38	peak_904 (-114180), peak_905 (-49503), peak_906 (-40043)
Rpl7a-ps3	peak_1679 (-72139)
Rplp1	peak_4717 (+160641), peak_4716 (+211845)
Rpn1	peak_4041 (+25646)
Rpp14	peak_1414 (+7628)
Rprm	peak_2594 (-173106), peak_2593 (+20609), peak_2592 (+45622), peak_2591 (+94204), peak_2590 (+159278)
Rps12	peak_456 (+155865)
Rps17	peak_4243 (+23738)
Rps20	peak_3098 (+21803)
Rps24	peak_1454 (+436119)
Rps27a	peak_755 (-54581)
Rps29	peak_1049 (+717955), peak_1048 (+752616)
Rps3a1	peak_2977 (-17511)
Rps6ka1	peak_3445 (+58957)
Rps6ka2	peak_2022 (-31665)
Rps6ka3	peak_5033 (-385962)
Rps6kc1	peak_409 (+164619), peak_408 (+245889)
Rpusd3	peak_4083 (+6486)
Rragc	peak_3421 (+232808)
Rras2	peak_4293 (-15594), peak_4292 (+56655), peak_4291 (+83847)
Rrs1	peak_23 (-75672)
Rsg1	peak_3466 (+6353)
Rsl24d1	peak_4735 (+62001), peak_4736 (+123101)
Rspo2	peak_1698 (+29324)
Rspo3	peak_464 (-238000)
Rsrc1	peak_2939 (+176747)
Rtkn2	peak_546 (+117858)
Rtl1	peak_1132 (-149582), peak_1131 (-12888)
Rtn4rl1	peak_829 (+11379), peak_830 (+25865), peak_831 (+53221), peak_832 (+72217)
Rttn	peak_2366 (-25683)
Rundc3b	peak_3522 (+71503)
Runx1t1	peak_3131 (-318847), peak_3132 (+179153), peak_3133 (+297164)
Runx2	peak_2128 (-212238)
Runx3	peak_3451 (-50596)
Rusc2	peak_3209 (+10501)
Rxfp2	peak_3882 (-12791)
Rxra	peak_2533 (+97277)
Rybp	peak_4056 (+73983), peak_4055 (+116619), peak_4054 (+124141)
Ryk	peak_4780 (+6123)
Ryr3	peak_2686 (-104370)
S1pr1	peak_3028 (+272649)
S1pr2	peak_4639 (+9365)
Sall3	peak_2355 (-219287)
Sall4	peak_2771 (-64643)
Samd4	peak_1493 (+85145)
Samd9l	peak_3885 (+119274)
Samsn1	peak_1952 (-88156)
Samt2	peak_5026 (-134803)
Sap30l	peak_802 (-21969)
Sars	peak_3020 (-27101)
Sash1	peak_426 (+135577)
Satb1	peak_2138 (-263329)
Satb2	peak_143 (-99075)
Saxo1	peak_3331 (+89197), peak_3330 (+216374)
Saysd1	peak_1441 (-36939)
Sbk1	peak_4306 (-34449)
Sbspon	peak_41 (-42012), peak_40 (+9325)
Scaf11	peak_1789 (-87644)
Scamp1	peak_1358 (+60741)
Scand1	peak_2743 (-50472)
Scaper	peak_4705 (+90770)
Scarb1	peak_3821 (+73761)
Scg2	peak_191 (+59089)
Scgb1b27	peak_4198 (+26515)
Scgb2b26	peak_4197 (+40778)
Scgn	peak_1206 (-36887)
Schip1	peak_2943 (-8174)
Scml4	peak_493 (+102190)
Scn11a	peak_4813 (+31490)
Scn1a	peak_2619 (-19796)
Scn3b	peak_4673 (-15049)
Scn7a	peak_2620 (-221560)
Scn8a	peak_1801 (-25174)
Scrg1	peak_4434 (-58748)
Scrt2	peak_2736 (-24181)
Scube3	peak_2082 (+13360)
Sdc2	peak_1673 (-289609)
Sdcbp2	peak_2734 (+21606), peak_2735 (+28054)
Sdhaf3	peak_3893 (+34261)
Sdhaf4	peak_64 (+35637)
Sdk2	peak_903 (-127828)
Sdr16c6	peak_3099 (+28437)
Sec11c	peak_2318 (-50510)
Sec14l1	peak_913 (-85995), peak_914 (+8394), peak_915 (+14467)
Sec14l4	peak_692 (-14478)
Sec14l5	peak_1808 (+18584)
Sec23a	peak_1033 (+153261), peak_1032 (+242111)
Sec31a	peak_3715 (+61538)
Sec31b	peak_2441 (+13697)
Sec61g	peak_717 (-7066), peak_716 (+122700)
Selenon	peak_3446 (+6967)
Sem1	peak_3892 (+88754)
Sema3c	peak_3544 (+34709)
Sema3d	peak_3531 (+355374)
Sema3e	peak_3534 (+155427)
Sema3f	peak_4796 (+6907)
Sema4d	peak_1264 (+21824)
Sema4f	peak_4035 (+25932), peak_4034 (+76856)
Sema5a	peak_1672 (+151370)
Sema5b	peak_1861 (+72344), peak_1862 (+109570)
Sema6a	peak_2294 (-168810), peak_2293 (+38113)
Sema6d	peak_2698 (-730222), peak_2699 (-354850), peak_2700 (+109686)
Senp2	peak_1836 (+51614)
Senp6	peak_4748 (-14674)
Sept7	peak_4652 (-18874)
Sept9	peak_916 (+91718)
Serpina3f	peak_1110 (-12714)
Serpinb3d	peak_249 (-36815)
Serpinb6d	peak_1220 (+22000)
Serpinb8	peak_250 (+233219), peak_251 (+291732), peak_252 (+336546), peak_253 (+826593)
Sesn2	peak_3441 (+10939)
Sesn3	peak_4629 (-174433)
Sestd1	peak_2638 (-110104)
Setbp1	peak_2351 (-397762)
Setd4	peak_1997 (+165310)
Setmar	peak_4069 (-113658), peak_4070 (-71460), peak_4071 (-17209)
Sez6l	peak_3755 (-84230), peak_3754 (+11686)
Sfrp2	peak_2974 (+6664)
Sgcd	peak_784 (-414943), peak_783 (-88773)
Sgcz	peak_4403 (-157798)
Sgip1	peak_3371 (-54281)
Sgk1	peak_449 (-24401)
Sgo1	peak_2144 (-57196)
Sgo2b	peak_4453 (+273598)
Sh2d1a	peak_4870 (+258829)
Sh2d4a	peak_4467 (-55507), peak_4468 (+134787), peak_4469 (+185031), peak_4470 (+222735)
Sh2d4b	peak_1481 (-19873), peak_1480 (+229360), peak_1479 (+709502)
Sh3bgrl2	peak_4757 (+59144)
Sh3bp5l	peak_803 (+14763)
Sh3gl2	peak_3328 (+207944)
Sh3glb1	peak_3077 (+40017), peak_3076 (+65982)
Sh3pxd2a	peak_2452 (+47394)
Shh	peak_3571 (-595207), peak_3570 (-137031), peak_3569 (-18090), peak_3568 (+19898)
Shisa6	peak_813 (+65182)
Shisa8	peak_1767 (+13371)
Shox2	peak_2938 (+145801), peak_2937 (+311786)
Shroom3	peak_3701 (+173634)
Siah1a	peak_4506 (-18929)
Siah2	peak_2919 (-70099)
Sipa1l2	peak_4596 (-34856)
Sipa1l3	peak_4194 (-23603)
Sirt3	peak_4326 (-8569)
Sis	peak_2950 (+74209), peak_2949 (+810741)
Skap2	peak_3991 (-18840)
Skint11	peak_3397 (+55136)
Skint6	peak_3396 (+80446)
Skint8	peak_3394 (+16586)
Skint9	peak_3395 (-80566)
Skor1	peak_4722 (-35499)
Skor2	peak_2347 (-178307), peak_2348 (-69845)
Slain1	peak_1588 (+52109)
Slain2	peak_3653 (+18886)
Slc10a1	peak_1073 (-22330)
Slc10a2	peak_4343 (-908721), peak_4342 (-736218), peak_4341 (-136545)
Slc12a2	peak_2305 (-86187)
Slc13a1	peak_3934 (+98622)
Slc13a4	peak_3958 (+37901)
Slc15a1	peak_1611 (-86124)
Slc15a4	peak_3827 (+38471)
Slc15a5	peak_4124 (+55510)
Slc17a5	peak_4744 (+41974)
Slc19a1	peak_572 (-24515), peak_573 (+9184)
Slc19a3	peak_199 (+37574), peak_198 (+77920)
Slc1a1	peak_2414 (-71044), peak_2415 (-28583)
Slc1a3	peak_1629 (+42543)
Slc1a4	peak_732 (-63433)
Slc1a5	peak_4169 (-9578)
Slc22a15	peak_3005 (+17386)
Slc22a16	peak_485 (-92654), peak_486 (-33714)
Slc22a19	peak_2379 (+30551), peak_2378 (+42770)
Slc22a23	peak_1222 (-125710)
Slc22a8	peak_2380 (-62698), peak_2381 (-41586)
Slc24a1	peak_4726 (+6947)
Slc24a2	peak_3334 (-386612), peak_3333 (-275449)
Slc24a5	peak_2701 (-36238)
Slc25a13	peak_3891 (+33482), peak_3890 (+48001)
Slc25a33	peak_3488 (-51441), peak_3487 (-20490)
Slc25a34	peak_3469 (-18406)
Slc25a36	peak_4770 (-22414)
Slc25a37	peak_1530 (+35746)
Slc26a4	peak_970 (+27589)
Slc26a7	peak_3136 (-58226), peak_3135 (-11034), peak_3134 (+39322)
Slc28a1	peak_4242 (-20602)
Slc28a3	peak_1282 (+43749)
Slc2a1	peak_3411 (-64043)
Slc2a12	peak_450 (-23649)
Slc2a2	peak_2858 (-120457)
Slc30a5	peak_1376 (-216072), peak_1375 (-94728)
Slc35b3	peak_1233 (-583988), peak_1232 (+25042), peak_1231 (+70432)
Slc35f1	peak_516 (-41483), peak_517 (+260816)
Slc35f2	peak_4701 (+15740)
Slc38a1	peak_1790 (+65044)
Slc38a4	peak_1792 (+52878)
Slc39a10	peak_125 (-867227), peak_124 (-774592), peak_123 (-327715), peak_122 (-295450), peak_121 (-144493)
Slc39a11	peak_897 (+44365), peak_896 (+170572), peak_895 (+274539)
Slc43a2	peak_833 (+20343)
Slc45a1	peak_3495 (+68704)
Slc45a3	peak_302 (+7259)
Slc45a4	peak_1751 (+38039)
Slc46a3	peak_3872 (-18691)
Slc48a1	peak_1795 (+18505)
Slc4a10	peak_2613 (-6219), peak_2614 (+129254)
Slc4a11	peak_2712 (+11743)
Slc4a3	peak_185 (+765933), peak_186 (+805255), peak_187 (+913508)
Slc4a4	peak_3690 (-11933), peak_3691 (+224882)
Slc4a7	peak_1426 (-81955)
Slc4a8	peak_1800 (+39116)
Slc5a4b	peak_567 (-6946)
Slc5a8	peak_598 (+159624)
Slc6a11	peak_4085 (-36565)
Slc6a15	peak_631 (+317090), peak_632 (+342228), peak_633 (+386879)
Slc6a20b	peak_4822 (+12258)
Slc6a21	peak_4217 (-14641), peak_4218 (+5803)
Slc7a1	peak_3875 (+96254)
Slc7a14	peak_2866 (-231050), peak_2865 (-159640)
Slc8a1	peak_2204 (-66741)
Slc9b2	peak_3060 (+10925)
Slc9c1	peak_1881 (-16461), peak_1882 (+36014)
Slco1b2	peak_4129 (-45188)
Slco2a1	peak_4781 (-83604)
Slco3a1	peak_4230 (-190754), peak_4229 (-164852)
Slco6d1	peak_229 (-35864), peak_230 (+230200), peak_231 (+468560)
Slit2	peak_3602 (-819329), peak_3603 (-695560)
Slitrk1	peak_1592 (-431628)
Slitrk2	peak_4903 (+364338)
Slitrk5	peak_1593 (+757892)
Sln	peak_4702 (-20172), peak_4703 (+34168)
Smad3	peak_4723 (-82743)
Smad4	peak_2336 (+16122)
Smad6	peak_4725 (-44984), peak_4724 (+102906)
Smad7	peak_2343 (+143797), peak_2344 (+152433)
Smap1	peak_63 (-36806)
Smarca1	peak_4875 (+155982)
Smarca2	peak_2411 (+35506)
Smc1b	peak_1777 (+46556)
Smc2	peak_3231 (-607801), peak_3232 (-352228), peak_3233 (-204519)
Smim10l1	peak_4116 (-20487)
Smim15	peak_1391 (-368061), peak_1392 (+22416)
Smim5	peak_908 (-19831)
Smox	peak_2713 (+29098)
Smr2	peak_3686 (-40949), peak_3687 (-24904)
Smtn	peak_691 (+11326)
Smtnl1	peak_2651 (+10744)
Smyd2	peak_405 (+71699), peak_404 (+81487)
Smyd3	peak_387 (+76142), peak_386 (+380972)
Snap29	peak_1825 (+17312)
Snapc1	peak_1060 (-11055)
Snapc3	peak_3321 (-34879)
Snca	peak_4006 (+209297), peak_4005 (+421496), peak_4004 (+569484)
Snd1	peak_3945 (+171848)
Snn	peak_1812 (-14529)
Snrk	peak_4821 (+50189)
Snrnp48	peak_1230 (-9407)
Snrpb2	peak_2722 (-20139)
Sntg1	peak_22 (+58117), peak_21 (+123804), peak_20 (+178319), peak_19 (+241075), peak_18 (+373616)
Sntn	peak_1422 (-30858), peak_1423 (+22768)
Snx11	peak_868 (+17141)
Snx16	peak_2816 (-948040), peak_2815 (-350470)
Snx2	peak_2301 (-155553)
Snx7	peak_3031 (-236070)
Snx9	peak_2019 (+12758)
Socs3	peak_920 (+13536), peak_919 (+46758)
Socs6	peak_2365 (+24125)
Sorcs1	peak_2471 (-781645), peak_2470 (-436548), peak_2469 (-413773), peak_2468 (+127576), peak_2467 (+252541)
Sorcs3	peak_2458 (+25824), peak_2459 (+309466), peak_2460 (+726591), peak_2461 (+771246), peak_2462 (+864332)
Sord	peak_2696 (-14708)
Sostdc1	peak_979 (-28830), peak_980 (+29120)
Sox1	peak_4355 (+43825)
Sox10	peak_1762 (-27905)
Sox11	peak_968 (-561110)
Sox14	peak_4774 (-70741)
Sox2	peak_2872 (+59485), peak_2873 (+114649), peak_2874 (+145585), peak_2875 (+244225), peak_2876 (+480999)
Sox30	peak_780 (+33922)
Sox4	peak_1214 (-60690)
Sox5	peak_4133 (+428037)
Sox6	peak_4296 (+176121), peak_4295 (+544849)
Sox9	peak_894 (+339758)
Sp3	peak_2630 (+239165)
Sp4	peak_1157 (-87125)
Sp5	peak_2625 (-134511)
Spaca7	peak_4356 (-36668)
Spag16	peak_171 (+21209), peak_172 (+142233), peak_173 (+381783)
Spata13	peak_1518 (+21339), peak_1519 (+57229)
Spata16	peak_2854 (+146851), peak_2855 (+220658)
Spata21	peak_3465 (+6910)
Spata31	peak_1295 (+56035)
Spata31d1c	peak_1296 (-35512)
Spdye4c	peak_2706 (-179419)
Speer2	peak_1940 (-29464), peak_1939 (+157700), peak_1938 (+449045), peak_1937 (+567596), peak_1936 (+655075), peak_1935 (+947687), peak_1934 (+965222)
Speer3	peak_3532 (-61356), peak_3533 (+79953)
Speer4b	peak_3567 (+205548)
Speer4c	peak_3537 (-92882)
Speer4f2	peak_3543 (-270413)
Spef2	peak_1631 (+10729)
Spert	peak_1544 (+67178)
Sphkap	peak_201 (-55349)
Spic	peak_596 (-23115)
Spin1	peak_1263 (-77872)
Spin4	peak_4952 (+40885)
Spink13	peak_2312 (+19187)
Spint1	peak_2694 (+13688)
Spock3	peak_4451 (-296163), peak_4452 (+124244)
Spred2	peak_730 (-48392), peak_731 (+41082)
Spry1	peak_2878 (-69825)
Spry2	peak_1589 (+21281)
Spry4	peak_2281 (+78682)
Spsb1	peak_3493 (-15017), peak_3492 (+9669), peak_3491 (+32485), peak_3490 (+56225), peak_3489 (+65213)
Spsb4	peak_4769 (-37815), peak_4768 (+22763), peak_4767 (+56309)
Sptssa	peak_1020 (+88602)
Srbd1	peak_2213 (+212667)
Srd5a2	peak_2188 (-62302)
Srebf1	peak_807 (-12007)
Srek1	peak_1383 (+182186), peak_1382 (+191764)
Srfbp1	peak_2299 (-17664)
Srgap1	peak_675 (+102277), peak_674 (+131564)
Srgap3	peak_4082 (-26993), peak_4081 (+117779)
Sri	peak_3519 (+112428)
Srp9	peak_394 (+13037)
Srsf10	peak_3453 (-26679)
Ssr1	peak_1229 (+34999)
Ssr3	peak_2935 (-63593), peak_2934 (-36938)
Sstr1	peak_1028 (-269649), peak_1029 (-55155), peak_1030 (-17687)
Sstr2	peak_898 (-7476)
Sstr5	peak_2072 (-21214)
Ssx2ip	peak_3078 (-79402), peak_3079 (-47909), peak_3080 (+11423)
St18	peak_11 (+30518)
St3gal1	peak_1743 (-158642)
St6gal2	peak_2146 (-271507), peak_2147 (-67773)
St6galnac3	peak_3088 (+62090)
St6galnac5	peak_3087 (-367690), peak_3086 (-103174)
St8sia1	peak_4131 (+67259)
St8sia4	peak_224 (-573452), peak_223 (-115925)
Stab2	peak_593 (+99080)
Stac	peak_4802 (-114978)
Stac2	peak_871 (+10060)
Stard13	peak_3884 (-163665)
Stat1	peak_134 (+47484)
Stat4	peak_133 (+38568)
Stat5a	peak_874 (+14220)
Steap1	peak_3516 (-473213)
Stfa3	peak_1864 (-18629)
Stim2	peak_3612 (+137488), peak_3613 (+569308)
Stk10	peak_760 (+47299)
Stk24	peak_1610 (+12301), peak_1609 (+135673)
Stk31	peak_3985 (+138234)
Stk35	peak_2709 (-26430)
Stmn2	peak_2807 (-379923), peak_2808 (-56961), peak_2809 (-46753)
Stn1	peak_2454 (+18164), peak_2453 (+25584)
Ston1	peak_2219 (-38440), peak_2220 (-22578)
Stox2	peak_4419 (+96397), peak_4418 (+143912)
Stpg2	peak_3069 (+325468), peak_3070 (+358698), peak_3071 (+951178)
Stpg4	peak_2216 (+8621)
Stt3b	peak_4808 (+104933)
Stum	peak_389 (+61905)
Stx17	peak_3221 (+44091)
Stxbp5	peak_427 (-183921)
Stxbp6	peak_1002 (-121536), peak_1001 (+337060)
Suclg2	peak_4046 (-122499), peak_4045 (-81955)
Sucnr1	peak_2925 (+156027)
Sugct	peak_1197 (+335991), peak_1196 (+754957)
Sulf1	peak_31 (-23677), peak_32 (+116418)
Sult1c1	peak_2145 (-59391)
Sult2a1	peak_4165 (-59993)
Sult2a2	peak_4164 (-26801)
Sult2a3	peak_4166 (+66038)
Sult2a8	peak_4167 (+42530)
Sult3a2	peak_470 (-35014)
Sun5	peak_2739 (+45087)
Susd1	peak_3252 (+95753)
Susd4	peak_396 (+50677)
Susd6	peak_1072 (-11979)
Sva	peak_3967 (+11128)
Svil	peak_2231 (-39885)
Svop	peak_3765 (+25831), peak_3764 (+39385)
Svs1	peak_3982 (+21711)
Swap70	peak_4287 (-40452)
Sycp1	peak_3009 (+49071), peak_3008 (+69791)
Sycp2l	peak_1239 (+38529)
Syf2	peak_3450 (+37313)
Syne3	peak_1114 (+19753)
Synj2	peak_2020 (-29767)
Synpo2	peak_3037 (+41467)
Synpr	peak_1421 (-167548)
Syt13	peak_2665 (+58608)
Syt14	peak_414 (-34218)
Syt16	peak_1061 (+55602)
Syt3	peak_4216 (+11528)
Sytl5	peak_4828 (+39833), peak_4829 (+80424)
T	peak_2028 (-25437)
Tab3	peak_4933 (-62714), peak_4934 (+93448)
Tac1	peak_3894 (-160269), peak_3895 (-67043), peak_3896 (+58825)
Tacc2	peak_4312 (+54375)
Tacr2	peak_533 (+33710)
Tacr3	peak_3059 (-13896)
Tacstd2	peak_4013 (-826309), peak_4012 (-405843)
Taf11	peak_2080 (+22579)
Tagap	peak_2025 (-56909), peak_2026 (-51515)
Tanc1	peak_2605 (+45557)
Tanc2	peak_879 (+121840)
Taok1	peak_837 (-17193)
Tas1r2	peak_3459 (+15955)
Tas2r114	peak_4115 (-166901)
Tas2r119	peak_1671 (-230698)
Tas2r134	peak_2587 (-143994)
Tbc1d1	peak_3634 (+189612), peak_3635 (+205034)
Tbc1d5	peak_2137 (-167072)
Tbc1d9b	peak_787 (+8507)
Tbca	peak_1359 (-180740), peak_1360 (-106990)
Tbl1xr1	peak_2843 (+79912), peak_2844 (+200280), peak_2845 (+383832), peak_2846 (+436900), peak_2847 (+856152)
Tbr1	peak_2612 (+48687)
Tbx15	peak_3000 (+110871)
Tbx18	peak_4760 (-83967)
Tbx22	peak_4967 (+69625)
Tbx3	peak_3790 (-424150), peak_3791 (-300103), peak_3792 (-296254), peak_3793 (-268348), peak_3794 (-107056)
Tcf20	peak_1769 (-30364)
Tcf21	peak_452 (-39187), peak_451 (+16157)
Tcf3	peak_582 (-25618)
Tcf4	peak_2330 (+35945), peak_2331 (+231922)
Tcf7	peak_793 (-16191), peak_792 (+7320)
Tcf7l1	peak_4022 (+53468), peak_4021 (+64209)
Tcf7l2	peak_2480 (-152767), peak_2481 (-102499), peak_2482 (+43229), peak_2483 (+65880), peak_2484 (+189561)
Tchh	peak_2989 (-8923)
Tchp	peak_3768 (+21228), peak_3769 (+26191)
Tcl1b3	peak_1117 (-78323)
Tcp11	peak_2081 (+11622)
Tcstv3	peak_1412 (-26691)
Tdrp	peak_4358 (-38373)
Tead4	peak_4110 (-12744)
Tec	peak_3652 (+59659)
Tecrl	peak_3681 (-428292), peak_3680 (+240194), peak_3679 (+448258), peak_3678 (+701154)
Tenm1	peak_4872 (-493126), peak_4871 (-41400)
Tenm2	peak_768 (-777131)
Tenm3	peak_4422 (-932526)
Tenm4	peak_4261 (-802633), peak_4262 (-298258), peak_4263 (-12882)
Terf1	peak_39 (-44262)
Tesk2	peak_3403 (+11023)
Tespa1	peak_689 (-20007)
Tet2	peak_3056 (-316286), peak_3055 (-35361)
Tex13c3	peak_4845 (-170425), peak_4844 (+288105)
Tex16	peak_4976 (+57903)
Tex43	peak_2304 (+38038)
Tex47	peak_3517 (-561937), peak_3518 (-218652)
Tfap2a	peak_1237 (+107401), peak_1236 (+146334)
Tfap2b	peak_52 (+163343), peak_53 (+190178), peak_54 (+241183), peak_55 (+590483)
Tfap2c	peak_2783 (+68868), peak_2784 (+84389), peak_2785 (+158730)
Tfap2d	peak_50 (-230559), peak_51 (+29211)
Tfcp2l1	peak_279 (-39343), peak_280 (+197425)
Tfec	peak_3920 (+296402), peak_3919 (+507328), peak_3918 (+538470)
Tgfb2	peak_400 (+107157)
Tgif2lx1	peak_4985 (-461421)
Tgm3	peak_2710 (-64370)
Tgm6	peak_2711 (+21494)
Thap1	peak_4377 (+194043)
Thap12	peak_4268 (+32214)
Thap3	peak_3499 (+20098)
Thbs2	peak_2037 (-112269), peak_2036 (+107198)
Theg	peak_579 (+8043)
Them4	peak_2993 (-20761)
Themis2	peak_3443 (+10404)
Thoc2	peak_4869 (+134798)
Thoc3	peak_1273 (-13173)
Thpo	peak_1830 (-187403)
Thsd7a	peak_3912 (-119802), peak_3911 (+128794)
Thsd7b	peak_295 (+64073), peak_296 (+163150)
Thumpd2	peak_2203 (-180314)
Tiam1	peak_1983 (+70365), peak_1982 (+185131)
Tiam2	peak_2011 (+87965)
Timd4	peak_782 (+100419)
Timm21	peak_2361 (-373839), peak_2360 (-50399)
Timp3	peak_591 (-65750)
Tjp2	peak_2405 (+40984), peak_2404 (+93925)
Tldc1	peak_4565 (-7704)
Tle1	peak_3286 (-202564), peak_3285 (+120319)
Tle2	peak_585 (+5183)
Tle3	peak_4715 (-48904)
Tle4	peak_2391 (-435994), peak_2390 (-359490), peak_2389 (-44579)
Tlr3	peak_4417 (-17783)
Tlr4	peak_3268 (-189447), peak_3269 (-145488), peak_3270 (-109348), peak_3271 (-52467), peak_3272 (+405864)
Tlr5	peak_397 (+132485)
Tlx1	peak_2442 (+40888)
Tm4sf1	peak_2916 (-25979)
Tmc3	peak_4245 (-17199)
Tmc6	peak_918 (+30821)
Tmc7	peak_4299 (+9144)
Tmcc1	peak_4089 (+19790)
Tmcc2	peak_303 (+30867)
Tmcc3	peak_610 (-88071)
Tmco5	peak_2690 (-284372), peak_2691 (-28369)
Tmeff2	peak_130 (-992742), peak_131 (-597541)
Tmem108	peak_4783 (-31760)
Tmem115	peak_4795 (-60830)
Tmem117	peak_1787 (+19815)
Tmem126b	peak_4256 (-246929)
Tmem132b	peak_3824 (-26542)
Tmem132c	peak_3825 (-152485), peak_3826 (+36102)
Tmem132d	peak_3829 (-67181)
Tmem14a	peak_60 (-16318)
Tmem150c	peak_3714 (+29515)
Tmem154	peak_2975 (+29962)
Tmem156	peak_3636 (+21725)
Tmem161a	peak_4473 (+14365)
Tmem161b	peak_1341 (+218906), peak_1342 (+267868)
Tmem164	peak_5012 (-48982), peak_5013 (+33467)
Tmem167	peak_1350 (-46490)
Tmem168	peak_3913 (+35844)
Tmem17	peak_736 (+134987)
Tmem174	peak_1368 (+6304)
Tmem178	peak_2202 (+56591)
Tmem18	peak_969 (+102180)
Tmem191c	peak_1824 (-16917)
Tmem2	peak_2401 (+151676)
Tmem200a	peak_458 (+135824)
Tmem211	peak_3756 (-32738)
Tmem229a	peak_3939 (-155714), peak_3938 (-136865), peak_3937 (-120671)
Tmem232	peak_2171 (-17859), peak_2170 (+209605)
Tmem236	peak_2508 (-49070)
Tmem261	peak_3296 (-653371), peak_3295 (-233050)
Tmem30c	peak_1903 (+12358)
Tmem38b	peak_3235 (+394722), peak_3236 (+417711)
Tmem39a	peak_1870 (+41035)
Tmem40	peak_4087 (+33819)
Tmem41a	peak_1835 (+25601)
Tmem44	peak_1847 (+10128), peak_1846 (+50258)
Tmem45a	peak_1902 (-54757)
Tmem47	peak_4925 (-315461), peak_4926 (-180718), peak_4927 (-103885)
Tmem5	peak_676 (-16343)
Tmem51	peak_3475 (-76184), peak_3474 (-54225), peak_3473 (-11401), peak_3472 (+26619)
Tmem54	peak_3434 (-10519)
Tmem72	peak_4092 (-209633), peak_4091 (-166703)
Tmem74	peak_1700 (-146963)
Tmpo	peak_603 (-160999), peak_602 (-86599), peak_601 (-23938)
Tmprss11c	peak_3684 (-29149)
Tmprss11f	peak_3685 (+38179)
Tmprss15	peak_1962 (-644083), peak_1961 (-570248)
Tmtc4	peak_1613 (-83794)
Tmx1	peak_1053 (+87047)
Tmx3	peak_2369 (-239255), peak_2370 (-136210), peak_2371 (-97732), peak_2372 (-79358)
Tnc	peak_3262 (-379834), peak_3261 (-246756)
Tnfaip8	peak_2295 (+29609)
Tnfrsf8	peak_3481 (+10145)
Tnfsf11	peak_1550 (+99470)
Tnn	peak_355 (+7604)
Tnp1	peak_183 (-308396)
Tns2	peak_1803 (+12599)
Tnxb	peak_2102 (+15180)
Tob1	peak_859 (-35501)
Toe1	peak_3404 (+25859)
Tomm7	peak_3562 (+19862)
Tor1aip1	peak_350 (-75570)
Tox	peak_3108 (-364520), peak_3107 (-288699)
Tpbg	peak_4759 (+56246)
Tpd52	peak_2811 (-29487)
Tph2	peak_654 (-27178), peak_653 (+20902), peak_652 (+149094)
Tpk1	peak_3969 (-77950), peak_3968 (+40262)
Tpm1	peak_4730 (-177947)
Tpm3-rs7	peak_1594 (+271435), peak_1595 (+485023)
Tpp2	peak_109 (-51190)
Tprg	peak_1840 (-95784)
Tpsg1	peak_2070 (+12429)
Tpt1	peak_1545 (+10096)
Tpte	peak_4372 (-24162), peak_4373 (+12599)
Traf3ip2	peak_481 (-79656), peak_482 (-69393)
Traf6	peak_2677 (+39020)
Trafd1	peak_3799 (+36869)
Trak2	peak_145 (+14606)
