# GREAT version 4.0.4	Species assembly: mm10	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
peak_1	Xkr4 (+139545)
peak_3225	Grin3a (-682554)
peak_3226	Cylc2 (-585675)
peak_3227	Cylc2 (-516262)
peak_3228	Cylc2 (-198100)
peak_3229	Cylc2 (+82616)
peak_3230	Cylc2 (+438348)
peak_3231	Smc2 (-607801)
peak_3232	Smc2 (-352228)
peak_3233	Smc2 (-204519)
peak_3234	Vma21-ps (-38635)
peak_3235	Tmem38b (+394722)
peak_3236	Tmem38b (+417711)
peak_3237	Zfp462 (-457214)
peak_3238	Zfp462 (-314642)
peak_3239	Zfp462 (-293315)
peak_3240	Zfp462 (-271283)
peak_3241	Zfp462 (-126675)
peak_3242	Rad23b (+48858)
peak_3243	Klf4 (-334663)
peak_3244	Actl7b (+12060)
peak_3245	Frrs1l (-26549)
peak_3246	Epb41l4b (-10430)
peak_3247	Akap2 (-143689)
peak_3248	Akap2 (-96237)
peak_3249	Akap2 (-81117)
peak_3250	Txndc8 (-9096)
peak_3251	Musk (+106054)
peak_3252	Susd1 (+95753)
peak_3253	Mup4 (-10710)
peak_3254	Mup10 (-36674)
peak_3255	Mup21 (-15366)
peak_3256	Rgs3 (-25598)
peak_3257	Rgs3 (+70961)
peak_3258	Rgs3 (+99076)
peak_3259	Zfp618 (+11653)
peak_3260	Gm11214 (+10506)
peak_3261	Tnc (-246756)
peak_3262	Tnc (-379834)
peak_3263	Pappa (-132913)
peak_3264	Trim32 (+218321)
peak_3265	Trim32 (+385715)
peak_3266	Astn2 (+333650)
peak_3267	Astn2 (+326644)
peak_3268	Tlr4 (-189447)
peak_3269	Tlr4 (-145488)
peak_3270	Tlr4 (-109348)
peak_3271	Tlr4 (-52467)
peak_3272	Tlr4 (+405864)
peak_3273	NONE
peak_3274	NONE
peak_3275	Brinp1 (+286214)
peak_3276	Brinp1 (-209937)
peak_3277	Brinp1 (-262372)
peak_3278	Brinp1 (-474872)
peak_3279	Cdk5rap2 (+689084)
peak_3280	Cdk5rap2 (+623316)
peak_3281	Cdk5rap2 (+341396)
peak_3282	Megf9 (-336646)
peak_3283	Gm11232 (+323806)
peak_3284	Gm11232 (-151208)
peak_3285	Tle1 (+120319)
peak_3286	Tle1 (-202564)
peak_3287	Aldoart1 (+309363)
peak_3288	Aldoart1 (+273116)
peak_3289	Aldoart1 (+139382)
peak_3290	Gm11487 (+110659)
peak_3291	Rasef (+39816)
peak_3292	Gm11758 (+41468)
peak_3293	Frmd3 (+40557)
peak_3294	Kdm4c (+254098)
peak_3295	Tmem261 (-233050)
peak_3296	Tmem261 (-653371)
peak_3297	Ptprd (-134186)
peak_3298	Ptprd (-468579)
peak_3299	Ptprd (-994350)
peak_3300	NONE
peak_3301	NONE
peak_3302	NONE
peak_3303	NONE
peak_3304	NONE
peak_3305	Tyrp1 (-586934)
peak_3306	Lurap1l (+17203)
peak_3307	Lurap1l (+162405)
peak_3308	Lurap1l (+239094)
peak_3309	Lurap1l (+257160)
peak_3310	Mpdz (+179677)
peak_3311	Mpdz (+42609)
peak_3312	Mpdz (-335839)
peak_3313	Mpdz (-465904)
peak_3314	Nfib (+494421)
peak_3315	Nfib (+464413)
peak_3316	Nfib (+311571)
peak_3317	Nfib (+159977)
peak_3318	Nfib (+121263)
peak_3319	Zdhhc21 (+115362)
peak_3320	Ttc39b (+112713)
peak_3321	Snapc3 (-34879)
peak_3322	Ccdc171 (+42010)
peak_3323	Ccdc171 (+72526)
peak_3324	Ccdc171 (+224669)
peak_3325	Ccdc171 (+433127)
peak_3326	Bnc2 (+37104)
peak_3327	Cntln (+150880)
peak_3328	Sh3gl2 (+207944)
peak_3329	Adamtsl1 (-162203)
peak_3330	Saxo1 (+216374)
peak_3331	Saxo1 (+89197)
peak_3332	Dennd4c (-39911)
peak_3333	Slc24a2 (-275449)
peak_3334	Slc24a2 (-386612)
peak_3335	Mllt3 (+352471)
peak_3336	Hacd4 (+150779)
peak_3337	Hacd4 (+78006)
peak_3338	Ifna9 (+7315)
peak_3339	Ifna16 (+8786)
peak_3340	Dmrta1 (-69391)
peak_3341	Dmrta1 (+104666)
peak_3342	Dmrta1 (+188116)
peak_3343	Zfp352 (-186447)
peak_3344	Zfp352 (+341316)
peak_3345	Zfp352 (+439283)
peak_3346	Elavl2 (+397061)
peak_3347	Elavl2 (+186480)
peak_3348	Elavl2 (-264248)
peak_3349	Elavl2 (-278488)
peak_3350	Izumo3 (+246279)
peak_3351	Gm12666 (-45306)
peak_3352	Tusc1 (+524443)
peak_3353	Tusc1 (+349602)
peak_3354	Tusc1 (-358038)
peak_3355	Tusc1 (-368001)
peak_3356	Gm10306 (-432101)
peak_3357	Gm10306 (-353642)
peak_3358	Gm10306 (-79271)
peak_3359	Eqtn (+83154)
peak_3360	Jun (-54402)
peak_3361	Kank4 (+38907)
peak_3362	Gm12689 (+109479)
peak_3363	Gm12689 (+137292)
peak_3364	Ror1 (-73503)
peak_3365	Cachd1 (-120301)
peak_3366	Gm10577 (+17764)
peak_3367	Raver2 (-14366)
peak_3368	Jak1 (-62720)
peak_3369	B020004J07Rik (+39853)
peak_3370	Gm12794 (-12598)
peak_3371	Sgip1 (-54281)
peak_3372	Insl5 (+7659)
peak_3373	4921539E11Rik (+17937)
peak_3374	Oma1 (+65963)
peak_3375	Dab1 (-277949)
peak_3376	Prkaa2 (+46446)
peak_3377	Gm12728 (-164138)
peak_3378	Gm12728 (-54732)
peak_3379	Usp24 (-139192)
peak_3380	Usp24 (-89636)
peak_3381	Lexm (+10043)
peak_3382	Pars2 (-11907)
peak_3383	Acot11 (-11303)
peak_3384	Dio1 (+13068)
peak_3385	Glis1 (+23448)
peak_3386	Glis1 (+55004)
peak_3387	3110021N24Rik (-19084)
peak_3388	Cdkn2c (+64602)
peak_3389	Dmrta2 (+125880)
peak_3390	Elavl4 (+99586)
peak_3391	Elavl4 (-35257)
peak_3392	Agbl4 (+320187)
peak_3393	Bend5 (-169927)
peak_3394	Skint8 (+16586)
peak_3395	Skint9 (-80566)
peak_3396	Skint6 (+80446)
peak_3397	Skint11 (+55136)
peak_3398	Cyp4a29 (-41191)
peak_3399	Cyp4a29 (+13409)
peak_3400	Cyp4a32 (-16947)
peak_3401	Faah (+45500)
peak_3402	Nsun4 (-6263)
peak_3403	Tesk2 (+11023)
peak_3404	Toe1 (+25859)
peak_3405	Kif2c (-30596)
peak_3406	Gm1661 (+22724)
peak_3407	Rnf220 (+69207)
peak_3408	Gm12845 (+4816)
peak_3409	Lao1 (+58176)
peak_3410	Lao1 (+65819)
peak_3411	Slc2a1 (-64043)
peak_3412	Ccdc30 (+9280)
peak_3413	Edn2 (-64870)
peak_3414	Edn2 (-28985)
peak_3415	Rlf (-39925)
peak_3416	Gm12888 (+29803)
peak_3417	Gm12887 (-401095)
peak_3418	9530002B09Rik (+24875)
peak_3419	Ndufs5 (+6753)
peak_3420	Mycbp (-12674)
peak_3421	Rragc (+232808)
peak_3422	3100002H09Rik (+213915)
peak_3423	3100002H09Rik (+23663)
peak_3424	Yrdc (-19391)
peak_3425	Epha10 (+18875)
peak_3426	Zc3h12a (-17648)
peak_3427	Grik3 (-12556)
peak_3428	AU040320 (+87082)
peak_3429	Dlgap3 (+20853)
peak_3430	Zscan20 (+45620)
peak_3431	Trim62 (+25721)
peak_3432	Ak2 (-11485)
peak_3433	Ak2 (+31376)
peak_3434	Tmem54 (-10519)
peak_3435	Zbtb8b (+20706)
peak_3436	Zbtb8b (+8118)
peak_3437	Laptm5 (-6199)
peak_3438	Ptpru (+353282)
peak_3439	Ptpru (+160199)
peak_3440	Oprd1 (-21173)
peak_3441	Sesn2 (+10939)
peak_3442	Xkr8 (-10300)
peak_3443	Themis2 (+10404)
peak_3444	Arid1a (-34295)
peak_3445	Rps6ka1 (+58957)
peak_3446	Selenon (+6967)
peak_3447	Man1c1 (+75570)
peak_3448	Man1c1 (+70149)
peak_3449	Man1c1 (+61969)
peak_3450	Syf2 (+37313)
peak_3451	Runx3 (-50596)
peak_3452	Grhl3 (+25808)
peak_3453	Srsf10 (-26679)
peak_3454	Ephb2 (+64721)
peak_3455	C1qb (+24130)
peak_3456	Wnt4 (+23961)
peak_3457	Rap1gap (+55651)
peak_3458	Ddost (-15936)
peak_3459	Tas1r2 (+15955)
peak_3460	Igsf21 (+105193)
peak_3461	Igsf21 (+31741)
peak_3462	Arhgef10l (+81697)
peak_3463	Arhgef10l (+75984)
peak_3464	Mfap2 (-7730)
peak_3465	Spata21 (+6910)
peak_3466	Rsg1 (+6353)
peak_3467	Clcnkb (+8054)
peak_3468	Zbtb17 (+20682)
peak_3469	Slc25a34 (-18406)
peak_3470	Efhd2 (+7568)
peak_3471	Fhad1 (+9880)
peak_3472	Tmem51 (+26619)
peak_3473	Tmem51 (-11401)
peak_3474	Tmem51 (-54225)
peak_3475	Tmem51 (-76184)
peak_3476	Gm13083 (-29823)
peak_3477	Aadacl4 (-12652)
peak_3478	Gm436 (+33477)
peak_3479	Gm438 (-30332)
peak_3480	Dhrs3 (+107008)
peak_3481	Tnfrsf8 (+10145)
peak_3482	Ubiad1 (+52917)
peak_3483	Mtor (+10079)
peak_3484	Casz1 (-14172)
peak_3485	Casz1 (+25967)
peak_3486	Casz1 (+41204)
peak_3487	Slc25a33 (-20490)
peak_3488	Slc25a33 (-51441)
peak_3489	Spsb1 (+65213)
peak_3490	Spsb1 (+56225)
peak_3491	Spsb1 (+32485)
peak_3492	Spsb1 (+9669)
peak_3493	Spsb1 (-15017)
peak_3494	Gpr157 (-19982)
peak_3495	Slc45a1 (+68704)
peak_3496	Uts2 (+15268)
peak_3497	Gm13090 (+211081)
peak_3498	Gm13090 (+312379)
peak_3499	Thap3 (+20098)
peak_3500	Chd5 (+46695)
peak_3501	Nphp4 (+76453)
peak_3502	Ajap1 (+12393)
peak_3503	Ajap1 (-14480)
peak_3504	Arhgef16 (-47877)
peak_3505	Arhgef16 (-138970)
peak_3506	Prdm16 (+118890)
peak_3507	Prdm16 (+66476)
peak_3508	Plch2 (+10370)
peak_3509	Morn1 (+37094)
peak_3510	Morn1 (+43474)
peak_3511	Cdk6 (-279084)
peak_3512	Fam133b (-70477)
peak_3513	Fzd1 (-185930)
peak_3514	Cfap69 (+33471)
peak_3515	Cfap69 (-13365)
peak_3516	Steap1 (-473213)
peak_3517	Tex47 (-561937)
peak_3518	Tex47 (-218652)
peak_3519	Sri (+112428)
peak_3520	Adam22 (+109004)
peak_3521	Adam22 (+101992)
peak_3522	Rundc3b (+71503)
peak_3523	Abcb1a (-6937)
peak_3524	Crot (-51689)
peak_3525	9330182L06Rik (+64256)
peak_3526	Grm3 (-485675)
peak_3527	Gm5861 (-610904)
peak_3528	Gm5861 (-118527)
peak_3529	Gm6460 (-136376)
peak_3530	4933402N22Rik (+45570)
peak_3531	Sema3d (+355374)
peak_3532	Speer3 (-61356)
peak_3533	Speer3 (+79953)
peak_3534	Sema3e (+155427)
peak_3535	Pclo (-218461)
peak_3536	Pclo (-112543)
peak_3537	Speer4c (-92882)
peak_3538	Cacna2d1 (+138303)
peak_3539	Cacna2d1 (+233717)
peak_3540	ENSMUSG00000109903 (-35047)
peak_3541	ENSMUSG00000109903 (+111662)
peak_3542	ENSMUSG00000109903 (+247831)
peak_3543	Speer4f2 (-270413)
peak_3544	Sema3c (+34709)
peak_3545	Gnat3 (-53053)
peak_3546	Gnai1 (+85276)
peak_3547	Gnai1 (-182503)
peak_3548	Gnai1 (-394796)
peak_3549	Magi2 (-403126)
peak_3550	Magi2 (-374501)
peak_3551	Magi2 (-239742)
peak_3552	Magi2 (+114606)
peak_3553	Magi2 (+421859)
peak_3554	Magi2 (+735581)
peak_3555	Phtf2 (+754703)
peak_3556	Phtf2 (+511629)
peak_3557	Lrrc17 (+44295)
peak_3558	Reln (-20079)
peak_3559	Orc5 (+94268)
peak_3560	Orc5 (+77635)
peak_3561	Lhfpl3 (-20780)
peak_3562	Tomm7 (+19862)
peak_3563	Nos3 (+12913)
peak_3564	Fastk (+9992)
peak_3565	Gm7347 (-11984)
peak_3566	Gm7361 (+122052)
peak_3567	Speer4b (+205548)
peak_3568	Shh (+19898)
peak_3569	Shh (-18090)
peak_3570	Shh (-137031)
peak_3571	Shh (-595207), Rnf32 (-133534)
peak_3572	Ube3c (+56368)
peak_3573	Drc1 (+60861)
peak_3574	Cad (+14130)
peak_3575	Gckr (+23141)
peak_3576	Mrpl33 (-42658)
peak_3577	Fosl2 (-147343)
peak_3578	Fosl2 (-14609)
peak_3579	Letm1 (+13337)
peak_3580	Nat8l (+52697)
peak_3581	Dok7 (+22437)
peak_3582	Cpz (+36514)
peak_3583	Wfs1 (+6998)
peak_3584	Evc2 (+161026)
peak_3585	Drd5 (-19166)
peak_3586	Clnk (+38655)
peak_3587	Clnk (-161527)
peak_3588	Hs3st1 (+178741)
peak_3589	Hs3st1 (+34989)
peak_3590	Hs3st1 (-167638)
peak_3591	Rab28 (+218767)
peak_3592	Nkx3-2 (-17090)
peak_3593	Gm16223 (-54884)
peak_3594	Gm16223 (+120630)
peak_3595	Cpeb2 (-226689)
peak_3596	Cpeb2 (-162147)
peak_3597	Cpeb2 (+122241)
peak_3598	C1qtnf7 (-17518)
peak_3599	Cc2d2a (+10646)
peak_3600	Qdpr (+35013)
peak_3601	Lcorl (-543727)
peak_3602	Slit2 (-819329)
peak_3603	Slit2 (-695560)
peak_3604	5730480H06Rik (+272034)
peak_3605	Kcnip4 (-19714)
peak_3606	Kcnip4 (-142247)
peak_3607	Adgra3 (-55344)
peak_3608	Adgra3 (-260570)
peak_3609	Ppargc1a (+698744)
peak_3610	Dhx15 (+217150)
peak_3611	Anapc4 (+37895)
peak_3612	Stim2 (+137488)
peak_3613	Stim2 (+569308)
peak_3614	NONE
peak_3615	NONE
peak_3616	NONE
peak_3617	NONE
peak_3618	NONE
peak_3619	Pcdh7 (+282770)
peak_3620	Pcdh7 (+688270)
peak_3621	NONE
peak_3622	NONE
peak_3623	NONE
peak_3624	NONE
peak_3625	NONE
peak_3626	NONE
peak_3627	G6pd2 (-595848)
peak_3628	G6pd2 (-30825)
peak_3629	G6pd2 (+417900)
peak_3630	Arap2 (+338709)
peak_3631	Nwd2 (-51361)
peak_3632	Rell1 (+44173)
peak_3633	Rell1 (+15628)
peak_3634	Tbc1d1 (+189612)
peak_3635	Tbc1d1 (+205034)
peak_3636	Tmem156 (+21725)
peak_3637	Rhoh (+50338)
peak_3638	Chrna9 (-16247)
peak_3639	Rbm47 (+33308)
peak_3640	Nsun7 (-42400)
peak_3641	Atp8a1 (-69542)
peak_3642	Grxcr1 (+73967)
peak_3643	Grxcr1 (+105843)
peak_3644	Gabrg1 (+412189)
peak_3645	Gabrg1 (+80076)
peak_3646	Gabra2 (-223602)
peak_3647	Cox7b2 (+158913)
peak_3648	Cox7b2 (+22840)
peak_3649	Cox7b2 (-8067)
peak_3650	Gabrb1 (+131721)
peak_3651	Nfxl1 (+17205)
peak_3652	Tec (+59659)
peak_3653	Slain2 (+18886)
peak_3654	Fryl (+87994)
peak_3655	Dcun1d4 (+22197)
peak_3656	Usp46 (+80666)
peak_3657	Rasl11b (-33642)
peak_3658	Fip1l1 (+72383)
peak_3659	Lnx1 (-106829)
peak_3660	Chic2 (+70757)
peak_3661	Kit (-124722)
peak_3662	Kdr (+142937)
peak_3663	Kdr (+44481)
peak_3664	Exoc1 (-25008)
peak_3665	Igfbp7 (-56867)
peak_3666	Igfbp7 (-215517)
peak_3667	Igfbp7 (-287697)
peak_3668	Igfbp7 (-587076)
peak_3669	NONE
peak_3670	NONE
peak_3671	NONE
peak_3672	Adgrl3 (-852141)
peak_3673	Adgrl3 (-832170)
peak_3674	Adgrl3 (-105194)
peak_3675	Adgrl3 (+398586)
peak_3676	Adgrl3 (+891085)
peak_3677	Adgrl3 (+997659)
peak_3678	Tecrl (+701154)
peak_3679	Tecrl (+448258)
peak_3680	Tecrl (+240194)
peak_3681	Tecrl (-428292)
peak_3682	Epha5 (+38543)
peak_3683	Epha5 (-336987)
peak_3684	Tmprss11c (-29149)
peak_3685	Tmprss11f (+38179)
peak_3686	Smr2 (-40949)
peak_3687	Smr2 (-24904)
peak_3688	Gm7714 (-9554)
peak_3689	Amtn (+33619)
peak_3690	Slc4a4 (-11933)
peak_3691	Slc4a4 (+224882)
peak_3692	Gc (+129992)
peak_3693	Adamts3 (-70149)
peak_3694	Cox18 (-11603)
peak_3695	Afm (-11253)
peak_3696	Cxcl15 (+24469)
peak_3697	Cxcl2 (+6039)
peak_3698	Ereg (-13112)
peak_3699	Parm1 (+169128)
peak_3700	Ppef2 (+37467)
peak_3701	Shroom3 (+173634)
peak_3702	Ccng2 (+84707)
peak_3703	Gm16427 (+103442)
peak_3704	Gm16427 (-71818)
peak_3705	C87414 (+27661)
peak_3706	C87414 (-77365)
peak_3707	AA792892 (+14686)
peak_3708	Gm7978 (+63033)
peak_3709	Cxcl13 (-29895)
peak_3710	Cnot6l (+41908)
peak_3711	Antxr2 (-12342)
peak_3712	Rasgef1b (-226770)
peak_3713	Rasgef1b (-288412)
peak_3714	Tmem150c (+29515)
peak_3715	Sec31a (+61538)
peak_3716	Nkx6-1 (+352552)
peak_3717	Nkx6-1 (-39412)
peak_3718	Cds1 (+71215)
peak_3719	Cds1 (+97138)
peak_3720	Wdfy3 (+88350)
peak_3721	Wdfy3 (-152932)
peak_3722	Arhgap24 (-72280)
peak_3723	Arhgap24 (+124226)
peak_3724	Arhgap24 (+169806)
peak_3725	Mapk10 (+67221)
peak_3726	1700016H13Rik (-8278)
peak_3727	Ibsp (-14247)
peak_3728	Pkd2 (+15452)
peak_3729	Zfp951 (+85127)
peak_3730	Abcg3 (-39379)
peak_3731	Gbp9 (+16519)
peak_3732	Lrrc8c (-39124)
peak_3733	Zfp326 (-9671)
peak_3734	Zfp326 (+146805)
peak_3735	Barhl2 (+256792)
peak_3736	Pigg (-12181)
peak_3737	Vmn2r9 (-12677)
peak_3738	Vmn2r9 (-28185)
peak_3739	Vmn2r9 (-50324)
peak_3740	Vmn2r12 (-24787)
peak_3741	Vmn2r13 (+31387)
peak_3742	Vmn2r15 (+17824)
peak_3743	Vmn2r17 (+47327)
peak_3744	Lrcol1 (+9640)
peak_3745	Fbrsl1 (+32062)
peak_3746	Noc4l (+25195)
peak_3747	Pitpnb (-112823)
peak_3748	Pitpnb (-54118)
peak_3749	Pitpnb (-43592)
peak_3750	Mn1 (+48575)
peak_3751	Mn1 (+163844)
peak_3752	Mn1 (+221909)
peak_3753	Mn1 (+335084)
peak_3754	Sez6l (+11686)
peak_3755	Sez6l (-84230)
peak_3756	Tmem211 (-32738)
peak_3757	Wscd2 (+46696)
peak_3758	Cmklr1 (+79399)
peak_3759	Cmklr1 (+69826)
peak_3760	Cmklr1 (+18723)
peak_3761	Cmklr1 (-11540)
peak_3762	Iscu (+10555)
peak_3763	Dao (+26531)
peak_3764	Svop (+39385)
peak_3765	Svop (+25831)
peak_3766	Foxn4 (+62423)
peak_3767	Kctd10 (+17123)
peak_3768	Tchp (+21228)
peak_3769	Tchp (+26191)
peak_3770	Hnf1a (+15762)
peak_3771	Rab35 (-29814)
peak_3772	Rab35 (-20535)
peak_3773	Rab35 (-12334)
peak_3774	Cit (+22416)
peak_3775	Cit (+75230)
peak_3776	Cit (+81514)
peak_3777	Prkab1 (+26671)
peak_3778	Ccdc60 (+94942)
peak_3779	Ccdc60 (-20351)
peak_3780	Hspb8 (+32983)
peak_3781	Hspb8 (+27109)
peak_3782	Vsig10 (+15767)
peak_3783	Ksr2 (+68122)
peak_3784	Fbxo21 (-22539)
peak_3785	Rnft2 (+14262)
peak_3786	2410131K14Rik (+99118)
peak_3787	Med13l (-137892)
peak_3788	Med13l (-27896)
peak_3789	Med13l (+445573)
peak_3790	Tbx3 (-424150)
peak_3791	Tbx3 (-300103)
peak_3792	Tbx3 (-296254)
peak_3793	Tbx3 (-268348)
peak_3794	Tbx3 (-107056)
peak_3795	Rbm19 (+125373)
peak_3796	Rbm19 (+153190)
peak_3797	Lhx5 (-73634)
peak_3798	Lhx5 (-37590)
peak_3799	Trafd1 (+36869)
peak_3800	Acad12 (-20396)
peak_3801	Atxn2 (-10730)
peak_3802	Fam109a (+30793)
peak_3803	Cux2 (+67561)
peak_3804	Cux2 (-18753)
peak_3805	Hvcn1 (-16397)
peak_3806	Anapc7 (-11752)
peak_3807	Atp2a2 (-24906)
peak_3808	Ift81 (-10895)
peak_3809	Rnf34 (+31798)
peak_3810	Orai1 (+13248)
peak_3811	Vps33a (-10018)
peak_3812	Vps37b (-18734)
peak_3813	Vps37b (-30619)
peak_3814	Abcb9 (+18952)
peak_3815	Pitpnm2 (-35279)
peak_3816	Atp6v0a2 (+9210)
peak_3817	Ccdc92 (+44958)
peak_3818	Ccdc92 (+26379)
peak_3819	Rflna (+24800)
peak_3820	Rflna (+77852)
peak_3821	Scarb1 (+73761)
peak_3822	Dhx37 (+14660)
peak_3823	Aacs (+23838)
peak_3824	Tmem132b (-26542)
peak_3825	Tmem132c (-152485)
peak_3826	Tmem132c (+36102)
peak_3827	Slc15a4 (+38471)
peak_3828	Glt1d1 (+75393)
peak_3829	Tmem132d (-67181)
peak_3830	Fzd10 (-64134)
peak_3831	Piwil1 (+9866)
peak_3832	Rimbp2 (+37301)
peak_3833	Mmp17 (+18229)
peak_3834	Mmp17 (+39193)
peak_3835	Wbscr17 (+258419)
peak_3836	Auts2 (+37339)
peak_3837	Auts2 (-19828)
peak_3838	Auts2 (-30763)
peak_3839	Auts2 (-649200)
peak_3840	NONE
peak_3841	Gatsl2 (-843003)
peak_3842	Gatsl2 (-630791)
peak_3843	Gatsl2 (-539659)
peak_3844	Gatsl2 (-257295)
peak_3845	Rcc1l (+8337)
peak_3846	Ncf1 (+12693)
peak_3847	Gtf2i (+39275)
peak_3848	Gtf2i (-11326)
peak_3849	Gtf2ird1 (+28715)
peak_3850	Gtf2ird1 (-46651)
peak_3851	Eif4h (-17318)
peak_3852	Fzd9 (-13050)
peak_3853	Ywhag (-6325)
peak_3854	Alkbh4 (+14107)
peak_3855	Col26a1 (+46746)
peak_3856	Muc3a (+22879)
peak_3857	Zan (+43737)
peak_3858	Uncx (+76361)
peak_3859	Mafk (+2825)
peak_3860	Ttyh3 (-13681)
peak_3861	Rnf216 (-24749)
peak_3862	Cyth3 (-13056)
peak_3863	Usp42 (+48112)
peak_3864	Usp42 (+43350)
peak_3865	Trrap (+77707)
peak_3866	Cyp3a16 (-11889)
peak_3867	Cyp3a41a (-13580)
peak_3868	Usp12 (+82263)
peak_3869	Mtif3 (-22326)
peak_3870	Pdx1 (-27028)
peak_3871	Flt1 (+135991)
peak_3872	Slc46a3 (-18691)
peak_3873	Mtus2 (-27503)
peak_3874	Mtus2 (+23615)
peak_3875	Slc7a1 (+96254)
peak_3876	Ubl3 (+46087)
peak_3877	Katnal1 (+91270)
peak_3878	Hmgb1 (-14700)
peak_3879	Uspl1 (-43583)
peak_3880	Medag (-58181)
peak_3881	Wdr95 (+25350)
peak_3882	Rxfp2 (-12791)
peak_3883	Kl (-48051)
peak_3884	Stard13 (-163665)
peak_3885	Samd9l (+119274)
peak_3886	Vps50 (+86876)
peak_3887	Calcr (+117561)
peak_3888	Bet1 (-195253)
peak_3889	Pdk4 (-29218)
peak_3890	Slc25a13 (+48001)
peak_3891	Slc25a13 (+33482)
peak_3892	Sem1 (+88754)
peak_3893	Sdhaf3 (+34261)
peak_3894	Tac1 (-160269)
peak_3895	Tac1 (-67043)
peak_3896	Tac1 (+58825)
peak_3897	Asns (-6949)
peak_3898	C1galt1 (+80126)
peak_3899	C1galt1 (+84190)
peak_3900	C1galt1 (+138727)
peak_3901	Rpa3 (+13191)
peak_3902	Nxph1 (+197115)
peak_3903	NONE
peak_3904	NONE
peak_3905	NONE
peak_3906	Ndufa4 (+745712)
peak_3907	Ndufa4 (+227510)
peak_3908	Ndufa4 (+158262)
peak_3909	Phf14 (+44354)
peak_3910	Phf14 (+353169)
peak_3911	Thsd7a (+128794)
peak_3912	Thsd7a (-119802)
peak_3913	Tmem168 (+35844)
peak_3914	Ppp1r3a (+208704)
peak_3915	Ppp1r3a (+100708)
peak_3916	Mdfic (-202880)
peak_3917	Mdfic (+533046)
peak_3918	Tfec (+538470)
peak_3919	Tfec (+507328)
peak_3920	Tfec (+296402)
peak_3921	Lsm8 (-67695)
peak_3922	Ankrd7 (+33776)
peak_3923	Ankrd7 (+122850)
peak_3924	Kcnd2 (-664096)
peak_3925	Kcnd2 (-504768)
peak_3926	Kcnd2 (-422049)
peak_3927	Kcnd2 (-200971)
peak_3928	Kcnd2 (+178604)
peak_3929	Ptprz1 (-122998)
peak_3930	Fezf1 (-116706)
peak_3931	Rnf133 (+139406)
peak_3932	Rnf148 (-20158)
peak_3933	Cadps2 (-22750)
peak_3934	Slc13a1 (+98622)
peak_3935	Iqub (+23148)
peak_3936	Wasl (-8356)
peak_3937	Tmem229a (-120671)
peak_3938	Tmem229a (-136865)
peak_3939	Tmem229a (-155714)
peak_3940	Pot1a (-179225)
peak_3941	Pot1a (-471266)
peak_3942	NONE
peak_3943	Grm8 (+580573)
peak_3944	Grm8 (-43617)
peak_3945	Snd1 (+171848)
peak_3946	Lep (+23524)
peak_3947	Opn1sw (-7810)
peak_3948	Atp6v1f (-11998)
peak_3949	Ahcyl2 (-13923)
peak_3950	Klf14 (-79069)
peak_3951	Klf14 (-154455)
peak_3952	Klf14 (-166879)
peak_3953	Podxl (+12307)
peak_3954	1700012A03Rik (+43105)
peak_3955	Plxna4 (-192312)
peak_3956	Akr1b7 (+19888)
peak_3957	3110062M04Rik (-14595)
peak_3958	Slc13a4 (+37901)
peak_3959	Fam180a (-69852)
peak_3960	Mtpn (+93808)
peak_3961	Mtpn (-238137)
peak_3962	Chrm2 (-298706)
peak_3963	Chrm2 (+108990)
peak_3964	Creb3l2 (-22633)
peak_3965	Mrps33 (-115801)
peak_3966	Prss2 (+21806)
peak_3967	Sva (+11128)
peak_3968	Tpk1 (+40262)
peak_3969	Tpk1 (-77950)
peak_3970	Cntnap2 (-639539)
peak_3971	Cntnap2 (-500697)
peak_3972	Cntnap2 (-328668)
peak_3973	Cntnap2 (+426028)
peak_3974	NONE
peak_3975	NONE
peak_3976	Cul1 (-877145)
peak_3977	Cul1 (-167940)
peak_3978	Cul1 (-21915)
peak_3979	Zfp956 (+25063)
peak_3980	Zfp746 (-142127)
peak_3981	Atp6v0e2 (-12755)
peak_3982	Svs1 (+21711)
peak_3983	Igf2bp3 (+49808)
peak_3984	Ccdc126 (+14852)
peak_3985	Stk31 (+138234)
peak_3986	Npy (-206809)
peak_3987	Osbpl3 (+41153)
peak_3988	Osbpl3 (+37062)
peak_3989	Npvf (-236438)
peak_3990	Nfe2l3 (-354768)
peak_3991	Skap2 (-18840)
peak_3992	Hoxa13 (-21152)
peak_3993	Creb5 (-105078)
peak_3994	Cpvl (-7727)
peak_3995	Ppp1r17 (+166394)
peak_3996	Pde1c (+62647)
peak_3997	Vmn1r8 (+16841)
peak_3998	Vmn1r15 (+29354)
peak_3999	Vmn1r16 (+19166)
peak_4000	Vmn1r17 (-13469)
peak_4001	Vmn1r27 (+42206)
peak_4002	Vmn1r29 (-8992)
peak_4003	Abcg2 (+116043)
peak_4004	Snca (+569484)
peak_4005	Snca (+421496)
peak_4006	Snca (+209297)
peak_4007	Grid2 (-546040)
peak_4008	Grid2 (-260921)
peak_4009	Grid2 (+329779)
peak_4010	Grid2 (+411636)
peak_4011	Vmn1r38 (+11004)
peak_4012	Tacstd2 (-405843)
peak_4013	Tacstd2 (-826309)
peak_4014	NONE
peak_4015	NONE
peak_4016	Rpia (+989023)
