# GREAT version 4.0.4	Species assembly: mm10	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	14182	Cfap69	83	7.607550e-3	1.000000e+0	1.000000e+0	1.553533e+1	1.287388e-1	2	2.550294e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_3514,peak_3515	Cfap69
Ensembl Genes	4453	Rd3l	84	7.616184e-3	1.000000e+0	1.000000e+0	1.552613e+1	1.288151e-1	2	2.551805e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_1142,peak_1143	Rd3l
Ensembl Genes	14114	Morn1	85	7.735345e-3	1.000000e+0	1.000000e+0	1.540075e+1	1.298638e-1	2	2.572579e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_3509,peak_3510	Morn1
Ensembl Genes	6364	Grhl2	86	7.850251e-3	1.000000e+0	1.000000e+0	7.525578e+0	3.986405e-1	3	7.896998e-5	5.942948e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_1684,peak_1685,peak_1686	Grhl2
Ensembl Genes	15090	Ccdc92	87	7.886684e-3	1.000000e+0	1.000000e+0	1.524563e+1	1.311851e-1	2	2.598754e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_3817,peak_3818	Ccdc92
Ensembl Genes	8742	Ston1	88	7.989640e-3	1.000000e+0	1.000000e+0	1.514263e+1	1.320774e-1	2	2.616431e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_2219,peak_2220	Ston1
Ensembl Genes	7653	Rcan1	89	8.003104e-3	1.000000e+0	1.000000e+0	1.512931e+1	1.321937e-1	2	2.618735e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_1994,peak_1995	Rcan1
Ensembl Genes	9274	Tmx3	90	8.056765e-3	1.000000e+0	1.000000e+0	5.178391e+0	7.724407e-1	4	1.530192e-4	7.923930e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_2369,peak_2370,peak_2371,peak_2372	Tmx3
Ensembl Genes	7110	Ercc4	91	8.068254e-3	1.000000e+0	1.000000e+0	4.123537e+0	1.212551e+0	5	2.402043e-4	9.904913e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_1814,peak_1815,peak_1816,peak_1817,peak_1818	Ercc4
Ensembl Genes	14981	Tbx3	92	8.120015e-3	1.000000e+0	1.000000e+0	4.116985e+0	1.214481e+0	5	2.405866e-4	9.904913e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_3790,peak_3791,peak_3792,peak_3793,peak_3794	Tbx3
Ensembl Genes	1551	Rhobtb1	93	8.133416e-3	1.000000e+0	1.000000e+0	1.500208e+1	1.333149e-1	2	2.640944e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_549,peak_550	Rhobtb1
Ensembl Genes	7726	Tagap	94	8.226856e-3	1.000000e+0	1.000000e+0	1.491271e+1	1.341138e-1	2	2.656770e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_2025,peak_2026	Tagap
Ensembl Genes	19501	Foxl1	95	8.243841e-3	1.000000e+0	1.000000e+0	7.390686e+0	4.059163e-1	3	8.041132e-5	5.942948e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_4577,peak_4578,peak_4579	Foxl1
Ensembl Genes	11677	Zfp64	96	8.409741e-3	1.000000e+0	1.000000e+0	5.113414e+0	7.822563e-1	4	1.549636e-4	7.923930e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_2772,peak_2773,peak_2774,peak_2775	Zfp64
Ensembl Genes	12521	Fam19a3	97	8.419026e-3	1.000000e+0	1.000000e+0	1.473362e+1	1.357440e-1	2	2.689065e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_3012,peak_3013	Fam19a3
Ensembl Genes	809	Rnf2	98	8.469024e-3	1.000000e+0	1.000000e+0	1.468802e+1	1.361654e-1	2	2.697412e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_341,peak_342	Rnf2
Ensembl Genes	17021	Pou2f2	99	8.535063e-3	1.000000e+0	1.000000e+0	1.462842e+1	1.367202e-1	2	2.708403e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_4185,peak_4186	Pou2f2
Ensembl Genes	20492	Pccb	100	8.536154e-3	1.000000e+0	1.000000e+0	7.295927e+0	4.111883e-1	3	8.145569e-5	5.942948e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_4775,peak_4776,peak_4777	Pccb
Ensembl Genes	569	Pdcd1	101	8.623803e-3	1.000000e+0	1.000000e+0	4.055707e+0	1.232831e+0	5	2.442216e-4	9.904913e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_217,peak_218,peak_219,peak_220,peak_221	Pdcd1
Ensembl Genes	19492	Gins2	102	8.836835e-3	1.000000e+0	1.000000e+0	1.436459e+1	1.392313e-1	2	2.758148e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_4573,peak_4574	Gins2
Ensembl Genes	2817	Dnah2	103	8.892801e-3	1.000000e+0	1.000000e+0	1.431714e+1	1.396927e-1	2	2.767288e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_820,peak_821	Dnah2
Ensembl Genes	13205	Rgs3	104	9.018805e-3	1.000000e+0	1.000000e+0	7.148552e+0	4.196654e-1	3	8.313498e-5	5.942948e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_3256,peak_3257,peak_3258	Rgs3
Ensembl Genes	19527	Acsf3	105	9.163976e-3	1.000000e+0	1.000000e+0	1.409342e+1	1.419102e-1	2	2.811216e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_4588,peak_4589	Acsf3
Ensembl Genes	9117	Ndst1	106	9.319261e-3	1.000000e+0	1.000000e+0	1.396973e+1	1.431667e-1	2	2.836107e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_2308,peak_2309	Ndst1
Ensembl Genes	1610	Slc19a1	107	9.526537e-3	1.000000e+0	1.000000e+0	1.380936e+1	1.448293e-1	2	2.869043e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_572,peak_573	Slc19a1
Ensembl Genes	1984	Tph2	108	9.574367e-3	1.000000e+0	1.000000e+0	6.991383e+0	4.290996e-1	3	8.500389e-5	5.942948e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_652,peak_653,peak_654	Tph2
Ensembl Genes	19502	1700018B08Rik	109	9.618183e-3	1.000000e+0	1.000000e+0	6.979505e+0	4.298299e-1	3	8.514855e-5	5.942948e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_4580,peak_4581,peak_4582	1700018B08Rik
Ensembl Genes	14037	Casz1	110	9.947441e-3	1.000000e+0	1.000000e+0	6.892491e+0	4.352563e-1	3	8.622351e-5	5.942948e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_3484,peak_3485,peak_3486	Casz1
Ensembl Genes	7542	Speer2	111	1.010451e-2	1.000000e+0	1.000000e+0	2.996737e+0	2.335874e+0	7	4.627326e-4	1.386688e-3	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_1934,peak_1935,peak_1936,peak_1937,peak_1938,peak_1939,peak_1940	Speer2
Ensembl Genes	11695	Tfap2c	112	1.023525e-2	1.000000e+0	1.000000e+0	6.819510e+0	4.399143e-1	3	8.714626e-5	5.942948e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_2783,peak_2784,peak_2785	Tfap2c
Ensembl Genes	7245	Map3k13	113	1.047725e-2	1.000000e+0	1.000000e+0	1.313579e+1	1.522558e-1	2	3.016161e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_1833,peak_1834	Map3k13
Ensembl Genes	12007	Rfxap	114	1.055190e-2	1.000000e+0	1.000000e+0	1.308679e+1	1.528259e-1	2	3.027454e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_2910,peak_2911	Rfxap
Ensembl Genes	12964	B4galt1	115	1.078080e-2	1.000000e+0	1.000000e+0	1.293972e+1	1.545629e-1	2	3.061864e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_3203,peak_3204	B4galt1
Ensembl Genes	7806	Vmn2r97	116	1.085892e-2	1.000000e+0	1.000000e+0	6.670332e+0	4.497528e-1	3	8.909524e-5	5.942948e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_2052,peak_2053,peak_2054	Vmn2r97
Ensembl Genes	12645	Alg14	117	1.091421e-2	1.000000e+0	1.000000e+0	1.285614e+1	1.555677e-1	2	3.081769e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_3035,peak_3036	Alg14
Ensembl Genes	3990	Sostdc1	118	1.093123e-2	1.000000e+0	1.000000e+0	1.284559e+1	1.556955e-1	2	3.084300e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_979,peak_980	Sostdc1
Ensembl Genes	5124	Fam172a	119	1.102994e-2	1.000000e+0	1.000000e+0	4.717742e+0	8.478632e-1	4	1.679602e-4	7.923930e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_1322,peak_1323,peak_1324,peak_1325	Fam172a
Ensembl Genes	13474	Cyp4a29	120	1.115476e-2	1.000000e+0	1.000000e+0	1.270925e+1	1.573657e-1	2	3.117387e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_3398,peak_3399	Cyp4a29
Ensembl Genes	2268	Ankrd36	121	1.121019e-2	1.000000e+0	1.000000e+0	1.267608e+1	1.577775e-1	2	3.125546e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_695,peak_696	Ankrd36
Ensembl Genes	63	Il17a	122	1.130103e-2	1.000000e+0	1.000000e+0	1.262223e+1	1.584506e-1	2	3.138879e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_58,peak_59	Il17a
Ensembl Genes	13147	Akap2	123	1.150182e-2	1.000000e+0	1.000000e+0	6.528027e+0	4.595569e-1	3	9.103742e-5	5.942948e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_3247,peak_3248,peak_3249	Akap2
Ensembl Genes	10587	Itgav	124	1.155936e-2	1.000000e+0	1.000000e+0	1.247259e+1	1.603516e-1	2	3.176536e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_2646,peak_2647	Itgav
Ensembl Genes	15550	Klf14	125	1.157262e-2	1.000000e+0	1.000000e+0	6.513003e+0	4.606170e-1	3	9.124742e-5	5.942948e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_3950,peak_3951,peak_3952	Klf14
Ensembl Genes	15112	Mmp17	126	1.164779e-2	1.000000e+0	1.000000e+0	1.242252e+1	1.609979e-1	2	3.189341e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_3833,peak_3834	Mmp17
Ensembl Genes	21073	Rhox9	127	1.169538e-2	1.000000e+0	1.000000e+0	1.239580e+1	1.613449e-1	2	3.196215e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_4858,peak_4859	Rhox9
Ensembl Genes	13566	Lao1	128	1.180765e-2	1.000000e+0	1.000000e+0	1.233342e+1	1.621610e-1	2	3.212381e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_3409,peak_3410	Lao1
Ensembl Genes	18128	Rras2	129	1.192988e-2	1.000000e+0	1.000000e+0	6.439013e+0	4.659099e-1	3	9.229595e-5	5.942948e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_4291,peak_4292,peak_4293	Rras2
Ensembl Genes	18733	Tpte	130	1.196399e-2	1.000000e+0	1.000000e+0	1.224802e+1	1.632917e-1	2	3.234779e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_4372,peak_4373	Tpte
Ensembl Genes	15911	Sema4f	131	1.211831e-2	1.000000e+0	1.000000e+0	1.216535e+1	1.644013e-1	2	3.256762e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_4034,peak_4035	Sema4f
Ensembl Genes	7343	Itgb5	132	1.219206e-2	1.000000e+0	1.000000e+0	1.212639e+1	1.649295e-1	2	3.267224e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_1856,peak_1857	Itgb5
Ensembl Genes	13252	Nfib	133	1.238446e-2	1.000000e+0	1.000000e+0	3.701639e+0	1.350753e+0	5	2.675818e-4	9.904913e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_3314,peak_3315,peak_3316,peak_3317,peak_3318	Nfib
Ensembl Genes	14881	Mn1	134	1.242405e-2	1.000000e+0	1.000000e+0	4.552160e+0	8.787037e-1	4	1.740697e-4	7.923930e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_3750,peak_3751,peak_3752,peak_3753	Mn1
Ensembl Genes	6750	Arhgap8	135	1.246616e-2	1.000000e+0	1.000000e+0	1.198466e+1	1.668800e-1	2	3.305864e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_1775,peak_1776	Arhgap8
Ensembl Genes	15448	C1galt1	136	1.265842e-2	1.000000e+0	1.000000e+0	6.296870e+0	4.764272e-1	3	9.437939e-5	5.942948e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_3898,peak_3899,peak_3900	C1galt1
Ensembl Genes	20735	Exog	137	1.271631e-2	1.000000e+0	1.000000e+0	1.185932e+1	1.686437e-1	2	3.340802e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_4811,peak_4812	Exog
Ensembl Genes	17627	Gdpgp1	138	1.284597e-2	1.000000e+0	1.000000e+0	7.734443e+1	1.292918e-2	1	2.561248e-6	1.980983e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_4240	Gdpgp1
Ensembl Genes	704	Plekha6	139	1.295631e-2	1.000000e+0	1.000000e+0	1.174249e+1	1.703216e-1	2	3.374041e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_306,peak_307	Plekha6
Ensembl Genes	12118	Ctso	140	1.324979e-2	1.000000e+0	1.000000e+0	4.464604e+0	8.959362e-1	4	1.774834e-4	7.923930e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_2969,peak_2970,peak_2971,peak_2972	Ctso
Ensembl Genes	12497	Sycp1	141	1.334219e-2	1.000000e+0	1.000000e+0	1.156130e+1	1.729909e-1	2	3.426920e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_3008,peak_3009	Sycp1
Ensembl Genes	8596	Cntnap5c	142	1.341122e-2	1.000000e+0	1.000000e+0	3.626903e+0	1.378587e+0	5	2.730956e-4	9.904913e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_2154,peak_2155,peak_2156,peak_2157,peak_2158	Cntnap5c
Ensembl Genes	20083	Plet1	143	1.365223e-2	1.000000e+0	1.000000e+0	1.142132e+1	1.751111e-1	2	3.468921e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_4694,peak_4695	Plet1
Ensembl Genes	2669	Obscn	144	1.392578e-2	1.000000e+0	1.000000e+0	1.130171e+1	1.769644e-1	2	3.505635e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_805,peak_806	Obscn
Ensembl Genes	8837	Zfp397	145	1.392889e-2	1.000000e+0	1.000000e+0	1.130037e+1	1.769854e-1	2	3.506050e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_2255,peak_2256	Zfp397
Ensembl Genes	10352	Dab2ip	146	1.393118e-2	1.000000e+0	1.000000e+0	6.072909e+0	4.939972e-1	3	9.785998e-5	5.942948e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_2562,peak_2563,peak_2564	Dab2ip
Ensembl Genes	4337	Lgmn	147	1.399907e-2	1.000000e+0	1.000000e+0	1.127026e+1	1.774583e-1	2	3.515417e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_1107,peak_1108	Lgmn
Ensembl Genes	1540	Reep3	148	1.433006e-2	1.000000e+0	1.000000e+0	3.099854e+0	1.935575e+0	6	3.834340e-4	1.188590e-3	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_540,peak_541,peak_542,peak_543,peak_544,peak_545	Reep3
Ensembl Genes	12230	Dcst2	149	1.443890e-2	1.000000e+0	1.000000e+0	6.875624e+1	1.454413e-2	1	2.881168e-6	1.980983e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_2983	Dcst2
Ensembl Genes	9454	Slc22a19	150	1.456605e-2	1.000000e+0	1.000000e+0	1.103502e+1	1.812411e-1	2	3.590355e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_2378,peak_2379	Slc22a19
Ensembl Genes	12766	Sh3glb1	151	1.460990e-2	1.000000e+0	1.000000e+0	1.101741e+1	1.815309e-1	2	3.596096e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_3076,peak_3077	Sh3glb1
Ensembl Genes	19487	Crispld2	152	1.464253e-2	1.000000e+0	1.000000e+0	1.100435e+1	1.817464e-1	2	3.600364e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_4567,peak_4568	Crispld2
Ensembl Genes	10123	Rnf208	153	1.467940e-2	1.000000e+0	1.000000e+0	6.762153e+1	1.478819e-2	1	2.929514e-6	1.980983e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_2529	Rnf208
Ensembl Genes	333	Igfbp5	154	1.475307e-2	1.000000e+0	1.000000e+0	1.096042e+1	1.824747e-1	2	3.614793e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_181,peak_182	Igfbp5
Ensembl Genes	4387	Glrx5	155	1.489219e-2	1.000000e+0	1.000000e+0	1.090584e+1	1.833880e-1	2	3.632885e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_1115,peak_1116	Glrx5
Ensembl Genes	4435	Amn	156	1.501815e-2	1.000000e+0	1.000000e+0	1.085707e+1	1.842117e-1	2	3.649202e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_1137,peak_1138	Amn
Ensembl Genes	16620	Vmn1r62	157	1.503977e-2	1.000000e+0	1.000000e+0	1.084876e+1	1.843528e-1	2	3.651997e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_4148,peak_4149	Vmn1r62
Ensembl Genes	15327	Usp42	158	1.532799e-2	1.000000e+0	1.000000e+0	1.073969e+1	1.862252e-1	2	3.689088e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_3863,peak_3864	Usp42
Ensembl Genes	14880	Pitpnb	159	1.535125e-2	1.000000e+0	1.000000e+0	5.853075e+0	5.125511e-1	3	1.015355e-4	5.942948e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_3747,peak_3748,peak_3749	Pitpnb
Ensembl Genes	11668	Pard6b	160	1.549844e-2	1.000000e+0	1.000000e+0	1.067661e+1	1.873253e-1	2	3.710882e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_2768,peak_2769	Pard6b
Ensembl Genes	4423	Dync1h1	161	1.553814e-2	1.000000e+0	1.000000e+0	1.066207e+1	1.875808e-1	2	3.715943e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_1133,peak_1134	Dync1h1
Ensembl Genes	11635	Cdh22	162	1.559124e-2	1.000000e+0	1.000000e+0	1.064271e+1	1.879221e-1	2	3.722704e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_2760,peak_2761	Cdh22
Ensembl Genes	12699	Lef1	163	1.566239e-2	1.000000e+0	1.000000e+0	5.808499e+0	5.164846e-1	3	1.023147e-4	5.942948e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_3049,peak_3050,peak_3051	Lef1
Ensembl Genes	88	Phf3	164	1.580775e-2	1.000000e+0	1.000000e+0	3.031359e+0	1.979310e+0	6	3.920979e-4	1.188590e-3	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_76,peak_77,peak_78,peak_79,peak_80,peak_81	Phf3
Ensembl Genes	1280	Bclaf1	165	1.583939e-2	1.000000e+0	1.000000e+0	1.055351e+1	1.895104e-1	2	3.754167e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_445,peak_446	Bclaf1
Ensembl Genes	7297	Tmem44	166	1.588067e-2	1.000000e+0	1.000000e+0	1.053888e+1	1.897735e-1	2	3.759380e-5	3.961965e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_1846,peak_1847	Tmem44
Ensembl Genes	13132	Zfp462	167	1.642876e-2	1.000000e+0	1.000000e+0	3.441426e+0	1.452886e+0	5	2.878142e-4	9.904913e-4	1	1.602711e-1	1.000000e+0	1.000000e+0	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_3237,peak_3238,peak_3239,peak_3240,peak_3241	Zfp462
