# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
0610009O20Rik	unnamed (-33333), unnamed (-9992)
Slc23a4	unnamed (-10781)
Slc24a1	unnamed (+16285)
Slc24a2	unnamed (-141925)
Slc24a3	unnamed (+430791)
Slc25a12	unnamed (+71474)
Slc25a13	unnamed (+37834)
Slc25a2	unnamed (+95077)
Slc25a21	unnamed (-50258)
Slc25a30	unnamed (-48657), unnamed (-42398)
Slc25a51	unnamed (-91124)
Slc26a5	unnamed (+55136)
Slc26a6	unnamed (-21669), unnamed (-10895)
Slc28a2	unnamed (+40828)
Slc28a3	unnamed (+158374)
Slc29a2	unnamed (-21904)
Slc29a3	unnamed (-60251)
Slc29a4	unnamed (+15830)
Slc2a1	unnamed (-14025)
Slc2a10	unnamed (+59801), unnamed (+138926)
Slc2a5	unnamed (-17277)
Slc2a7	unnamed (+9321), unnamed (+16812)
Slc30a2	unnamed (+13969)
Slc34a1	unnamed (-18920)
Slc35a3	unnamed (-61451)
Slc35b3	unnamed (-863349)
Slc35c1	unnamed (-69964)
Slc35f1	unnamed (+13981)
Slc37a3	unnamed (+120799)
Slc38a1	unnamed (+75078)
Slc38a4	unnamed (-117455), unnamed (+102602)
Slc38a6	unnamed (+230901)
Slc39a11	unnamed (+364454), unnamed (+392749), unnamed (+754386)
Slc39a4	unnamed (-15660)
Slc3a2	unnamed (+44590)
Slc41a3	unnamed (+131850)
Slc43a1	unnamed (+27025), unnamed (+33288)
Slc44a1	unnamed (-222366)
Slc46a1	unnamed (+23186)
Slc46a3	unnamed (-56153)
Slc4a1	unnamed (+8005)
Slc4a5	unnamed (+30671)
Slc52a3	unnamed (+51881)
Slc5a4a	unnamed (+56550)
Slc6a12	unnamed (+66618)
Slc6a16	unnamed (+36339)
Slc6a21	unnamed (-5449)
Slc6a7	unnamed (+29409), unnamed (+35920)
Slc7a1	unnamed (-51409), unnamed (+57356)
Slc7a10	unnamed (+16905)
Slc7a11	unnamed (-753025)
Slc7a13	unnamed (-51899)
Slc8a1	unnamed (-20134)
Slc8a2	unnamed (+15434), unnamed (+29013)
Slc9b1	unnamed (+62938)
Slco2a1	unnamed (+84114)
Slco4a1	unnamed (-74804)
Slco5a1	unnamed (+125921), unnamed (+155378)
Slf2	unnamed (-94690)
Slfn14	unnamed (+15352)
Slfn3	unnamed (+80044)
Slfn5	unnamed (-21314)
Slit3	unnamed (+57143), unnamed (+422831), unnamed (+586751)
Slpi	unnamed (-32552)
Smad2	unnamed (-95545), unnamed (-80281)
Smad3	unnamed (-196521), unnamed (-169647), unnamed (-91571)
Smad5	unnamed (-20681)
Smad6	unnamed (-62937), unnamed (-38308), unnamed (-28257), unnamed (+67544), unnamed (+94418), unnamed (+172494)
Smad7	unnamed (-60157), unnamed (+34067), unnamed (+44274), unnamed (+56448), unnamed (+127364), unnamed (+134651)
Smarca2	unnamed (+240470)
Smarcal1	unnamed (+58148)
Smarcd3	unnamed (-22141)
Smc5	unnamed (+93384)
Smg9	unnamed (-22457), unnamed (-16127)
Smgc	unnamed (+145150)
Smim12	unnamed (-29734), unnamed (+8543)
Smim15	unnamed (-971268), unnamed (-443830), unnamed (-398567), unnamed (-109345)
Smim20	unnamed (-8725), unnamed (+258514)
Smim23	unnamed (-298482), unnamed (-101332)
Smim5	unnamed (-15363)
Smndc1	unnamed (-110165)
Smoc1	unnamed (-27711)
Smox	unnamed (-68818), unnamed (+54390)
Smpd5	unnamed (-9691)
Smtn	unnamed (-90120)
Smu1	unnamed (-80790)
Smug1	unnamed (-24380), unnamed (+2193), unnamed (+10548), unnamed (+55089), unnamed (+71958), unnamed (+98052)
Smyd2	unnamed (+38377), unnamed (+135953)
Snai1	unnamed (+26691), unnamed (+59049)
Snap25	unnamed (-34340)
Snapc1	unnamed (-14953)
Sncb	unnamed (+7107)
Sned1	unnamed (-59183)
Snrnp48	unnamed (+85293)
Snrpe	unnamed (+117768), unnamed (+175478)
Snx11	unnamed (+41149)
Snx20	unnamed (+8648)
Snx32	unnamed (-33297)
Snx33	unnamed (+37449)
Snx4	unnamed (+86371)
Snx7	unnamed (-565378)
Snx9	unnamed (-88627)
Sobp	unnamed (+152549)
Socs3	unnamed (+19192)
Socs7	unnamed (+65855)
Soga1	unnamed (+38621), unnamed (+58552)
Soga3	unnamed (+53487)
Sorbs1	unnamed (+187714)
Sorl1	unnamed (+173297), unnamed (+187699), unnamed (+916467)
Sos1	unnamed (+106691)
Sos2	unnamed (-11908)
Sowaha	unnamed (-6932)
Sowahb	unnamed (+93328), unnamed (+346189)
Sox12	unnamed (-7950)
Sox13	unnamed (-68146), unnamed (-10436)
Sox14	unnamed (-570182), unnamed (+145634)
Sox17	unnamed (-192329), unnamed (-75525)
Sox2	unnamed (+682627), unnamed (+691285)
Sox21	unnamed (+56422)
Sox30	unnamed (+11847)
Sox5	unnamed (-573119), unnamed (+920576)
Sox8	unnamed (+13845)
Sox9	unnamed (+29149), unnamed (+390786), unnamed (+419081)
Sp4	unnamed (-535434), unnamed (-228477)
Sp8	unnamed (-316484), unnamed (-9527)
Spag1	unnamed (+30987)
Spag6	unnamed (+68406)
Spag9	unnamed (+140994), unnamed (+151084), unnamed (+163685)
Spata13	unnamed (-148948)
Spata18	unnamed (+18140)
Spata20	unnamed (-6985)
Spata4	unnamed (+16315)
Spatc1	unnamed (+16654)
Spats2	unnamed (-11093)
Spdef	unnamed (+11808)
Speer3	unnamed (+88304)
Spen	unnamed (+62130)
Sphk1	unnamed (-36317), unnamed (-30902), unnamed (-19153)
Spidr	unnamed (-51357)
Spin4	unnamed (+35944)
Spink2	unnamed (-28012)
Spink4	unnamed (-11416)
Spire1	unnamed (+79934)
Spire2	unnamed (+21099)
Spns2	unnamed (+32806)
Spns3	unnamed (-26374)
Spocd1	unnamed (+31587)
Spock1	unnamed (-159159)
Spock2	unnamed (+20057), unnamed (+27865)
Spr	unnamed (-17647)
Spred1	unnamed (-221181)
Spred2	unnamed (-897391), unnamed (-112527), unnamed (-95639)
Spry1	unnamed (+47031)
Spry2	unnamed (+163980)
Spry4	unnamed (-202930), unnamed (+117574)
Spryd4	unnamed (+7463)
Sptbn1	unnamed (+495)
Sptbn2	unnamed (+9731), unnamed (+27955)
Sptbn5	unnamed (-19215)
Sptlc1	unnamed (-86581)
Sptssa	unnamed (+339636)
Sqle	unnamed (-34471)
Srbd1	unnamed (+344807)
Srcin1	unnamed (-14623)
Srebf1	unnamed (+22236), unnamed (+32145)
Srp14	unnamed (-31738), unnamed (+48925)
Srprb	unnamed (-10751)
Srrm2	unnamed (-8015)
Srrm3	unnamed (+32924), unnamed (+38751), unnamed (+51247)
Srrm4	unnamed (+146097)
Srsf10	unnamed (-86625)
Srsf6	unnamed (-22886)
Ssbp2	unnamed (-89237)
Ssbp3	unnamed (+115470)
Ssc4d	unnamed (+28601)
Ssmem1	unnamed (+14483)
Ssr1	unnamed (+63026)
Ssr2	unnamed (+27875)
Sstr5	unnamed (-59553)
St18	unnamed (-104264), unnamed (-45823)
St3gal1	unnamed (+73705)
St3gal2	unnamed (+29969), unnamed (+37734)
St3gal4	unnamed (+81344)
St5	unnamed (-54679)
St6gal2	unnamed (+37119)
St6galnac5	unnamed (+218610)
St7	unnamed (+146367)
St8sia1	unnamed (+150152)
St8sia3	unnamed (-240028), unnamed (+11248), unnamed (+78603)
Stard10	unnamed (-10590)
Stard3nl	unnamed (-43324), unnamed (+130300)
Stat2	unnamed (+13091)
Stat3	unnamed (-19091)
Stat6	unnamed (+9940)
Stim2	unnamed (+975941)
Stk24	unnamed (-77105)
Stk25	unnamed (-33100)
Stk33	unnamed (+197748)
Stk35	unnamed (+108627)
Stmn4	unnamed (-19324)
Stoml3	unnamed (-9873), unnamed (+37291)
Ston1	unnamed (-76835), unnamed (+9274)
Stox1	unnamed (+61860)
Stox2	unnamed (-122202), unnamed (-102818), unnamed (+20229)
Stpg1	unnamed (+29116)
Stpg4	unnamed (+97351), unnamed (+112841)
Stra6l	unnamed (+20025)
Strip2	unnamed (+68574)
Strn	unnamed (+112602)
Stt3b	unnamed (+93593)
Stum	unnamed (+118015)
Stx11	unnamed (+22616), unnamed (+42571)
Stx1a	unnamed (+18369)
Stx1b	unnamed (+13118)
Stx6	unnamed (+65600)
Sulf1	unnamed (+143480), unnamed (+172937)
Sulf2	unnamed (-419811)
Sult1c2	unnamed (+41757)
Sult6b2	unnamed (-9834)
Sumf2	unnamed (+19381)
Sumo2	unnamed (-19464)
Supt20	unnamed (-59325)
Supt4a	unnamed (-17079), unnamed (+11582)
Susd2	unnamed (-24514)
Svep1	unnamed (-53921)
Svil	unnamed (+242220)
Syde2	unnamed (-25457), unnamed (-8822)
Syk	unnamed (+75696)
Syn3	unnamed (-187046)
Syne2	unnamed (+187062), unnamed (+197050), unnamed (+254294), unnamed (+263748), unnamed (+334272)
Syne3	unnamed (-25160)
Synj2	unnamed (+8358)
Synm	unnamed (-88487), unnamed (-43938)
Synpo	unnamed (+21469)
Synpo2	unnamed (+123183)
Sypl	unnamed (+75448)
Syt10	unnamed (+76002), unnamed (+220220)
Syt13	unnamed (+100059)
Syt15	unnamed (+14940)
Syt16	unnamed (+286814)
Syt3	unnamed (+43734)
Sytl1	unnamed (+6179)
T	unnamed (-45218)
Tab2	unnamed (+89448)
Tac4	unnamed (-58954), unnamed (-9297)
Tacc1	unnamed (-39357)
Tacc2	unnamed (+190050)
Tacr1	unnamed (-310520)
Tacr2	unnamed (-9627), unnamed (+17952), unnamed (+37444)
Tada1	unnamed (-95983), unnamed (-70280)
Taf1c	unnamed (+17658)
Taf4	unnamed (+209294)
Tagln	unnamed (-11114)
Tagln2	unnamed (-9540)
Tank	unnamed (+77637)
Taok3	unnamed (+120881)
Tarbp1	unnamed (-90960), unnamed (-22716)
Tarsl2	unnamed (-117741)
Tas1r2	unnamed (-11524)
Tbc1d1	unnamed (+97038), unnamed (+138964)
Tbc1d30	unnamed (+83006)
Tbc1d31	unnamed (+62578)
Tbc1d32	unnamed (+113106)
Tbc1d5	unnamed (-561129)
Tbc1d7	unnamed (-29465), unnamed (+254355)
Tbca	unnamed (-192809), unnamed (-85792)
Tbcc	unnamed (+13444)
Tbcel	unnamed (-425622), unnamed (-49044)
Tbk1	unnamed (+54005), unnamed (+70303), unnamed (+79789)
Tbkbp1	unnamed (+22712)
Tbl2	unnamed (-15838)
Tbx15	unnamed (-13103)
Tbx18	unnamed (-7993)
Tbx19	unnamed (+141895)
Tbx2	unnamed (-439621), unnamed (+16097)
Tbx20	unnamed (-178490)
Tbx21	unnamed (-11669), unnamed (+16800), unnamed (+49748)
Tbx3	unnamed (-572995), unnamed (+77626)
Tbx5	unnamed (-86019), unnamed (+32474)
Tbxas1	unnamed (+7061)
Tc2n	unnamed (-17557)
Tcaim	unnamed (+32341)
Tcerg1	unnamed (-43947)
Tcerg1l	unnamed (-433205)
Tcf12	unnamed (-57692), unnamed (-21319), unnamed (+302632)
Tcf20	unnamed (-74702)
Tcf25	unnamed (-20012)
Tcf4	unnamed (-146533), unnamed (+248753), unnamed (+450295)
Tcf7	unnamed (-58485)
Tchhl1	unnamed (+37745)
Tcl1b3	unnamed (-127640)
Tcp11	unnamed (+38950), unnamed (+94971)
Tcte1	unnamed (-8733)
Tdg	unnamed (+37265)
Tdrp	unnamed (-18433)
Tectb	unnamed (+27211)
Tef	unnamed (+19890), unnamed (+25210)
Tekt1	unnamed (+7143)
Tekt3	unnamed (-94530)
Tekt5	unnamed (+20469)
Tenm2	unnamed (-110), unnamed (+558320)
Tenm3	unnamed (-169045), unnamed (+445717)
Terf2	unnamed (+11320)
Tescl	unnamed (+7958)
Tex13c3	unnamed (+243479)
Tex14	unnamed (+40703)
Tex15	unnamed (-53866)
Tex16	unnamed (-198555)
Tex2	unnamed (-26416)
Tex21	unnamed (+50470)
Tex24	unnamed (+17681)
Tfap2c	unnamed (+273747)
Tfcp2l1	unnamed (-168468), unnamed (+210099)
Tfip11	unnamed (-18625)
Tfr2	unnamed (+13772)
Tgds	unnamed (+42995)
Tgfb1	unnamed (+19785)
Tgfbi	unnamed (+72743)
Tgfbr1	unnamed (+83586)
Tgif1	unnamed (+33771), unnamed (+143969)
Tgm2	unnamed (-61221)
Tgm3	unnamed (-103205)
Tha1	unnamed (-76535)
Thap1	unnamed (+622765)
Thap12	unnamed (+27456), unnamed (+112211)
Thap3	unnamed (+15594)
Thegl	unnamed (+44923)
Them7	unnamed (+147006)
Thnsl2	unnamed (+131230)
Thrb	unnamed (-808905)
Thsd4	unnamed (-10669)
Thy1	unnamed (-239711), unnamed (-163527)
Tiam1	unnamed (+76915), unnamed (+89556), unnamed (+200654)
Tiam2	unnamed (-11984)
Tifab	unnamed (-43500)
Tigar	unnamed (-20867), unnamed (+28970)
Tigit	unnamed (-46822)
Timmdc1	unnamed (+38522)
Tinagl1	unnamed (-24531), unnamed (+11351)
Tiprl	unnamed (-45447)
Tirap	unnamed (+11190)
Tjp1	unnamed (-155918)
Tldc1	unnamed (-52789), unnamed (-20178), unnamed (+22319)
Tle2	unnamed (+12510)
Tle3	unnamed (-502545), unnamed (+252434)
Tle4	unnamed (-37328), unnamed (+329983)
Tle6	unnamed (+12858)
Tll2	unnamed (+117694)
Tln2	unnamed (-140212)
Tlr1	unnamed (+106928)
Tlr13	unnamed (+28714)
Tlr2	unnamed (+52123)
Tlr4	unnamed (-84460)
Tlx1	unnamed (-6804), unnamed (+71922)
Tlx3	unnamed (+22571)
Tmbim6	unnamed (-11982)
Tmc6	unnamed (+19477)
Tmcc1	unnamed (+85592)
Tmcc2	unnamed (+9739)
Tmcc3	unnamed (+107944)
Tmco5	unnamed (-803237), unnamed (+21485)
Tmed6	unnamed (-19581)
Tmeff1	unnamed (-32143)
Tmem104	unnamed (+70743)
Tmem114	unnamed (+15649)
Tmem115	unnamed (-52844)
Tmem120b	unnamed (+43634)
Tmem129	unnamed (-36133)
Tmem131	unnamed (+154406)
Tmem132a	unnamed (+10869)
Tmem132b	unnamed (+14382), unnamed (+57297)
Tmem132d	unnamed (-119618)
Tmem132e	unnamed (+46040), unnamed (+56181)
Tmem150c	unnamed (+80292)
Tmem161a	unnamed (-6606)
Tmem161b	unnamed (-500924), unnamed (-476740), unnamed (+126116)
Tmem173	unnamed (-11226)
Tmem174	unnamed (+23953), unnamed (+48876), unnamed (+64923)
Tmem208	unnamed (+10954)
Tmem209	unnamed (+40337)
Tmem211	unnamed (+60986)
Tmem220	unnamed (-40651)
Tmem233	unnamed (-149046)
Tmem253	unnamed (-20095)
Tmem258	unnamed (-9322)
Tmem260	unnamed (-190293)
Tmem28	unnamed (-114394), unnamed (+32716)
Tmem30b	unnamed (+28712)
Tmem33	unnamed (-37874)
Tmem39a	unnamed (+46462)
Tmem40	unnamed (+41956)
Tmem45b	unnamed (+14529)
Tmem50a	unnamed (+35586)
Tmem52	unnamed (-17805)
Tmem53	unnamed (+15939), unnamed (+60891), unnamed (+232454)
Tmem54	unnamed (+7253)
Tmem92	unnamed (-91520)
Tmprss6	unnamed (+31871)
Tmtc2	unnamed (-244068), unnamed (-226227)
Tmub2	unnamed (-8574)
Tmx1	unnamed (+331210)
Tnfaip8	unnamed (-65443)
Tnfrsf11b	unnamed (+294364)
Tnfrsf13b	unnamed (+20941)
Tnfrsf1a	unnamed (-18380)
Tnfrsf9	unnamed (+37614)
Tnk2	unnamed (+54122)
Tnks2	unnamed (-17029)
Tnp1	unnamed (+70393)
Tnrc18	unnamed (-67905), unnamed (+99731)
Tnrc6b	unnamed (+165190)
Tnrc6c	unnamed (-131172), unnamed (-58803), unnamed (+106349)
Tns1	unnamed (+26543), unnamed (+32741), unnamed (+86799)
Tns3	unnamed (+196159)
Tnxb	unnamed (+9578)
Tob1	unnamed (-74357), unnamed (-64267), unnamed (-51666)
Tob2	unnamed (+7663)
Tomm20	unnamed (+119046)
Tonsl	unnamed (+7446)
Top1	unnamed (-194053)
Tox2	unnamed (+114096), unnamed (+150182)
Tpbgl	unnamed (+47198)
Tpm3-rs7	unnamed (+58703)
Tpo	unnamed (+29569)
Tpp1	unnamed (-10023)
Tppp3	unnamed (-7586), unnamed (+11755)
Tprg	unnamed (-227443)
Tprkb	unnamed (+21508)
Tpst1	unnamed (-41349)
Tpst2	unnamed (-6436), unnamed (+31042)
Tpt1	unnamed (-15658), unnamed (-9399)
Tra2b	unnamed (+78157)
Trabd2b	unnamed (+259793)
Traf5	unnamed (+103027), unnamed (+107381)
Traf7	unnamed (+21795)
Tram1	unnamed (+162866)
Trappc11	unnamed (+121863), unnamed (+141247)
Trappc12	unnamed (+49466)
Trappc3	unnamed (+16299)
Trappc9	unnamed (+251359)
Trat1	unnamed (+21493)
Treh	unnamed (-26689), unnamed (-17679)
Trib3	unnamed (-24823)
Trim14	unnamed (+29040)
Trim2	unnamed (-75142), unnamed (-63789)
Trim24	unnamed (-64566)
Trim27	unnamed (+36722), unnamed (+45065), unnamed (+54945), unnamed (+97813)
Trim29	unnamed (-39744)
Trim30a	unnamed (-36702)
Trim30d	unnamed (+5930)
Trim33	unnamed (-96156)
Trim34a	unnamed (+12396)
Trim35	unnamed (+28020)
Trim43b	unnamed (-94546)
Trim43c	unnamed (+19820)
Trim5	unnamed (+31239)
Trim56	unnamed (+13300)
Trim7	unnamed (+16579)
Trim80	unnamed (+7456)
Trio	unnamed (+120797), unnamed (+174888), unnamed (+277467)
Triobp	unnamed (+20035)
Trit1	unnamed (+76677)
Trp73	unnamed (+34364)
Trpc1	unnamed (-55253)
Trpc3	unnamed (+18855)
Trpm1	unnamed (-104808), unnamed (+114683)
Trpm3	unnamed (+984059)
Trpv2	unnamed (-13745), unnamed (+39847)
Trpv4	unnamed (+10079), unnamed (+46897)
Trub1	unnamed (-49522), unnamed (-41060)
Tsc22d1	unnamed (-160548), unnamed (+10258), unnamed (+38777), unnamed (+55224)
Tsga10ip	unnamed (-21146)
Tshz1	unnamed (+686194)
Tshz2	unnamed (+282311), unnamed (+409229), unnamed (+445820)
Tshz3	unnamed (+638978)
Tspan15	unnamed (-11560)
Tspan17	unnamed (+123071)
Tspan5	unnamed (+134434)
Tspear	unnamed (-22601), unnamed (-8941)
Tspoap1	unnamed (-11407), unnamed (+17931)
Tspyl5	unnamed (-349231)
Tsr2	unnamed (-72716)
Tssc1	unnamed (+539084)
Ttc1	unnamed (-28228), unnamed (-19494)
Ttc17	unnamed (+132879), unnamed (+163903)
Ttc21a	unnamed (+26252)
Ttc23l	unnamed (-129984)
Ttc24	unnamed (+5839)
Ttc25	unnamed (+10080)
Ttc29	unnamed (-306072)
Ttc33	unnamed (+49617)
Ttc34	unnamed (-180934)
Ttc39a	unnamed (+15422)
Ttc6	unnamed (+390)
Ttc7	unnamed (+32014), unnamed (+47504)
Ttc8	unnamed (+90547)
Ttll10	unnamed (-27077)
Ttll6	unnamed (-8739)
Ttll8	unnamed (+62362), unnamed (+78491)
Ttr	unnamed (-55204)
Tub	unnamed (-60013)
Tubg1	unnamed (+24018)
Tubg2	unnamed (-11951)
Tulp1	unnamed (-145713), unnamed (-9935)
Tusc5	unnamed (+20598)
Twf1	unnamed (+35645)
Txlnb	unnamed (+31433)
Txnrd1	unnamed (-64560)
Tyrobp	unnamed (-40083)
Tyrp1	unnamed (+30565)
Tyw3	unnamed (-66927)
Uaca	unnamed (+76292)
Ubac2	unnamed (-147116)
Ubash3b	unnamed (-792938), unnamed (-778536), unnamed (-49768)
Ubb	unnamed (+9622)
Ubc	unnamed (-16405)
Ube2d2a	unnamed (-19779)
Ube2e1	unnamed (-131591)
Ube2e2	unnamed (-148306), unnamed (+430326)
Ube2g1	unnamed (-30403)
Ube2g2	unnamed (+41693), unnamed (+55353)
Ube2q1	unnamed (+15148)
Ube2t	unnamed (+25477)
Ube2v1	unnamed (+34743), unnamed (+67101)
Ube2v2	unnamed (+509452)
Ube3c	unnamed (-83515)
Ubl3	unnamed (-333621), unnamed (-278993), unnamed (+101349)
Ubl4b	unnamed (-28499)
Ubp1	unnamed (+58149)
Ubr5	unnamed (-120055)
Ubtf	unnamed (-38179)
Ubxn2b	unnamed (-497318), unnamed (-392589)
Ugdh	unnamed (+19295)
Uggt1	unnamed (-11208), unnamed (+140776)
Uggt2	unnamed (+92126)
Umps	unnamed (-389927), unnamed (-128145)
Unc119	unnamed (+16101)
Unc13a	unnamed (+16866)
Unc13b	unnamed (-6292)
Unc13c	unnamed (+776619)
Unc45b	unnamed (+19535)
Unc5a	unnamed (-36963), unnamed (+63453)
Unc5b	unnamed (-249655), unnamed (+18548)
Unc5cl	unnamed (+12377), unnamed (+192639)
Uncx	unnamed (-7850), unnamed (+56342), unnamed (+143341)
Upf2	unnamed (+149142)
Uqcc2	unnamed (+12913), unnamed (+18600)
Uqcrc2	unnamed (-36800)
Urgcp	unnamed (+24262)
Uri1	unnamed (-66003), unnamed (-42239), unnamed (+177012)
Urm1	unnamed (+18358)
Urod	unnamed (+7364)
Uso1	unnamed (+101119)
Usp10	unnamed (-39832)
Usp11	unnamed (+71059)
Usp14	unnamed (-21473)
Usp22	unnamed (+27359)
Usp29	unnamed (+210871), unnamed (+217980)
Usp32	unnamed (+28463)
Usp42	unnamed (-26338)
Usp44	unnamed (+15181)
Usp46	unnamed (-57885), unnamed (+398912)
Usp9x	unnamed (-197683), unnamed (-154824)
Uspl1	unnamed (+43314), unnamed (+74616)
Ust	unnamed (-245149)
Utp14a	unnamed (+28990), unnamed (+56408)
Utp14b	unnamed (+66268)
Utp6	unnamed (+171052), unnamed (+275861)
Utrn	unnamed (-79911), unnamed (-59956)
Uts2	unnamed (-31484)
Uvrag	unnamed (+294133)
Vav3	unnamed (+442120)
Vax2	unnamed (-8478)
Vbp1	unnamed (-38831)
Vcpkmt	unnamed (+106592), unnamed (+120454)
Vdac1	unnamed (-19804)
Vdr	unnamed (+44748)
Vegfa	unnamed (+226028)
Vipr1	unnamed (+27199)
Virma	unnamed (-30490)
Vit	unnamed (+116531)
Vmn1r188	unnamed (-36878)
Vmn1r204	unnamed (+27639)
Vmn1r205	unnamed (+9090)
Vmn1r223	unnamed (+21309), unnamed (+36769), unnamed (+50588), unnamed (+60791), unnamed (+68560)
Vmn1r237	unnamed (+56008)
Vmn1r86	unnamed (-21422)
Vmn1r87	unnamed (+15718)
Vmn1r89	unnamed (+41653)
Vmn2r118	unnamed (+142003)
Vmn2r58	unnamed (+132552)
Vmn2r62	unnamed (+42940)
Vmn2r63	unnamed (-32245), unnamed (+55117)
Vmn2r86	unnamed (-14841)
Vmn2r87	unnamed (+26644)
Vps13b	unnamed (-45305)
Vps33a	unnamed (-41146)
Vps37b	unnamed (+33835)
Vps8	unnamed (-176027), unnamed (-111950)
Vrk1	unnamed (-153496), unnamed (-67724), unnamed (+108233), unnamed (+279741), unnamed (+348397)
Vrtn	unnamed (-16739)
Vsig10l	unnamed (+13640)
Vsig8	unnamed (+7284)
Vstm2l	unnamed (-162524)
Vsx2	unnamed (+20326)
Vwa5b1	unnamed (-53857)
Vwf	unnamed (+20154), unnamed (+51072)
Wapl	unnamed (+97866)
Wars2	unnamed (+99589)
Wasf2	unnamed (-45061), unnamed (+69994)
Washc4	unnamed (+76464)
Wdr17	unnamed (+101583)
Wdr19	unnamed (-23711)
Wdr25	unnamed (+66130), unnamed (+139619)
Wdr26	unnamed (-46506)
Wdr41	unnamed (-92056)
Wdr7	unnamed (+305636)
Wdr89	unnamed (+53170)
Wdsub1	unnamed (-154611)
Wfdc1	unnamed (+12629)
Wfdc2	unnamed (-54869), unnamed (-40180)
Wfs1	unnamed (-52460)
Wif1	unnamed (+194223)
Wipf1	unnamed (-31745), unnamed (+92834)
Wisp3	unnamed (-7701)
Wnk3	unnamed (-28819)
Wnt10a	unnamed (+12829)
Wnt11	unnamed (-104572), unnamed (-19817), unnamed (+11877)
Wnt2	unnamed (+190186)
Wnt2b	unnamed (-6379)
Wnt3	unnamed (+21446), unnamed (+36732)
Wnt3a	unnamed (+25769)
Wnt4	unnamed (-159334), unnamed (-112758), unnamed (+18985)
Wnt5a	unnamed (+12931)
Wnt7b	unnamed (-92594), unnamed (-83342), unnamed (-75501), unnamed (-68047), unnamed (-47959), unnamed (-37048), unnamed (+40652)
Wnt8a	unnamed (+19135)
Wrb	unnamed (+12682)
Wrn	unnamed (+501313)
Wsb1	unnamed (+29766)
Wscd2	unnamed (-117564)
Wwc1	unnamed (-697035), unnamed (-21001)
Wwox	unnamed (+16566)
Wwp1	unnamed (-57833)
Xbp1	unnamed (-34505), unnamed (-14288)
Xcl1	unnamed (-83351), unnamed (+36279)
Xkr5	unnamed (+52713)
Xkr6	unnamed (+188678)
Xkr7	unnamed (+21886)
Xlr	unnamed (-177188)
Xpa	unnamed (-6535)
Xpnpep1	unnamed (-65492), unnamed (-49166), unnamed (-11919)
Xpo1	unnamed (-208027), unnamed (-130953), unnamed (-52434)
Xpo4	unnamed (-31443)
Xpot	unnamed (-66882)
Xrcc2	unnamed (+33670)
Xrcc3	unnamed (+39192)
Xxylt1	unnamed (+207075), unnamed (+424350)
Xylt1	unnamed (-588370)
Ybx3	unnamed (-45668)
Yeats4	unnamed (+49798)
Ykt6	unnamed (+51961)
Ypel2	unnamed (+99591)
Ythdc2	unnamed (+319180)
Ythdf3	unnamed (-131241)
Ywhae	unnamed (-16402)
Ywhag	unnamed (-11297)
Ywhaz	unnamed (+124569), unnamed (+143413)
Zap70	unnamed (+23618)
Zbp1	unnamed (+46906)
Zbtb10	unnamed (+96626)
Zbtb17	unnamed (+31813)
Zbtb18	unnamed (-105489), unnamed (+258509)
Zbtb2	unnamed (+18909)
Zbtb33	unnamed (-9245)
Zbtb38	unnamed (-61202), unnamed (-6177), unnamed (+82186)
Zbtb4	unnamed (+11350)
Zbtb40	unnamed (-116036), unnamed (-69460)
Zbtb42	unnamed (+28655)
Zbtb43	unnamed (-154680), unnamed (-106808), unnamed (-81785)
Zbtb7c	unnamed (+325857), unnamed (+341121)
Zbtb8a	unnamed (-49623), unnamed (-28563)
Zbtb8b	unnamed (+13079), unnamed (+34139)
Zc2hc1c	unnamed (+7992)
Zc3h12d	unnamed (+34312)
Zc3h8	unnamed (+51698)
Zcchc13	unnamed (+64487)
Zcchc14	unnamed (-22807)
Zcchc24	unnamed (+13805)
Zcchc3	unnamed (+9014)
Zcchc6	unnamed (-15000)
Zcchc7	unnamed (+217494)
Zdbf2	unnamed (+35928)
Zdhhc1	unnamed (+19874)
Zdhhc14	unnamed (+260101)
Zdhhc18	unnamed (-12373)
Zdhhc20	unnamed (-19695), unnamed (+41932)
Zdhhc21	unnamed (+324643)
Zdhhc22	unnamed (+15146)
Zdhhc25	unnamed (+62388)
Zeb1	unnamed (+227860), unnamed (+398052)
Zeb2	unnamed (+115308)
Zfand2a	unnamed (-51095)
Zfand3	unnamed (-73764)
Zfand6	unnamed (-89687)
Zfhx2	unnamed (+58830)
Zfhx3	unnamed (+2362)
Zfp1	unnamed (+37053)
Zfp119b	unnamed (+13034)
Zfp12	unnamed (+18116)
Zfp13	unnamed (+22737)
Zfp148	unnamed (-42948)
Zfp184	unnamed (-89187), unnamed (-61800), unnamed (-47610)
Zfp212	unnamed (-15362)
Zfp213	unnamed (-12524)
Zfp217	unnamed (-157693), unnamed (-136641), unnamed (-114821), unnamed (-89576), unnamed (+51724), unnamed (+88315), unnamed (+215233)
Zfp229	unnamed (+20596)
Zfp236	unnamed (-73492), unnamed (-58338), unnamed (+108792)
Zfp239	unnamed (+28853)
Zfp251	unnamed (+17384)
Zfp266	unnamed (-22567)
Zfp280d	unnamed (-141713), unnamed (-105340)
Zfp281	unnamed (+157367)
Zfp282	unnamed (+27910)
Zfp286	unnamed (+32481)
